title,features,description,asin,imageurl,imageurlhighres,category
Hanes Toddler Boys A-shirts 3 Pack - Tb372,"cotton
Fiber Content: 100% cotton
Country Of Origin: Imported
Units Per Package: 3
Shipping Weight:
                    
1 pounds","""100% pure cotton for natural softness. Tagless, no more scratchy label.""",B0002T63YG,"['https://images-na.ssl-images-amazon.com/images/I/51gnr3Tpn7L._SR38,50_.jpg']",['https://images-na.ssl-images-amazon.com/images/I/51gnr3Tpn7L.jpg'],Boys Clothing
Dickies Boys' Pleated-Front Uniform Short,"65% Polyester, 35% Cotton
Machine Wash
Pleated-front short featuring slanted side pockets and hook-and-eye closure
Two back welt pockets
Package Dimensions:
                    
11 x 9 x 1 inches
Shipping Weight:
                    
1 pounds (View shipping rates and policies)","Dickies boy's pleated front short features easy care, stain release, no iron and fade resistant. Quality and durability from Dickies at an excellent value. Ideal for school or play. 7 3/4 ounce twill. No exterior logo.",B0002UD48S,"['https://images-na.ssl-images-amazon.com/images/I/41dFDa868sL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dM50Oi97L._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41dFDa868sL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dM50Oi97L.jpg']",Boys Clothing
Marmot Boys' Rail Jacket (Little Big Kids),"100%Nylon
Imported
Machine Wash
Marmot MemBrain Waterproof/Breathabl
Package Dimensions:
                    
1 x 1 x 1 inches
Shipping Weight:
                    
1 pounds (View shipping rates and policies)",Marmot Rail Jacket (Kid) - Black The snow-hungry Boys' Rail Jacket is ready for a ride. The two-layer fully waterproof amd breathable MemBrain fabric combined with 700 fill power down with Down Defender is sure to stop any weather. Additional features include a removable hood and built-in powder skirt. Brushed tricot collar and cuffs add a soft touch numerous pockets provide plentiful storage. Features Marmot MemBrain Waterproof/Breathable Fabric 700 Fill Power Down with Down Defender,B00069AGUE,"['https://images-na.ssl-images-amazon.com/images/I/41e98M9u%2BCL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xn739M53L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vgsACzArL._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41e98M9u%2BCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xn739M53L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vgsACzArL.jpg']",Boys Clothing
S2 Activewear Big Boys' White Navy Badger 3/4 Sleeve Baseball T-Shirt,"100% Cotton
Package Dimensions:
                    
9 x 5 x 1 inches
Shipping Information:
                    
View shipping rates and policies",Customize his Kids White Navy Badger 3/4 Sleeve Baseball T-Shirt with the logo of his favorite team! He'll be game day ready in this white and blue 100% cotton tee. Play ball!,B0007D7E04,"['https://images-na.ssl-images-amazon.com/images/I/31WDw8GWpEL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318pe187fcL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/31WDw8GWpEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318pe187fcL.jpg']",Boys Clothing
Wrangler Boys' Cowboy Cut Relaxed Fit Jean,"100% Cotton
ORIGINAL FIT. Made for junior cowboys, this regular fit cowboy cut jean has an authentic design with a regular fit through the seat and thigh. Constructed with a leg opening that will fit perfectly over that favorite pair of boots, this western denim essential can handle it all.
CLASSIC COWBOY JEAN. Just like dad's, this classic boys' cowboy cut jean is the Official ProRodeo Competition jean. This durable western denim essential is built tough, and offers added comfort through all rodeo events. From mutton busting to barrel racing, these jeans will maintain that timeless cowboy style.
DURABLE MATERIALS. It's no question that this classic can withstand wear and tear. Built with durable heavyweight cotton denim, this regular fit jean was made for boys on the move.
COMFORTABLE WEAR. From riding horses to playing in the yard, boys need durable jeans that keep them comfortable throughout the day. Made from 100% cotton, this jean provides comfort and breathability for a day of chores.
FIVE POCKET STYLING. This cowboy cut jean is constructed with an authentic five pocket styling: (1) watch pocket, (2) front scoop pockets, (3) back patch pockets. Finished with copper rivets for added long-lasting durability.
Package Dimensions:
                    
12 x 10 x 2 inches
Shipping Weight:
                    
1.6 pounds (View shipping rates and policies)","Wrangler Boys' Cowboy Cut Relaxed Fit Jean.  The Official ProRodeo Competition jean, this classic boys' jean is made for durability through all rodeo events. For active boys on the move, these comfortable jeans are made with durable cotton denim and finished with copper rivets and felled seams for added comfort.   FEATURES  The Official ProRodeo Competition Jean. Just like dad's, these jeans are made for durability through even the toughest of competitions.  Regular Fit. Sits at waist with regular seat and thigh. Durable. Heavyweight denim, built to last.  100% Cotton. Made for durability and comfort.   Five-Pocket Style. (1) watch pocket, (2) front scoop pockets, (3) back patch pockets.",B0008JF9WW,"['https://images-na.ssl-images-amazon.com/images/I/31zPVxtdiiL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315FacOZDeL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rB7bhrydL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EMfZP7jVL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FSvCX8YpL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vCZ4aAPdL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tEAt-IeUL._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/31zPVxtdiiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315FacOZDeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rB7bhrydL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EMfZP7jVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FSvCX8YpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vCZ4aAPdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tEAt-IeUL.jpg']",Boys Clothing
Wrangler Little Boys' Original ProRodeo Jeans,"100% Cotton
Machine Wash
100% Cotton, Heavyweight Broken Twill Denim
Authentic Five Pocket Styling
Machine wash warm with like colors only Non-chlorine bleach when needed Tumble dry low
Product Dimensions:
                    
13 x 8 x 1 inches
Shipping Weight:
                    
1.6 pounds (View shipping rates and policies)","The Wrangler Cowboy Cut jean is a Western Wear icon and this Boys' version is no different. The original 13MWZ was made by cowboys for cowboys in 1947, and is still the jean of choice for real cowboys and working men of the West today. The Cowboy Cut jean was built to the detailed specifications of top rodeo athletes with features designed specifically for riding including heavyweight denims, broken twill weave to prevent twisted legs, rivets on all pockets, cut to fit over boots, strong double outseams and higher positioned back pockets. The 13MWZ is the only jean endorsed by the Professional Rodeo Cowboys Association.",B0008JFA9O,"['https://images-na.ssl-images-amazon.com/images/I/41q6gTTY1PL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41I1%2B8CDJDL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516F8eD8afL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GBDzvj6PL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411jNK1WaML._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41q6gTTY1PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41I1%2B8CDJDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516F8eD8afL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GBDzvj6PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411jNK1WaML.jpg']",Boys Clothing
Wrangler Boys' 20X Relaxed Fit Jeans,"100% Cotton
Imported
Machine Wash
Stone dark denim finish
Relaxed fit
Adjustable waistband
Tapered leg
Mid-weight denim
Product Dimensions:
                    
14.5 x 8.5 x 1.5 inches
Shipping Weight:
                    
13.6 ounces (View shipping rates and policies)","Relaxed fit with adjustable waist band. Tapered leg. Mid-weight denim. Five pocket styling. 20x embroidery on pocket facing, and 20x label on hip pocket.
Classic 5 pocket styling in a relaxed fit silhouette with tapered leg opening. This jean is a 14.5 oz heavyweight denim in a right hand twill for the authentic jean look. Stone washed for extra softness and comfort.",B0008JFBES,"['https://images-na.ssl-images-amazon.com/images/I/41zbDVJlEhL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JZMFJTY0L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41zbDVJlEhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JZMFJTY0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ogimNeB3L.jpg']",Boys Clothing
"Wrangler Big Boys' Original ProRodeo Jean, Prewashed Indigo","Clothing, Shoes & Jewelry
Boys
Clothing
Jeans","The Wrangler Cowboy Cut jean is a Western Wear icon and this Boys' version is no different.  The original 13MWZ was made by cowboys for cowboys in 1947, and is still the jean of choice for real cowboys and working men of the West today.  The Cowboy Cut jean was built to the detailed specifications of top rodeo athletes with features designed specifically for riding including heavyweight denims, broken twill weave to prevent twisted legs, rivets on all pockets, cut to fit over boots, strong double outseams and higher positioned back pockets.  The 13MWZ is the only jean endorsed by the Professional Rodeo Cowboys Association.",B0009DQOHQ,"['https://images-na.ssl-images-amazon.com/images/I/41s9yIh7aBL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M7x5rMdkL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41s9yIh7aBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M7x5rMdkL.jpg']",Boys Clothing
"Wrangler Big Boys' Original ProRodeo Jean, Stonebleach","Clothing, Shoes & Jewelry
Boys
Clothing
Jeans","The Wrangler Cowboy Cut jean is a Western Wear icon and this Boys' version is no different.  The original 13MWZ was made by cowboys for cowboys in 1947, and is still the jean of choice for real cowboys and working men of the West today.  The Cowboy Cut jean was built to the detailed specifications of top rodeo athletes with features designed specifically for riding including heavyweight denims, broken twill weave to prevent twisted legs, rivets on all pockets, cut to fit over boots, strong double outseams and higher positioned back pockets.  The 13MWZ is the only jean endorsed by the Professional Rodeo Cowboys Association.",B0009DOHDO,"['https://images-na.ssl-images-amazon.com/images/I/41vzlRLXcBL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SP1CPS0PL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41vzlRLXcBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SP1CPS0PL.jpg']",Boys Clothing
Fruit of the Loom Unisex-child Cotton T-Shirt,"100% Cotton
Imported
100% cotton preshrunk jersey; Ash is 98/2% cotton/poly;
Athletic Heather is 90/10 cotton poly; Black Heather 50/50 cotton/poly
Neons, Retro Heathers & Safety Colors are 50/50 cotton/poly
shoulder-to-shoulder tape; double-needle coverstitched front neck
double-needle stitched sleeves and bottom hem
Shipping Weight:
                    
1 pounds (View shipping rates and policies)",Made of 100% cotton preshrunk jersey. Double-needle coverstitched front neck. Shoulder-to-shoulder tape. High-density fabric for exceptional printing clarity.,B0009G68BA,"['https://images-na.ssl-images-amazon.com/images/I/41PlYZabB6L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31eFlSpEm0L._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41PlYZabB6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31eFlSpEm0L.jpg']",Boys Clothing
Fruit of the Loom Unisex-child Cotton T-Shirt,"Clothing, Shoes & Jewelry
Boys
Clothing
Tops & Tees
Tees
Select Size to see the return policy for the item",Made of 100% cotton preshrunk jersey. Double-needle coverstitched front neck. Shoulder-to-shoulder tape. High-density fabric for exceptional printing clarity.,B0009G85IO,"['https://images-na.ssl-images-amazon.com/images/I/41zHK9DYW6L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WrAMu3rcL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41zHK9DYW6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WrAMu3rcL.jpg']",Boys Clothing
