asin,title,summary
B0000C9ZCC,"Skagen Women's Quartz Stainless Steel Dress Watch, Color:Multicolour (Model: 240SGX)","Two-toned stainless steel quartz watch with silver dial, date function, and 30M water resistance."
B0000C9ZC4,"Skagen Women's Quartz Stainless Steel Dress Watch, Color:Multicolour (Model: 233SGSC)","Skagen watch with a small brushed stainless steel case, silver dial, gold indicators, and a stainless steel mesh band. Features quartz movement, mineral crystal, 28 mm case diameter, and is water resistant to 99 feet (30 M)."
B0000CA101,Lois Hill Women's Swiss Quartz Stainless Steel and Sterling Silver Dress Watch(Model: 9385-9121-09),"A unique timepiece blending Asian and old English design, featuring a hand-crafted sterling silver link-style bracelet with paisley-like filigree and a shimmery teal dial encased in polished sterling silver. Swiss-made with precise quartz movement, it boasts luminous hands and a 3 ATM water resistance."
B0000CARF1,"Kenneth Cole New York Women's Quartz Stainless Steel Casual Watch, Color:Silver-Toned (Model: KC4333)","Kenneth Cole bracelet-style watch with glacier blue dial and Japanese quartz movement. Features include luminous hands, butterfly clasp, stainless steel construction, and water resistance up to 99 feet. Limited lifetime warranty excludes normal wear and tear, battery, case, crystal, strap, malfunctions, and deterioration from accidents or negligence."
B0000TEXDG,Timex Women's T00917 Classic Silver-Tone Expansion Watch,"Timex women's watch with expansion strap features Quartz movement and strong mineral crystal protected dial. Includes a 1-year warranty from Timex and optional SquareTrade Protection Plan for mechanical and electrical failures, with free repairs, no deductibles, and 24/7 support."
B0000TIIEQ,Timex Women's T26701 Classic Brown Leather Strap Watch,"One-year warranty for Timex T26701 women's watch with quartz movement, round gold-tone stainless steel case, silver dial with gold-tone Arabic numerals, and brown leather strap."
B0000TIINM,Timex Women's T29082 Classic Gold-Tone Expansion Band Watch,"Timex women's T29082 watch features a two-tone stainless steel band, silver watch case, white dial with gold-tone Arabic numerals and baton hands, and a one-year warranty (excluding battery, crystal, band, and strap)."
B0000TII8C,Timex Women's T21882 Classic Cavatina Expansion Stainless Steel Bracelet Watch,"Timex T21882 women's watch with gold-tone case, champagne dial, full Arabic numerals, baton hands, quartz movement, mineral crystal, and expansion band, backed by a one-year limited warranty."
B0000TIIZ0,Timex Women's T47042 Expedition Metal Field Olive/Brown Leather Strap Watch,"Stylish, rugged Timex Expedition Metal Field watch for active lifestyles features:
- Durable stainless steel case
- Greenish dial with Arabic numerals and luminous hands
- 8-year battery life
- Water-resistant to 165 feet (50 meters)
- Brown genuine leather strap
- Indiglo night-light"
B0000TIIIW,Timex Women's T28412 Expansion Band Digital Watch,"Two-tone stainless steel digital Timex watch with chronograph, alarm, timer, month, day, and date display, Indiglo night-light, 4-year battery life, water resistance to 30 meters, and an expansion bracelet."
B0000TIJ6S,Timex Unisex T48021 Expedition Classic Digital Outdoor Performance Chrono Alarm Timer Watch,"Timex watch with quartz movement and mineral crystal protection, offering a one-year limited warranty on manufacturing defects (US customers only)."
B0000TII8M,Timex Cavatina Expansion Band Watch,"Classic Cavatina watch offers feminine elegance with a brushed silver-tone band, polished silver-tone case, and white oval dial with full Arabic numerals. It features quartz movement and is not water-resistant. Protection plans are available."
B0000TIIPK,Timex Porter Street Watch,"Classic Timex watch features a round silver case with white dial, Arabic numerals, 10-year battery, water resistance to 165 feet, date display, Quick Date function, Indiglo night-light, mineral crystal, leather strap, and brushed and polished finish."
B0000TQIIY,Timex Women's T19822 Watch,"Timex Women's Watch with one-year warranty, gold-tone stainless steel, mother-of-pearl dial, link bracelet band (self-adjustable with removable links)."
B0000TQKVY,Timex Women's T23251 Classic WatchBlack Strap,"Stylish Timex ladies' watch with round silver case, gold-tone bezel, black dial with gold accents, and black leather strap. One-year manufacturer's warranty plus extended protection plan covering defects and damages, with repairs or replacements and 24/7 support."
B0000TQKCI,Timex Women's T21932 Classic Swarovski Crystal Accented Watch,"A Timex women's watch with a stainless steel case, gold-tone accents, and a durable mineral crystal. It features a gold dial with crystal hour indexes and is powered by analog-quartz movement."
B0000UIXWW,Timex Women's T16091 Classic Gold-Tone Leather Strap Watch,"Timex watch comes with a one-year warranty from the manufacturer and features a quartz movement, mineral crystal dial protection, and a date window at 3 o'clock."
B0000V9M1C,Pulsar Women's Expansion Bracelet watch #PPH517,"Stainless steel quartz watch with a black dial, water resistance, and stainless steel case and bracelet."
B0000V9QG8,Seiko Women's Le Grand Collection watch #SWB026,"Classic women's watch with gold plate, stainless steel construction, white dial, date calendar, link bracelet, scratch-resistant crystal, quartz movement, and 30-meter water resistance."
B0000V9RH6,Seiko Clearance Sale SZZC12 15 Steel Bracelet & Case Women's Quartz Watch,"Two-tone stainless steel watch with white dial, quartz movement, and water resistance."
B0000V9M8A,Pulsar Ladies Watch PRYB02,"Gold-tone stainless steel watch with white dial, diamond marker at 12, and quartz movement. Water-resistant."
B0000VA2B6,Victorinox Women's 24022 Alliance Steel Watch,"Sophisticated Victorinox Alliance watch featuring a midnight blue dial, mother-of-pearl moon, and diamond accent. Crafted with stainless steel, sapphire crystal, and quartz movement, it's water-resistant to 100 meters and comes with a display case."
B0000YBMNK,Kenneth Cole New York Women's Quartz Stainless Steel and Leather Dress Watch(Model: KC2200),"Kenneth Cole watches offer a limited lifetime warranty excluding wear, abuse, and malfunctions. The company's founder, Kenneth Cole, is known for his fashion designs, marketing savvy, and philanthropic efforts."
B0000YBMMQ,Kenneth Cole New York Women's Quartz Stainless Steel and Leather Dress Watch(Model: KC2141),"Elegant Kenneth Cole watch featuring a stainless steel square bezel, silvery-white dial, and black leather band with gold highlights. Japan quartz movement, water-resistant to 99 feet."
B0000YWSLA,Reaction Quartz Brass and Leather Sport Watch(Model: RK5035),"Futuristic stainless steel digital watch by Kenneth Cole Reaction featuring time, calendar, and second modes on a wide leather band. Water resistant, durable, and backed by the Reaction collection's urban and stylish aesthetic."
B0000Z7J04,Fossil Women's Blue watch #AM3573,"Fossil watches offer a range of styles (sports, casual, fashion) at affordable prices ($50-$150). The brand has been a leading watch manufacturer since 1984 and is known for its distinctive designs."
B00013UP8I,Swatch Ladies Watches SFK119 - WW,"Swiss-made Swatch Ladies watch features a frosted plastic case and strap with a silver dial, Swiss quartz movement, and 30-meter water resistance. Case diameter: 34mm, Thickness: 3.9mm."
B000153MWW,Fossil Wrist Net Smart Watch for MSN Direct (FX3001),"Wrist Net Smart Watch with MSN Direct:
Provides wireless updates on news, stocks, weather, appointments, and more.
Features customizable watch faces and data channels.
Automatically adjusts time and updates content when traveling in MSN Direct coverage areas.
Rechargeable battery lasts 3-7 days per charge.
Requires subscription to MSN Direct for full functionality."
B00016W96Q,Seiko Diamond Dial SXJS70,"Two-tone watch with gold dot markers on a diamond black dial, featuring a case and bracelet made from a combination of metals."
B0001HIT0K,Skagen Women's Quartz Stainless Steel and Leather Dress Watch(Model: 433SSLC),"Stylish slim ladies watch featuring a stainless steel case, leather band, chrome dial, and quartz movement. Water-resistant up to 99 feet."
B0001HIT1Y,Skagen Women's 355SGSC Ancher Quartz 3 Hand Date Stainless Steel Silver Watch,"Women's stainless steel mesh watch with slim design and two-tone accents featuring a quartz movement, mineral crystal, 26mm case, date function, and water resistance up to 99 feet."
B0001HIT0U,Skagen Women's Quartz Titanium and Stainless Steel Dress Watch(Model: 233STMB),"Skagen's black titanium watch features a 28 mm titanium case, mineral crystal, quartz movement, and slim black mesh band. Water resistant to splashes."
B0001HIT0A,"Skagen Women's Quartz Stainless Steel and Leather Dress Watch, Color:Black (Model: 433SSLB)","Slim stainless steel women's watch with leather band, black dial with red sub second hand, and chrome indicators. Quartz movement, mineral crystal, 28mm case diameter, and water resistance to 99 feet for everyday wear."
B0001HIT1O,Skagen Women's 355LGSC Ancher Stainless Steel Mesh Watch,"Men's stainless steel mesh watch featuring a slim design, two-toned indicators, date function, quartz movement, 36mm case, and water resistance to 99 feet."
B0001HIT1E,"Skagen Women's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: 490SMMB)","Elegant ladies' black tie watch with rectangular black stainless steel case, crystal indicators, and integrated mesh band. Quartz movement, mineral crystal, 14mm case diameter. Water resistant to 99 feet for light water resistance."
B0001MLMKY,Swatch Women's GB743 Once Again Black Plastic Watch,"Round black Swatch watch with easy-to-read white dial, 33 mm plastic case, plastic band with buckle closure, quartz movement, and water resistance to 30 m."
B0001W8EYQ,Armitron Women's 752345 NOW Diamond Accented Two-Tone Dress Watch,"Two-tone diamond accented dress watch with a silver dial, gold-tone accents, and Japanese quartz movement."
B0001WAPFM,Victorinox Swisscard Lite Replacement Battery,"Victorinox Swiss Army knife: A renowned brand, known for its reliability, functionality, quality, and versatility. Made in Switzerland, these compact and sturdy tools excel in adventure, exploration, and everyday use, complementing the lives of their customers."
B0001WLV1E,Pedre Women's 0231SX,"Pedre's classic watch boasts precision Japanese quartz movement, a scratch-resistant crystal, and a 2-Year Warranty. Its 33mm case diameter is adorned with a stylish grosgrain strap backed by genuine leather. The included SquareTrade Protection Plan provides coverage for mechanical and electrical failures, with fast repairs, 24/7 support, and a hassle-free warranty."
B0001YH8H8,2001 Swatch Watch Standard Persian World GO103,"2001 Swatch Standard Persian World watch with 34mm case, textile over leather band, water resistance to 30m. Includes plastic box and instructions."
B0001ZUVAI,Swatch Women's LB153 Something New Black Plastic Watch,"Water-resistant Swatch watch with a 31.40mm black plastic case, round white dial with Arabic hour markers and luminous hands, and a smooth silicone band with buckle closure."
B00020J0OK,Timex Women's T23691 Watch,"Timex T23691 women's watch features a round silver case, blue dial, Arabic numerals, luminous hands, date display, Quick Date function, 50m water resistance, and Indiglo night-light."
B00020J0UE,Timex Women's T26941 Classic Two-Tone Bracelet Watch,"Timex T26941 women's watch, featuring two-tone stainless steel bracelet, silver-white dial with gold accents, and one-year manufacturer's warranty. SquareTrade Protection Plan provides extended coverage for defects, including movement failures, cracked crystal, and bezel damage, with a deductible- and fee-free claims process."
B00020J068,Carriage Women's C7A261 Gold-Tone Round Case White Dial Two-Tone Stainless Steel Expansion Band Watch,"Timex Carriage Women's Two-Tone Watch with round white dial, polished gold-tone case and bezel, and an intricate two-tone stainless steel expansion band. Featuring quartz movement, mineral crystal window, and 99-foot water resistance."
B00020J05O,Carriage Women's C7A241 Silver-Tone Round Case White Dial Silver-Tone Stainless Steel Expansion Band Watch,"Timex Carriage Women's Silver Tone Watch: Easy-to-read white dial, intricate expansion band, polished finish, reliable quartz movement, durable mineral crystal, water-resistant (99 feet)."
B00020J0XG,Timex Women's T29151 Watch,"Timex T29151: Stainless steel watch with an oval-shaped case, silvery white sunray dial, leather strap, and quartz movement (1-year warranty)."
B00020J03Q,Carriage Women's C56291 Glod-Tone Round Case White Dial Small Two-Tone Stainless Steel Expansion Band Watch,"Timex Carriage Women's Two-Tone Round Case White Dial watch features a two-tone bracelet, silver-tone case with gold-tone bezel, white dial with black Arabic numerals, polished stainless steel expansion band, analog display, and quartz movement."
B00020J054,Carriage Women's C7A211 Silver-Tone Round Case White Dial Black Croco Strap Watch,"Women's silver-tone watch with a black crocodile leather strap. Features a round white dial with black Arabic numerals, quartz movement, mineral crystal window, and water resistance to 30 meters."
B00021C41A,Seiko Women's SWL001 Braille Black Leather Strap Watch,"Silver-tone Seiko Braille watch: 24mm metal case with hinged acrylic crystal, black dial with raised markers, black leather strap, Japanese quartz movement, 27.3mm case diameter, water-resistant to 99 feet."
B00021CLUY,Timex T78401 Kids Purple Time Teacher Flowers Watch,"Fun Timex Time Teacher watch with annotated dial and hands to teach children how to tell time, featuring a durable floral design and elastic band."
B00022AM0E,Tissot Women's T031.210.33.053.00 Ballade III Polished Gold Stainless-Steel Case Black Dial Watch,"Tissot Women's Ballade watch features a 28mm gold-plated stainless steel case with a black dial, Roman numeral hour markers, a date display window, and a quartz movement. Its gold-plated bracelet has a deployment clasp and the watch is water-resistant up to 99 feet."
B00024CDF4,"Skagen Quartz Stainless Steel and Leather Dress Watch, Color:Black (Model: 286LSLW)","Slim stainless steel case watch with mineral crystal, quartz movement, dual timekeeping, and black leather strap, water-resistant up to 100 feet."
B00024WAJI,14mm Antique Croco Grain Ladies Watch Band By Timex Long,"Stylish replacement watch band, ensuring comfortable wear with its padded and stitched design. Includes free spring bars for easy installation."
B00024WARA,12mm Timex Ladies Padded Oil Leather Stitched Brown Long Watch Band,"Stylish watch band with padded stitched design for comfort, 12mm lug end, 7.75 inches in length, gold-tone buckle, 10mm buckle size, and free spring bars included."
B00024WAK2,Voguestrap TX16G13 Allstrap 16mm Black Regular-Length Fits Casio Sport and Diver Watchband,"Allstrap 16mm wide polyurethane replacement watchband in black, fits Timex, Casio, Seiko, Tissot, Citizen, U.S. Polo, Stuhrling, and Nautica watches."
B00024WAPW,Voguestrap TX16G14 Allstrap 16mm Black Regular-Length Fits Casio G-Shock and Tri-Graph Watchband,"16mm wide replacement watchband in black polyurethane, compatible with Casio Trigraph, Gshock, and major brand watches with 16mm lug width."
B00024WBTW,Voguestrap TX41718BN Allstrap 18mm Brown Regular-Length Distressed Leather Watchband,"Classic brown leather watch band (18mm) with stainless steel buckles. Durable with genuine leather top and lining, includes spring bars for easy installation. Fits 18mm watches from various brands."
B00024WC6Y,Voguestrap TX48314BN Allstrap 14mm Brown Regular-Length Padded Genuine Calf Watchband,"Replacement watchband in brown calfskin with 14mm width, fits various brands including Timex, Casio, Seiko, Tissot, Citizen, and Nautica."
B00024WC5K,18mm Timex Honey Brown Genuine Pigskin Watch Band Regular,"Stylish 18mm band with padded stitched design, comfortable wear, gold tone buckle, 8 inches long, buckle size 16mm, spring bars included."
B00024WC64,Voguestrap TX48312BK Allstrap 12mm Black Regular-Length Padded Genuine Calf Watchband,"Replacement 12mm black calfskin watchband fits all major watch brands (Timex, Casio, Seiko, Tissot, Citizen, U.S. Polo, Stuhrling, Nautica)."
B00024WB2O,Voguestrap TX244661 Allstrap 18mm Brown Regular-Length Fits Expedition Water Resist Watchband,"Replacement calfskin watchband fits all major brand watches with an 18mm band width, available in brown."
B00024WL7Y,Voguestrap TX865T Allstrap 10-14mm Two-Tone Long-Length Ladies Wide Expansion Watchband,"Two-tone, gold and silver stainless-steel replacement watchband fits most major brands with 10mm band width, including Timex, Casio, Seiko, Tissot, Citizen, U.S. Polo, Stuhrling, and Nautica watches."
B00024WL74,2 PIECE 16MM BLACK IRONMAN TRIATHLON 30 LAP FAST WRAP HOOK LOOP WATCH BAND STRAP,2-pack 16mm Timex Ironman watch bands
B00024WL8S,Timex Fast Wrap 16-20mm Expedition Band,"Tan nylon/velcro watch band with brown leather accents, suitable for watches with 16-20mm band width."
B00024WLD8,Voguestrap TX977761L Allstrap 16-20mm Black Long-Length Fits Fast-Wrap-Expedition Watchband,"Adjustable, durable nylon watch band in black, fits watches with 16-20mm lugs, water-resistant and suitable for various activities."
B00024WLAQ,Voguestrap TX885141 Allstrap 16-20mm Black Adjustable-Length Fast-Wrap Fits Ironman Watchband,Adjustable 16mm wide black nylon replacement watchband for Ironman and other major brand watches with 16mm strap width.
B00024WBUG,Voguestrap TX41720BN Allstrap 20mm Brown Regular-Length Distressed Leather Watchband,"20mm Brown Distressed Calfskin Watchband for Timex, Casio, Seiko, Tissot, Citizen, U.S. Polo, Stuhrling, and Nautica Watches"
B00024WC78,Voguestrap TX48316BK Allstrap 16mm Black Regular-Length Padded Genuine Calf Watchband,"Timeless, classic black padded genuine calfskin watchband with stainless steel buckles. Durable, comfortable, and secure. Fits 16mm watches from various brands including Timex, Casio, and Seiko."
B00024WASO,Voguestrap TX18G1 Allstrap 18mm Black Regular-Length Fits Casio G-Shock Watchband,"Replaceable watchband with a width of 18 mm, made of polyurethane in black. Compatible with various watch brands."
B00026WAFU,Tissot Women's T34228331 Pr-50 Silver Dial Automatic Stainless Steel Watch,"Tissot women's watch with stainless steel case and band, sapphire crystal, automatic movement, and water resistance up to 30 meters."
B0002764JW,Nike WR0050-025,"Stainless steel and polyurethane watch with quartz movement, mineral glass crystal, and 50-meter water resistance."
B0002768G6,Casio Women's Dress watch #LTP1094E7B,"Stainless steel case, leather band watch with white analog dial, quartz movement, measures 3.9"" in diameter, and weighs 2.88 ounces."
B000276488,Colibri Heart Pendent CZ Stones Watch Locket With Chain Keepsake Box PWD020003,"Crystalline heart-shaped watch pendant with gold chain, presented in a wooden heart box, featuring a mother-of-pearl dial and crystal embellishments."
B00028WIB4,Casio LTP1130N-9B,"Casio LTP-1130N-9B watch features a gold-plated steel bracelet, case, and mineral crystal, with a Japan Quartz movement. It is water resistant up to 3 ATM (30 meters)."
B00028WMCE,Invicta Women's 1033 Wildflower Gold Leather 18k Gold-Plated Stainless Steel Watch,"Invicta Wildflower Gold Watch: Swiss quartz, flame-fusion crystal, gold-plated stainless steel, white mother-of-pearl dial, gold leather strap, 330-foot water resistance."
B0002917TW,12mm Nylon Watch Band,"Nylon watch band with leather accent, slip-through closure, dimensions 4.5"" H x 1.63"" W x 0.13"" D, weight 0.5 lb."
B00029R5H0,Voguestrap TX044371 Allstrap 10-14mm Black Adjustable-Length Fits Rush Fastwrap Watchband,"Durable, water-resistant nylon and resin watch band with Velcro clasp, adjustable from 10-14mm, suitable for various sports watches from Timex, Casio, Seiko, and more."
B0002B9D1O,Pulsar Women's Bracelet watch #PTA208,"Gold-tone stainless steel watch with gold dial, quartz movement, and water resistance."
B0002EK6VC,"Skagen Women's Quartz Stainless Steel and Leather Casual Watch, Color:Pink (Model: 228SSLPMP)","Pink Skagen watch for women with a mother-of-pearl dial, 21mm square case, Japanese quartz movement, mineral crystal, water resistance up to 99 feet, and a light pink pearlized napa leather strap with white stitching."
B0002FCBYG,Swatch Swiss BUNNysutra Unisex Watch - STGK101,"2-Hand Analog Watch with Glowing Hands and Hour Markers. Rotating Dial Displays Different Rabbit Positions. Transparent Case and Resin Band with Rabbit Pattern. Swiss Movement, Water Resistant, Scratch-Resistant Mineral Crystal."
B0002FQH5K,Raymond Weil Women's 9641-ST-97081 Parsifal Stainless Steel Case & Bracelet Mother-Of-Pearl Diamond Dial Watch,"Founded in 1976, Raymond Weil is a Swiss watchmaker known for elegant and innovative timepieces inspired by musical masterpieces, featuring Swiss quartz movement, antireflective sapphire crystal, and a focus on creativity and attention to detail."
B0002FQD0E,New Sterling Silver Marcasite Butterfly Watch Bracelet,"7.5"" genuine marcasite bracelet with fold-over clasp, Roman numeral face, and quartz movement with stainless steel back. Marked .925 and weighs approximately 23 grams."
B0002M9RI2,Timex Women's T23731 Classic Blue Dial Two-Tone Stainless Steel Watch,"Timex Women's Classic Two-Tone Blue Dial Watch features a stainless steel case, gold-tone bezel, blue dial with gold-tone markers, quartz movement, date calendar, and water resistance to 165 feet."
B0002M9S86,Timex Women's T2C221 Expansion Band Watch,"Timex women's watch with silver-tone stainless steel case and expansion band, 24mm case diameter, mineral crystal, analog quartz movement. Warranted for one year against defects in manufacture (excludes battery, crystal, band/strap)."
B0002M9RW8,Timex Women's T26291 Expansion Band Watch,"Timex T26291 women's watch features a gold-tone stainless steel case, white dial, and expansion band. Covered by a 1-year limited warranty for defects in manufacture by Timex Corporation."
B0002M9S5E,Timex Women's Watch T2B721,"Ladies' Timex casual watch with a silver dial, 24 MM case, and a package size of 3.5 x 2.8 x 2.6 inches."
B0002M9S36,Timex Women's T2B471 Watch,"Timex T2B471 women's watch with silver stainless steel rectangular case, white dial with Arabic numerals and stick hands, wide red genuine leather band with crocodile texture, and one-year limited warranty (excluding battery, crystal, band, and strap)."
B0002M9T3K,Timex Women's T5D891 Ironman Triathlon 30-Lap Traditional Watch,"Timex T5D891 Ironman Triathlon watch offers sports training features (30-lap memory, 100-hour chronograph, countdown timer), daily/weekday/weekend alarms, two time zones, water resistance (100 meters), and Indiglo night-light illumination."
B0002M9S90,Timex Women's T2C241 Watch,"Timex T2C241 women's watch with silver-tone stainless steel case and black leather strap features a quartz movement, white dial with mixed markings, and a mineral crystal. Limited 1-year warranty."
B0002OUT14,Firenze Millefiori Gold-Tone Bangle Watch - White Dial [Watch],"Murano Millefiori handmade watch with gold-tone case and bracelet, Miyota 2035 movement, adjustable wristband (5.5""-7""), nickel-free, 1-year warranty, unique face patterns, gift packaging included."
B0002OUAM2,Voguestrap TX921W Allstrap 15-19mm Silver Long-Length Tapered Expansion Watchband,"Stylish and durable Comfort Strap watch band crafted from stainless steel with a tapered design, available in silver or other plating options and finishes. Features an expansion clasp for adjustable comfort and easily fits watches with a 15mm band size."
B0002RIIZU,Charles-Hubert - HUB6691,"Stainless steel watch with quartz movement, Roman numerals, and 30-meter water resistance."
B0002RX0BC,Caravelle by Bulova Women's 43L62 Swarovski Crystal Accented Silver and White Dial Watch,"Crystalline bangle-style watch with a sleek silver-tone case and bracelet, white dial, Swarovski crystal accents, Japanese quartz movement, and water resistance to 30 meters."
B0002RX0GC,Caravelle by Bulova Women's 45L79 Crystal Accented Silver and White Dial Watch,"Caravelle women's watch with sparkling Swarovski crystals, gold-toned stainless steel bracelet with crystals, Japanese quartz movement, mineral crystal window, and water resistance to 99 feet."
B0002TQ7CE,Timex Women's T20423 Easy Reader Expansion Band Watch,"Timex Women's Easy Reader Expansion Band Watch features a white dial with Arabic numerals, a stainless steel case with a gold-tone bezel, a gold-tone stainless-steel expansion band for a comfortable fit, a durable mineral window, and water resistance to 99 feet."
B0002UD42O,Skagen Women's Quartz Stainless Steel Dress Watch(Model: 233XSGG),"Skagen's women's watch features a 25mm gold-infused stainless steel case with a mesh band, a mother-of-pearl dial with gold-tone accents, Japanese quartz movement, adjustable band, and 3 ATM water resistance."
B0002UD52S,"Skagen Women's Quartz Stainless Steel and Leather Casual Watch, Color:Pink",Ladies' timepiece featuring a shiny stainless steel case and genuine mother of pearl dial with pink Italian leather strap and Japanese quartz movement. Water-resistant to 99 feet.
B0002UD438,Skagen Women's 233XSSS Grenen Stainless Steel Mesh Watch,"Mid-sized women's Skagen watch featuring a stainless steel case and mesh band, mother-of-pearl dial, Japanese quartz movement, and 3 ATM water resistance."
B0002UD532,"Skagen Women's Quartz Stainless Steel and Leather Casual Watch, Color:White","Skagen Studio Ladies' Timepiece:
- Shiny stainless steel construction
- White dial with steel numerals and slashes
- Japanese quartz movement
- White Italian leather band with white stitching
- 3 ATM water resistance (rain and splash-proof)
- Compact 28mm case diameter"
B0002UD55K,"Skagen Women's Quartz Stainless Steel and Leather Dress Watch, Color:Pink (Model: 557SSLLP)","Skagen's Studio Collection timepiece features: stainless steel construction, mother-of-pearl dial, crystal hour markers, chronograph, pink leather band, date function, Japanese quartz movement, and 3 ATM water resistance."
B0002V2VGI,Timex Women's T26751 Cavatina Classic Gold-Tone Expansion Band Watch,"Flexible gold-tone expansion band watch with mineral crystal dial cover, black dial face, gold-tone Arabic numerals, and quartz movement. Water-resistant up to 99 feet. Case diameter: 19 mm. Package dimensions: 3.1 x 3 x 2.7 inches. Shipping weight: 2.4 ounces."
B0002V5W82,GUESS Stainless Steel Bracelet Watch - Black D,"Women's Swarovski Crystal Watch with stainless steel case and bracelet, removable links, Japanese movement, and 10-year warranty."
B0002W2Z5O,Tissot Ladies Watches Desire Mini T52.5.281.21 - WW,"Gold-plated stainless steel watch with 24mm case, 6mm thickness, scratch-resistant sapphire crystal, gold dial with date display, quartz movement, and water resistance to 30 meters."
B0002W5OFC,Guess Women's Watch G50322L,"Polished gold-tone stainless steel dress watch with a champagne textured dial, quartz movement, genuine leather band, and 30M water resistance."
B0002YBB1Q,Tommy Bahama Women's TB2049 Silver Cruise Watch,"Tommy Bahama's island-inspired watch features a coconut cream dial with palm tree motif, sterling silver case, mineral crystal, and Swiss quartz movement. Water-resistant to 99 feet, it comes with a limited lifetime warranty (excluding normal wear, battery, case, crystal, and strap)."
B0002ZV1PQ,1995 Swatch Watch Graphickers GK208. Designed By Tachibana.,"New 1995 Swatch Graphickers GK208 designed by Tachibana: 33mm diameter case, water-resistant up to 30 meters."
B0002ZV1RY,1996 Swatch Watch Standard Lens Heaven GK214,"New unworn 1996 Swatch Heaven GK214 watch with new battery, water resistant to 30 meters and shock proof with Swiss Quartz movement."
B00005RE2T,"Kenneth Cole REACTION Women's Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: KC4232)","Kenneth Cole ladies' stainless steel watch with Japanese quartz movement, shimmering silver dial, polished and brushed bracelet, luminous hands, water resistance to 99 feet (30 M), and limited lifetime warranty (excludes battery, case, and abuse)."
