asin,title,summary
B000KEJWUK,Mulberribush - Little Girls' Ultra Suede Pull on Skirt,"Mulberribush girls' ultra-suede pull-on skirt in tobacco color, featuring full elastic waistband with drawstring, pouch pocket, and long length."
B000KEPJKC,Mulberribush - Big Girls' Rayon Pants,"Girls' rayon pants with full elastic waist, drawstring, full leg, hidden side pockets, vines print. Machine washable, line dry."
B000KGIGAA,Under Armour Girls' Blurred Stripe Cropped Logo Tee,"Under Armour's Blurred Stripe Cropped Logo Tee is a comfortable, V-neck tee made from a blend of cotton, polyester, and spandex. It features a shimmer print and machine-washable design."
B000KGOSR0,adidas Girls' Zip Jacket and Pant Set,"Adidas jogger tracksuit with drop-shoulder jacket featuring dazzle stripes and contrast facing, paired with elastic-waist pants with side stripes."
B000KIH7IK,Under Armour Girls’ Big Logo T-Shirt,"Under Armour Glitter Logo Short Sleeve T-shirt: 100% Polyester, anti-odor technology, moisture-wicking, machine washable."
B000KL3HMM,Premium Silk Cashmere Neck Scarf with Silk Lining - 6 Colors - Mens,"Soft and warm scarf made from a luxurious blend of silk and cashmere, perfect for any age and gender. Features a reversible design with a silk pashmina side and a pure silk lining, measures 6"" x 40"", has handmade fringes, and is easily washable. Comes in six classic colors and makes an excellent gift."
B000KSRCG2,Kidorable Lotus Flower Child's Raincoat,Stylish and practical Kidorable Lotus Rain Coat features PVC construction for waterproof protection and a fully polyester lining for warmth.
B000LFQSDW,Carhartt Girls' Reversible Camo Zip Sweatshirt,"Reversible hooded zip-front sweatshirt with pouch pockets inside and outside, featuring Carhartt logo screen print and woven brand labels."
B000LG9T1O,"The North Face Girls Denali Fleece Jacket (Black, Medium)","Warm and stylish North Face girls' Denali fleece jacket features a zip-front closure, reinforced protection zones, embroidered logos, zip hand pockets, and elastic binding at cuffs and hem. Provides optimal insulation and comfort."
B000M30LMW,Under Armour Girls' Active Hoodie and Legging Set,"Under Armour girls' set featuring a Chain Grid print hoodie with side pockets and stretch waist leggings with side print. Made from breathable and stretchy materials (87% Polyester, 13% Spandex for hoodie; 92% Polyester, 8% Spandex for leggings)."
B000MC1NWK,Kid Collection Girls Matte Satin Regal Puff Flower Girl Floor Length Dress,"Stunning regal puff dress with mock off-shoulder design, contrasting sash waist band with detachable flower bow, and unique puffy satin skirt. Made in USA from 70% polyester and 30% acetate. Hand wash."
B000MOOJCY,Kid Collection Girls New Organza Tiered Flower Girl Dress,"Stunning girls' organza tiered dress with a satin bodice, sequined embellished waistline, detachable bow, zipper closure, and tie sash. Handcrafted in the USA, made with a blend of polyester and acetate. Hand wash only."
B000MVIK0Y,PJ & Me - Big Girls' Short Sleeved Long Leg Pajamas,"Girls' pink cap-sleeve pajamas feature princess graphic, ruffled sleeves, mesh overlay pants with textured dots, and flame-resistant fabric."
B000NWHAB2,Kate Spade New York Kids Womens Bow Back Coat (Toddler/Little Kids),"Kate Spade Kids' Double-Breasted Bow Back Coat: pointed collar, long sleeves, princess seams, signature back bow, 53% polyester/47% wool shell, 100% polyester lining, hand wash or dry clean."
B000O73A7O,Marmot Girls' Montreaux Coat (Little Big Kids),"City-inspired full-length down coat with toasty and cozy features including a hood with removable fur, wind flap, and brushed tricot lining for warmth and comfort."
B000OOH3ZW,French Toast Spring/Summer Toddler Girls 2 pc. White Top Embroidered Denim Skooter Skirt Set,"**Summary:**

Delightful ""Skooter Set"" includes a cotton gauze shirt with crochet strap and elastic blousing, and a black denim skooter with embroidered flowers, four pockets, and an elastic waist. Both items are machine washable."
B000OQL8DI,Hanes Girls' Hipster Multipack,"Assorted pack of hipster-style cotton underwear with elastic waistbands and no tags, featuring various colors and prints."
B000P5TC6I,i play. Girls Fun Print Bikini,Ruffled two-piece bikini with absorbent swim diaper and matching top with crossed straps. Available in 4 sizes and 6 prints. Machine washable and dryable.
B000P8AK3Y,Amy Byer Big Girls' Fuzzy Sweater and Matching Scarf Set,Two-piece holiday set featuring a fuzzy sweater with high-low hem and a coordinating scarf with sequin stripes. Made from 100% Polyester and imported. Machine washable.
B000PJYLM4,KID Collection Girls' Cinderella Tulle Flower Girl Dress,"Pink satin tea-length gown for girls, adorned with lace, tulle, and faux pearls. Features a matte satin bodice, waist embellishments, and a triple-layer tulle skirt. Fully lined and available in sizes 1-12."
B000PKDPVQ,Amy Byer Big Girls' Print Chiffon Tank with Hemline,"Sleeveless chiffon flyaway top with attached tank, includes necklace. 100% polyester, machine washable."
B000PKIR4G,Amy Byer Big Girls' Chiffon Tank with Hemline,"Sleeveless, solid chiffon 2-piece flyaway top with an attached tank and included necklace. Made of 100% Polyester and machine washable."
B000Q0EXQQ,Rare Editions Little Girls' Three Tier Legging Set,"Stretch velvet top with a three-tier crinkle skirt and velvet bow, paired with solid knit leggings."
B000Q8H284,New ICM Girls Tea Length Slip White (ICM 506),"White tea-length half slip for girls with elastic waist for comfort and tiered, layered skirt for a fuller look under any dress or gown."
B000QFJXEI,Dream Apparel. - Little Girls Long Sleeved Nightgown,"Red toddler girls' nightgown featuring crushed panne fabric, shag fabric at neck and wrists, satin bow, flame resistance, and machine washability."
B000QFJXLG,Dream Apparel - Little Girls Long Sleeved Nightgown,"Toddler girls' nightgown in metallic pink with sheer mesh sleeves and overlay, decorated with a princess crown graphic, lace trim, and elastic at the wrists."
B000QIXWXS,Dickies Big Girls' Pleated Jumper,"Traditional V-neck tunic with knife pleats featuring stain-resistant, wrinkle-resistant 65% polyester, 35% cotton fabric, back zipper, welt pocket, and no exterior logo."
B000R91UL2,Cool Island - Little Girls Short Sleeved Tee,"Embroidered and graphic short-sleeved cotton tee inspired by western designs, featuring bright colors, whimsical embellishments, and durable quality for girls."
B000R95RQQ,COOL ISLAND Little Girls Cap Sleeved Tee - Lakshmi Shirt Hindu Goddess of Wealth & Prosperity,"Cap-sleeved girls' tee featuring 100% cotton construction, eyelets, trendy graphics, and durable fabrics, complemented by a 30-day money-back guarantee."
B000RE4RB2,Back From Bali Little Girls Leggings Cotton Ankle Length Ages 2-9,"High-quality, comfortable girls' leggings in various colors, crafted in Bali by local artisans, featuring a perfect fit and long ankle-length for full coverage."
B000RO5S1K,Derek Heart Girls' Big Loose Jogger W/Banded Bottom Rib Cuffs,"Loose, comfortable jogger made with 55% cotton and 45% polyester. Features a heather look, banded bottom rib cuff, and drawstring. Machine washable."
B000ROJCKI,"Tuga Girls Short Sleeve One Piece Swimsuit 3mos-7 years, UPF 50+ Sun Protection","Tuga Girls' ""Low Tide"" One-Piece Sunsuit provides UV protection up to UPF 50+, covering from above-the-elbow to above-the-knee, with features like front zipper, zipper flaps, and snap-on diaper access for sizes 3/6 to 2/3 years. Its skin-safe fabrics ensure comfort and safety for sensitive skin and block 98% of UVA and UVB rays."
B000ROO9BK,"Tuga Girls Long Sleeve One Piece Swimsuit 3mos - 7 years, UPF 50+ Sun Protection","TUGA girls' one-piece sunsuit offers excellent UPF 50+ UV protection, made with chemical-free fabrics for sensitive skin. Its zipper closure and snap fastenings for diaper changes ensure comfort and convenience for baby girls and toddlers up to 7 years."
B000RU665Q,Playshoes Kids Waterproof Reflective Zippered Raincoat,"Waterproof children's rain coat with reflective stripes for visibility, made from soft and lightweight polyurethane-coated polyester. Features include a zippered closure with removable hood, Velcro waist fasteners, and elastic wrist cuffs."
B000S02FKK,KATE MACK 2007 Spun Sugar Two Piece Ruffle Swimsuit,"Kate Mack ""Spun Sugar"" two-piece ruffle swimsuit with sequin details, camisole-style top, and over 20 designs to choose from. Made with high-quality materials (82% nylon, 18% spandex) and free shipping for qualified orders."
B000S27Z1C,Amy Byer Girls' Big Cozy with Layering Top and Necklace,"Attached stripe cozy with solid tank and necklace; 87% polyester, 12% rayon, 1% other fibers; made in USA and imported; machine washable."
B000S2BOPK,Disney Frozen Elsa Snow Queen Tutu Dress Large 10/12,"Compact item (9.4 x 7 x 1.8 inches, 0.32 ounces) with limited availability and unknown restocking time."
B000S6Q9Y2,Body Wrappers Footed Dance Tights,"Economical Body Wrappers tights in Supplex/Spandex, designed for dance classes and recitals. Includes footed tights in USA-made fabric featuring 88% Supplex and 12% Spandex for flexibility."
B000SDN8TY,Rare Editions Infant Toddler Girls New Ballet Slippers Pink with Blue Polka Dot Dress,"Halloween-themed dress with scalloped pattern, cat face applique, dotted bow, and ruffled hem. Made from 100% cotton and machine washable. U.S. sizing."
B000T7YOV0,Levi's Big Girls' Plus Size 517 Flare Jean,"Classic and trendy jeans with flare bottoms and adjustable waistband for comfort and growth, crafted from 99% cotton and 1% spandex."
B000T83PDC,Levi's Big Girls' 252 Stretch Flare Jean,"Levi's Girls Flare Jean features premium stretch denim, an adjustable waistband, classic washes, and authentic Levi's details for durability, comfort, and style."
B000UN23XY,Unisex Kente Pants Set - Available in 4 Kente Styles,"Unisex Kente pant set with a soft feel and roomy design. Made of 100% rayon, it includes a matching cap and fits up to a 56"" waist and 54"" chest. Available in two Kente styles for versatile wear."
B000V56O5O,Trimfit Girls Flat Knit Knee Sock 01455,"Comfortable flat-knit knee sock made of cotton, nylon, and spandex, with a Comforetoe and fits shoe sizes 9-2 1/2."
B000W7CH7K,Lipstik Girls - Little Girls Dress,"Toddler girls' racerback sundress in red, featuring a 100% cotton construction and heart-shaped sequins."
B000XS89FM,Swim' n Pretty by Baby Buns - Little Girls 3 Piece Bikini Swimwear Set,"3-piece toddler girls swimwear set includes crisscross back bikini top with bow, bow-front bikini bottom, and elastic waist hula skirt with Cha Cha Cha print. 83% polyester/17% spandex; skirt 100% polypropylene."
B000XSAVBC,Swim' n Pretty by Baby Buns - Little Girls' 3 Piece Bikini Swimwear Set,"Girls' 3-piece swimwear set (crisscross back bikini top with front bow, patterned hula skirt with elastic waist) made of polyester and spandex (top) and polypropylene (skirt). Hand wash, line dry. True to size."
B000Y6AH5I,Stride Rite unisex Three Pack Comfort Seam Quarter Socks,"Stride Rite Comfort Seam Quarter Socks, 3-pack in white. Made from a combed cotton blend (75% cotton, 22% nylon, 3% spandex), these socks offer comfort with their hand-linked toe technology. Machine washable and tumble dry low."
B000ZHVQ6A,BEACH NATIVE Private Label - Big Girls' Bikini Floral Swimsuit,"Private Label Girls' Bikini Swimsuit in pink or blue features a triangle top with tie and clasp, half-belt bottoms, and a metallic finish with floral print. Made from 85% nylon and 15% spandex (body) and 100% polyester (liner). Runs 2 sizes small."
B000ZHZNEG,Anita G Girlfriends Little Girls 2 Piece Tankini Swimsuit,"Toddler girls' floral-print tankini swimsuit in yellow and multicolor, featuring spaghetti straps, 90% cotton, 10% Lycra. Hand wash, line dry. Runs true to size."
B000ZJWT2I,"Kent Girls' 16"" New Sensation Bike, Orange and Green","New Sensation 16"" Girls' Bike in Orange and Green with a 16-inch frame."
B000ZM5XBY,Little Things Mean a Lot Cotton or Nylon Girls Special Occasion Socks,"High-quality infant girls socks (100% cotton or nylon) from Little Things Mean a Lot, perfect for Christening and other special occasions, available in various styles and sizes for newborns to 24 months."
B000ZM6CZ0,Levi's Girls' 710 Super Skinny Fit Classic Jeans,"Super skinny, slightly distressed Levi's ankle jeans with a stylish bleach splatter design, featuring a comfortable fit and classic 5-pocket design."
B0012OGESK,AP YTH 5.6 OZ PIG/DIR DYE TEE,"Youth-sized 5.6 oz. T-shirt made from 100% preshrunk ringspun cotton, featuring vibrant pigment and direct-dyed colors. Its generously cut design offers a comfortable fit, while double-needle stitching, seamless neckline, and shoulder tape ensure durability."
