reviewtext,summary,rating,asin
"I saw this watch today at TJMaxx for 39.95. Just saying...be careful to shop around. Usually Amazon has the best price, but not always.",shopper beware,4.0,B0000643Q6
"I purchased this becuase I really liked the adjustable band, the relative thinness, and the style.

I did so in spite of a few negative reviews that mentioned a bad clasp.  I adjusted the wristband and was very pleased with the fit- however I walked outside and it fell off while I took off a bag from around my arm.  I then realized that I (and I expect other users) had not properly fastened on the part of the clasp that holds the clasp fixed (ir there are 2 ways that you can put on the clasp- one that works well and one that doesn't).

When properly placed, the clasp works well.  Unfortunately- a marked the face on the watch on its crash.... But I still like the watch alot.",The clasp noted by other reviewers has a lock position,4.0,B0000643Q6
"I love skegen, so i bought it again... this one is a nice and elegant watch to wear everyday to work.",nice and elegant watch to wear everyday.,4.0,B0000643Q6
Good looking watch but the catch kept opening and I bought an expandable band tov replace the original. Which was smartly designed but didn't function well,Good watch but be prepared,2.0,B0000643Q6
"I purchased the Skagen women's watch and loved it.  It was attractive looking and kept perfect time.  Everything was fine until I had to replace the battery.  It started out easily enough, with my purchase of a new battery for a mere $1.28.  The kicker came when I tried to re-attach the back cover.  It was virtually impossible to snap it back on.  After doing some research online, I found that most people had the same problem.  The only solution was to either go to a jewelry repair and pay who knows what or to buy a commercial press at a cost of about $15.00.  How reasonable is it to buy a $60 watch and pay almost a third of the cost just to secure the cover on the watch.  If I had known that beforehand, I never would have made the purchase.  How disappointing!",Great watch with a major hitch,4.0,B0000643Q6
"I purchased this watch a year ago.  The battery died and I had a new one replace.  The battery was fine, it was the watch that died ! I love the Skaagan watches.  So I went to the jewelery store to get a new one at double the price. But its working very well.",Great looking watch,3.0,B0000643Q6
"This is a very nice watch, it feels nice on the wrist. Can be worn sporty or dressy.  Easy to read.",liking this!!,5.0,B0000643Q6
"I love Skagen watches and have one that is still going strong after almost 20 years.  I wanted a new watch and this one was perfect for my requirements.  The latch is great and I have never had any Skagen watch fall off if I closed it correctly.  I discussed the battery usage issue with my jeweler and he says batteries are not made to last as long as they used to.

My only complaint with this watch is the stem is smooth and that makes it difficult to change the time.  I have to use a quilting needle grabber to hold stem when I turn it.

I will buy another Skagen, but I will look very closely at the picture to see what the stem looks like.",Love this watch,4.0,B0000643Q6
Love how this watch can be dressed up or dressed down. Its a great watch to wear by day or night as well. Goes with everything!,Sleek!,5.0,B0000643Q6
"Always Eager to receive something when I order it so the fact that this came earlier then expected was totally awesome! Was in great shape, exactly what my mom wanted! I got it for her for Christmas! Thanks for such a smooth process!",So pleased !!,5.0,B0000643Q6
"had clasp set up by pro, paid for it as it wasn't working correctly. watch continues to fall off. sending back.",Bad Clasp-be careful!,1.0,B0000643Q6
"Nice quality watch. Very comfortable, durable, sits very close to the body, washes very well.
The only downfall is that lots of older aged ladies like it and my wife is in her 30's and that gets on her nerves :)
Overall it's perfect for her line of work in the medical world.

UPDATE _____
So my the battery seemed to die after having the watch for about 5 months (!!!!) which was pretty aggravating to begin with on such a seemingly high quality item.
Took it to a jeweler and Skagen dealer who replaced it for a small fee. Now, the watch doesn't keep proper time. Not even close.
Skagen has a warranty policy but they require you to ship them the watch along with your credit card. They get to decide what to do with both and you get to wait with baited breath to see what happens.
Why would I do such a thing for a $100 item? Crazy sauce!
Buying a new watch and tossing this piece of junk.
Wouldn't recommend the brand or this model.",Great watch. (edit: dead after less than 6 months),1.0,B0000643Q6
"Great watch- my wrists are smaller and it doesn't look too big. It also has an adjustable strap, so it fits perfectly. It goes with everything, and it takes a little adjusting to get used to the watch face not having numbers, but overall I love it!",Great watch!,5.0,B0000643Q6
"It is very difficult to change the time especially for a woman with nails.  Loved my other Skagen watch, but had I known this would be so difficult, I would not have purchased this one.",Difficult to change time,2.0,B0000643Q6
I like the look of it but when i tried to fit it to my wrist it was awful to try to secure the clasp I had to take it to a jeweler to adjust it to my wrist,SKAGEN women's watch,4.0,B0000643Q6
I thought it would somehow be resistant to most scratches. A bit disappointed in that. It is very sleek on tou wrist and elegant looking and feeling.,Easily scratched,4.0,B0000643Q6
"The title says it all.  Initially, one crystal fell out and blocked the hands from moving.  I had that repaired and then it happened again with several of the crystals. Otherwise it would have been a good watch.  I then tried a different Skagen without the crystals but within the first month the pin fell out and and fell right off my wrist.",Crystals fall out and impede hand movement,1.0,B0000643Q6
"it is not what I expected from a Skagen.  The casing is very thick and looks like a cheap imitation. Not to mention the watch arrived with a broken stem so I can't set the time.  It was a real disappointment, and I intend of course to return it for a FULL REFUND.
The reason I wanted to purchase another Skagen watch when my band broke on my other watch, is that I liked the look.  My previous Skagen watch works fine, except for the broken band.  Unfortunately, I was told by several jewelers whom I asked about fixing the watch that it would cost me about the price of a new one to fix the old b/c Skagen sold the company and the new owners have TERRIBLE customer service.

In short, this watch is not what I had hoped for.  There is nothing unique or interesting about it.  The key feature, for me, that commends the Skagen brand is its thin, sleek casing.  Clearly that is no longer the case, at least not with this particular model.  Not sure if they no longer manufacture that line anymore.  But absent the sleek look, I will select another brand and one that I know I can service without hassle.  I was willing to take the risk with Skagen, but now after seeing the watch I don't want to go this route and will select another brand that appeals to me, and one whose manufacturer stands 100% behind their brand and their product.  Very disappointed",VERY DISAPPOINTED,1.0,B0000643Q6
"The watch is beautiful! Unfortunately, the one I received had a malfunctioning knob for adjusting the time. I didn't mind that because things happen. But, trying to return the watch was a bothersome experience. The need for pre-authorization and numerous reminders that the buyer is responsible for shipping and that the return may not be accepted for the reason stated really irked me. I had trouble getting through on the seller's website and had to go through Amazon. Lastly, I requested a replacement watch and instead got a refund (with no notification, which caused me to have to contact them again). Buy this watch! But not from JomaShop.",Loved the watch but not the service,2.0,B0000643Q6
"I pull up description....stretch band and this watch came up. it is not stretch, it has a clasp.  I purchased another Skagen watch and it was perfect.  This one I returned and I would not buy from this vendor ever again.",Not as description online,2.0,B0000643Q6
"The watch is very attractive and works with casual or dressy. The band easily adjusts down to 5 1/2"" wrist. The clasp is secure, and better than the one I had on a Skagen knock-off.",Works for very small wrists,5.0,B0000643Q6
"This watch works just like you'd expect it to, and the clasp DOES WORK, but it requires an IQ above 50.  The watch won't fall off your wrist if you close it correctly.  Look at it after you get it and don't assume you know how to close it.  I believe my wife and I found it had to snap audibly before you could count it closed. You might expect it was closed when it actually was not if you didn't hear the snap.",good product,4.0,B0000643Q6
"I thought I was choosing a watch with a small face and narrow band, like the one I'd lost a week before, but I was wrong.
I am returning it.  I found the one I wanted at Macy's.",The watch is too big,2.0,B0000643Q6
"It's simple and beautiful looks very, very elegant. The crystals shine and sparkle. The mesh band is also nice and confortable, I love the size. I LOVE IT!",Lovely,5.0,B0000643Q6
The watch looks good.  The only thing is the band can be tightened to a particular point.  I have thin wrist so its a bit loose for my wrist.  Otherwise - the watch looks good.,The watch looks good,4.0,B0000643Q6
"Beautiful watch.  Clean,classy lines. This watch can be worn daily or can switch into an evening watch because of the little glitz around the face.
A very important bit of info on this watch is that it is stainless steel.  My daughter has allergies to most metals and finding a watch she can wear is so difficult. This watch is made of stainless steel and she can wear this all day, everyday without worry.",Great watch for a great price. Stainless steel.,5.0,B0000643Q6
it's very pretty and feminine looking. easy way to read time but age appropriate. not a headache to adjust it,beautiful watch!,5.0,B0000643Q6
"I've had this watch for a year or so, and I wear it every day.  It's simple and pretty and goes with everything.",nice watch,5.0,B0000643Q6
"It was a college graduation present for a friend.  the watch is very classy looking, half the price of what Macy's is charging. I just hope it's not a  ""knock off""!!",It was a college graduation present for a friend. ...,4.0,B0000643Q6
"I borrowed this watch with a gold face from a friend while my Rolex is being repaired.  She needed it back before my watch was ready, so I bought this one to have as a back up.  It is very classy, and super comfortable.  I have gotten several compliments.  Just be careful to be sure the clasp is done right!!  It is easy to not get the first part just right, and then the second part will click in place, but not be secure.",Great watch,5.0,B0000643Q6
I like this watch very much!  The clasp is a little tricky to close but when you get it right it feels very secure.,Good buy!,5.0,B0000643Q6
"I like my new Skagen Women's 107SSSD Mesh Bracelet Watch. They look exactly as on the picture elegant, slim, right size. I am wearing them with pleasure. Delivery was on the first day of schedule time, so I am a satisfied customer!!!",Very nice purchase!,5.0,B0000643Q6
The what overall is pretty nice.  Skagen is a good quality watch.  the problem with this one is the clasp.  It's difficult for a peron to use the clasp and it doesnt always lock when you think it's snapped in.  This clasp is very inferior and causes the watch to fall off sometimes.  Not very happy with the overall quality.,"Nice watch, bad clasp",2.0,B0000643Q6
One of many watches that I have but this one is easy to wear. Looks good at any time of the day. Catch is good.,LOvely,5.0,B0000643Q6
"its a bit smaller than all my other watches but i knew the dimensions before purchasing it and i love it. nice, classy, feminine watch.",i love it,4.0,B0000643Q6
"If your expecting a large watch your very much mistaken, however it is so lite you literally cant feel it on your wrist, very big difference from a metal (heavy) watch, looks more like a womens watch.",looks more like a womens watch,3.0,B00007DN11
Nice looking watch. Unfortunately I could not see the gold hands against the gold watch face. Gave it to my daughter,"Nice looking, need young eyes",3.0,B00007DN11
Super thin was not large as i expected image is not true to description,Not cool,3.0,B00007DN11
"Shipped fast as expected, looks really good, only con is that the straps are really flimsy but overall, really good!",SICK!,4.0,B00007DN11
"I love watches, and if I had the money I would buy me a Gucci watch; but, unfortunately I do not have that type of money.  So I settle of for cheap nice looking watches.  I liked my Casio watch but the only complaint that I have was that the watch was thinner than I expected considering that it is a man's watch.",Men's casual watch,4.0,B00007DN11
Thin and cheap so I  gave to grandson very  light. And small more like it was a watch for a kid not a adult.,Suprised,1.0,B00007DN11
Looks good on my friends wrist who I bought it for bc she is petite. She wears it a lot.,Nice watch,4.0,B00007DN11
"This watch is great, I just received it today. It's simple, a nice size, has a great bold color to the face along with intricate patterns and a shiny surface that come together to create a visually appealing watch. The strap also fits very comfortable and has a great look and feel. I recommend this to anyone who seems interested; $13.00 you will not regret.",Very pleased.,5.0,B00007DN11
Too small. Looks funny on my wrist. Gave it to my daughter.,Too small. Gave it ti my daughter,1.0,B00007DN11
Great value.,Great value.,5.0,B00007DN11
"The battery of my regular Timex Indiglo watch died while I was traveling internationally, so I needed a replacement, quick.  I ducked into a Duty Free shop, expecting to have to pay a lot.  When the sales person showed me two versions of this watch, one with a black face, one with a gold face, for only $10, I was intrigued.  I picked the gold, which I find very easy to read.  I was worried that the black one would become invisible in dim light.  I get compliments whenever I wear this watch - no one believes it was so inexpensive.  Disclaimer: I am female and prefer a man's watch. While this one is the same size as my Timex, it is thinner, lighter, more comfortable, and more elegant so I am very pleased with it.  I have only had it a few weeks, so can't say anything about its longevity, so I might just buy a few extras to have on hand.","Looks elegant, a great buy!",5.0,B00007DN11
I've gotten a lot of compliments.  Picture doesnt do it justice.  Ppl seem to think its more expensive than it really is.  Must be the gold.,I've gotten a lot of compliments. Picture doesnt do ...,5.0,B00007DN11
It's okay small but okay,Four Stars,4.0,B00007DN11
The look of this watch is what made me buy it. The gold face with the black rubber band gives it a sleek urban look. the only downside of this watch is that it is very small. I'm a 5'7'' male and my wrist is small compared to others and even then this watch felt way too small. i ended up giving it to my girlfriend for that reason.,The look of this watch is what made me buy ...,2.0,B00007DN11
Didn't like it,Two Stars,2.0,B00007DN11
"This watch is way too small. It feels like a cheap toy from a dollar store. The band is made out of really thin cheap plastic and is not suitable for a man to wear. This watch should be categorized under children's watches, because there is no way a man should be caught wearing this.",Dollar Store Watch,1.0,B00007DN11
The watch needed a new battery but other than that it's great!,"Nice looking, needed a new battery, though",4.0,B00007DN11
Love this watch wearing it right now,love this watch,5.0,B00007DN11
Very similar to many of the Ironman series from Timex. Smaller face. Chrono and Timer functions are easy to use. The water resistance to 100m is great. No worries about most water-related activities. There is also a version of this watch with a longer band that may be better for larger wrists.,Nice Features/Design for the $$,4.0,B00008IM8T
"Fast shipping, great price, really nice watch. I highly recommend this seller.",Excellent transaction,5.0,B00008IM8T
"I was looking for a digital watch that had a face that wouldn't catch on clothing, or anything else, and had a rubber (polyurethane) strap that wouldn't absorb smelly sweat after I went running. This Ironman has fulfilled both of those needs. Unlike my previous digital watch, this face is mid sized and does not snag on the wrists of jackets or on the carrying straps of book bags. The polyurethane wrist strap  is smooth on the skin, doesn't absorb sweat, easy to rinse, and durable. The indiglo light is bright and the watch is easy to read. The watch's features include: two time zone clock, with options for a 12 or 24 hour time keeping; alarm; a stop watch with splits and 30 lap memory; and a count down clock. All of which are simple and intuitive to program.

This Ironman is a very good watch for general use or for those who need something that can handle the rigors of exercise.",A good watch for exercise,5.0,B00008IM8T
"I also own a previous version of this watch, and I purchased this one to replace it when it wore out after rough use. The backlight has been improved since the previous version, and is very easy to read. Adjusting the time and other settings is a breeze, and the watch looks great. Oh, and it's great for men, too. It's just slightly smaller than the ""men's"" version of the Ironman watch. I would buy it again in a heartbeat.",Excellent for men too.,5.0,B00008IM8T
I like this watch.  It is the right size and a good color.  I use it for work and I especially use the timer because it is convenient when I do need it for work.  I have always worn Timex watches.  They are good quality watches.,Good watch.,5.0,B00008IM8T
"Great watch but when I bought it, it was advertized as a mid sized watch not a woman's watch.  Smaller than expected and I don't wear it.

Amazon requires many more words to review their products than are necessary.  Sometimes a short review is all that's necessary.  bla bla bla bla bla",Watch.,5.0,B00008IM8T
A timeless classic my Timex. A regular go-to for everyday and sports use. Durable. Made to stand the test of time.,Timeless classic,5.0,B00008IM8T
"Definitely the right size for running or working out. Large enough to see, small enough to not interfere with the activity. Nice soft-touch buttons. I've had several Timex Ironman watches over at least a decade, and this is the best of them.",The Right Watch,5.0,B00008IM8T
"I have always had Ironman watches. My last one I had for 8 years. I only bought a new one because I couldn't find a new watchband for it. Accurate, trusted and sturdy!! It keeps on ticking!",Ironman- Consistently Awesome,5.0,B00008IM8T
"The quality of the so-called Ironman watch, once touted as indestructible, has declined consistently over the four decades I've used it.  From worsening straps to short-life batteries, these watches are now little more than cheap sidewalk bargains that last for little more than a year before something goes wrong: strap breakage, alarm failure, indiglo failure...  This time my wife put the watch on, began moving through the settings, and realized that the number in the center column wasn't showing up.  Can't wait to send it back to you.",Terrible,1.0,B00008IM8T
"- Excellent for athletes because it is washable
- Lasts for several years before the battery dies
- The 2 time zone feature is helpful if you travel often",Great Quality,5.0,B00008IM8T
"The instructions that came with the watch were for a different model. I wanted a simple watch with a stopwatch for my 14 year old daughter who is refing soccer, but the watch is to complicated to use without instructions.",wrong instructions....to hard to use,2.0,B00008IM8T
"The watch is good, as I have already had three of these models, however, the strap broke after just three days and I had to search for another.  The search was a bit difficult because no watch shops would touch it because they thought it was not worth it.
It took about 11 days to find a band that would work. For some reason the Timex bands they sell on Amazon did not fit this model.
This may be my last Timex.",Strap Broke After 3 Days,3.0,B00008IM8T
"I have owned several of these watches, for 15 years.  I always go back to it, for the beating I put my watches thru.
Has everything you need, and always comfortable.",Best sports watch for the price,5.0,B00008IM8T
"I love these watches, I've had then forever and get a new one each time the old one finally dies.  If you're planning on also getting a watch band for it, however, be warned that the band width listed in the product specs is not correct - you'll need a 14 mm watchband, not 18 mm.",watch band size is 14 mm not 18,5.0,B00008IM8T
"I've owned the previous version of this watch for 10 years, and even replaced the battery a couple of times.  But the band finally broke and I thought I would treat myself to a new one.  I use it to count down the starting time for sailboat racing all year, which means it takes a beating in all kinds of weather.  It's easy to program and a fraction of the cost of any watch targeted to sailors.  Also, I have very small wrists and it is not too big.  I highly recommend it.",Great watch,5.0,B00008IM8T
"Quick shipping, very happy with the product!! Would order it again. Tracking it was a breeze...  Description was right on the money",Sweet,5.0,B00008IM8T
"First, I have to admit that I am not a triathlete,  but I do go to the gym six days a week and to the beach.  My previous Timex triathlon watch died, so I ordered this Timex.  I like it better because it fits better and at times the face is green, which makes it easier to see.  I think the face in general is much easier to read than my former watches.  I merely expected a replacement watch, but I received an upgrade.",Much better than my previous sport watch,5.0,B00008IM8T
This is my second Ironman watch.  The first lasted 8 years and 2 batteries.  I use it as my daily watch and while running routes I don't require my GPS watch.  I love it.  It's easy to use and is a gender neutral style I appreciate as a woman.,Timex consistantly creates quality products,5.0,B00008IM8T
Have been buying this model for years. Better than higher-priced watches and has the backup light. My favorite watch ever!,Affordable quality,5.0,B00008IM8T
Have had a Timex womens T53161 before and found them very good and not too bulky  The light is good at night,Timex Ironman watch.,5.0,B00008IM8T
"I buy a new one every few years when I wear it out. Perfect size, easy/useful functions, nothing unnecessary. Durable and unobtrusive.",Love this watch,5.0,B00008IM8T
"This is the third time I purchased this model in the last 12 years. It's just the right size for my very small wrist. I love the Indiglo feature, it lets me check the time in dark places like the bedroom, movie house, etc. Having a second time is also practical when I need to check the time in my home country because we live ovserseas. But I usually had to replace the strap after a while. Maybe because it's waterproof I'm not supposed to take it off while taking a bath, then the strap would last longer, but old habits die hard. This replaced the second one because the plastic got brittle and broke right where the strap is attached, and therefore impossible to re-attach. But I can't think of a better everyday watch for me.",Third Watch,5.0,B00008IM8T
This is my third version of this watch.  It is small enough for a woman's wrist.  It is very very functional.  I love it.  I hope they re still selling it when this one dies!,Timex Ironman is a trusty watch.,5.0,B00008IM8T
"This watch is everything you need short of GPS/HR monitors. I wear this watch whenever I'm not using my Garmin for workouts. Just the right size, not too small or too big. Comes in different colors. Love the dates, esp the weekday. I didn't realize how much I liked the weekday feature until I bought a different Timex watch that didn't have that feature. ALSO, the other watch would only perform timer mode in strange increments. I think it was 1, 3, 5 minutes etc etc. I remember not being able to time myself for 2 minutes because of that. This watch has a timer you can set in increments of 1 second! :)",Love this watch!,5.0,B00008IM8T
"The tint on the glass is so dark in normal lighting it is very hard to see the black numbers.  There is a ""light"" button that is typically used in dark lighting, but need to use that much more often (and using up the battery).  I have the ""same"" watch in the gray/pink color and there is no tinted glass and it is very easy to read the numbers in normal lighting.  I needed 2 watches and preferred a different color, but sorry I got the black/gray one.",Tinted glass too dark,2.0,B00008IM8T
"I can't believe I'm actually reading reviews from men reporting it's too small. Read the product description: Timex Women's T53161 Ironman...  Women participate in the Ironman, too! Sheesh! (The only reason I gave this product 3 stars is because I had to rate it in order to educate perspective male buyers.)",This is a WOMEN'S watch!,3.0,B00008IM8T
Sits a bit high so when wearing long sleeves it sticks out. Easy to read in bright light. Very comfortable.,Good watch,4.0,B00008IM8T
I love this watch.  I have some problems with my vision and this watch fits my needs. I recommend it.,great watch,5.0,B00008IM8T
"This watch is advertised as a women's watch, but is considered a mid sized watch on other sites. It's a great watch that fits a smaller wrist well. I do like the brighter, clearer face on the full size watch better than this green tone, but overall I am satisfied.",good watch,4.0,B00008IM8T
"I bought it for my 11 year old son and it is the perfect size, is durable, and works great.",Great watch,5.0,B00008IM8T
This was a good buy. Had a similar watch before and loved it. This also met the expectation. I like the fact that it has a for he and for she version. So makes for a great anniversary gift.,Good Buy,5.0,B00008IM8T
It arrived on time and my son is very happy with it. He likes the features it has including alarms. It looks good on his size of arm. A man's watch would have been to large.,Timex Women's T53161 Ironman Traditional 30-Lap Black/Gray Resin Strap,5.0,B00008IM8T
I bought this for my sister for the holidays. It is her third one. She had used each of them for years. They get banged up and she replaces them. She never had one die on her.,Takes a licking.........,5.0,B00008IM8T
"Got this for my son who is a teenager.  Since the typical men's Ironman watch is almost too large on my wrist, I thought this would be a good size.  It fits his wrist very well.  Typical Timex Ironman quality which is very good, and takes a lot of abuse.",Great size for smaller wrist,5.0,B00008IM8T
Perfect chronograph/watch for small wrist.  Functions work well and backlight is excellent.  Indiglo display is SO MUCH better than previous TIMEX Ironman watch!  And the price was very reasonable.  Buy this one!,Great Watch!,5.0,B00008IM8T
"So far, I'm really impressed with this watch. I haven't been able to find a good sports watch at a reasonable price that wasn't too bulky and had all the functions. This one fits all of the criteria! Furthermore, I didn't expect it to arrive so fast (I live in Canada) - I received it 4 days after purchasing it online. All in all, this is a great product!",Really impressed,5.0,B00008IM8T
"My last one made it 5 years before dying. I replaced it and must say there are some minor improvements:

> all mode/setting buttons have a clearer ""feel"" and a little feedback when pressed
> light has better definition
> strap on this women's model seems to have been adjusted for a smaller wrist (good for me)",cheap and reliable,5.0,B00008IM8T
We actually got this watch for my son.  It's the woman's version of my husband's watch which he has been pleased with. So we bought it for our 13 year old son as a smaller version.  We're happy with both.,happy,5.0,B00008IM8T
Love the watch - use it as an alarm clock especially when traveling.  The snooze feature is what brought me back to the watch.  I know the band will break off as it did on past ones.  I miss the crown piece which made setting things a bit easier than pushing the buttons.,but miss the,5.0,B00008IM8T
"MY GRANDAUGHTER NEEDED THIS STYLE OF WATCH AS REQUIRED BY THE U S MARINE CORP BOOTCAMP AT PI, SC. MOST GIRLS WERE BOUGHT A MUCH BIGGER ONE THAN THIS. MY GRANDAUGHTER LOVED THE SMALLER SIZE.",GRANDAUGHTER GIFT,5.0,B00008IM8T
"I really like this watch. It seems pretty tough and I use it for outdoor things like backpacking. It is small enough not to be annoying,but large enough to see when your half asleep in the morning.",Cool Watch,5.0,B00008IM8T
"Timex has always been a great everyday watch for me... but not his one.  Two weeks and the ""start"" button just fell off.  Sent back to Timex along with $8.00 to repair or replace. That was 2++ weeks ago and still no replacement. Will wait another 2 weeks and then start the ""paper work"" to get their attention. Keep your fingers crossed.",Missed quality review...,2.0,B00008IM8T
"I bought this watch to replace another Timex of the same model#: Ironman model#53161.  To my disappointment, it's a different watch: the face is much smaller, and instead of 3 alarms and 3 time zones, there's 1 alarm and either 1 or 2 time zones (I can't remember which).

True to Amazon's policies and reputation, I was able to return the watch, and found another that meets my needs: the Timex Women's T5K410 Ironman Traditional 30-Lap Watch.

So buyer beware: the same model number doesn't mean the same wathc a few years later.","same model number, different features",2.0,B00008IM8T
"I have owned this watch for over 5 years and it still works great.  Before I bought this watch I was buying watches 2-3 times a year for one reason or another mostly because I do everything with my watch on, I never remembered to take them off until I had already ruined them.  This watch has stood up to everything I do and still works.",Great Watch,5.0,B00008IM8T
Something I needed at a good price. I would recommend this Item to my friends. I choose this item because of the price,"Fast Shipping Great Job, Looking to do BZ with you again",5.0,B0000C0SE2
"Just as advertised. A little more flexible and thinner than I expected, but makes it lighter, can't even tell it's on.  Can't say at this point how durable it is. Looks good too.",excellent band,5.0,B0000C0SE2
"Installation was straightforward - the pins included with the watch band worked very well.  The result is a watch that looks as good as it used to look with the original band.  It actually is a little easier to put on than the old band.

All in all, a success.",Works just fine with my clunky old Armitron.,4.0,B0000C0SE2
excellent replacement.  Brand new and fits perfectly.  I have bought from amazon before and will again on this product.  hope this helps everyone,excellent choice,5.0,B0000C0SE2
"Don't waste your time on this item, especially if you have sensitive skin. The size is fine, but the thing is cheap plastic, smells awful, and I had to wash my hands thrice just to get the irritation off.",Smelly and allergic to touch,1.0,B0000C0SE2
"I thought that for the price, this might just last a short time.  I was wrong.  This band holds up to the abuse of everyday life, including multiple scouting events.  What a bargain.  It fits well too.",An inexpensive band that holds up well,5.0,B0000C0SE2
"I ordered this band in July.  I installed it with minimal problems and have had no complaints until today, when the little part that restrains the end of the strap broke.  This is the same thing that happened to the original Timex strap.","Good Band, But Broke After 5 Months",2.0,B0000C0SE2
"I bought the Timex Watch Strap for my Timex Ironman.

- Fit
The watch strap will work with any sport watch (all brands, not just Timex) with the standard 18mm old-style resin watch strap, such as this&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Timex-Ironman/dp/B001BXTZ2E/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Timex Ironman</a>. It will, of course, not fit sport watches with more fancy watch strap designs such as this&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Timex-Ironman-Model/dp/B0009SUE2M/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Timex Ironman Model</a>.

- Material
This watch strap made from resin, the material commonly used in the watch straps of sport watches. It is soft, supple, and comfortable to wear.

- Contents
The package comes with the watch strap as well as 2 replacement pins.

---
This timex watch strap well-made and comfortable and will work with watches that use the old-style resin watch straps. The cost of shipping is also very reasonable (as of this writing). I have been very happy with it and I would definitely recommend it if it's the right kind of replacement watch strap for your sports watch.",Standard Watch Strap,5.0,B0000C0SE2
I would imagine it would be spectacular if Amazon would  deliver what I paid for,Amazon's questionable business practice,1.0,B0000C0SE2
"I SEARCHED A LOT FOR A DIGITAL WATCH THAT WAS ACTUALLY FEMININE. THE REST OUT THERE ARE VERY MANLY/ SPORTY LOOKING ... WHICH IS FINE IF THAT IS WHAT YOU ARE DOING.

WATCH IS WATER PROOF, DURABLE,W/ ALARM AND INDIGLO LIGHT.  I USE THIS WATCH THROUGH OUT THE WEEK FOR WORK, THEN SWITCH TO FANCY WATCHES FOR WEEKENDS.  I HAVE HAD THE WATCH FOR MORE THAN A YEAR AND IT WORKS PERFECTLY, AND THE BANDING AND FACE GOLD FINISHES ARE STILL IN TOP SHAPE.

PRICING VERY ECONOMICAL",PRATICAL YET PRETTY - HIGHLY RECOMMENDED,5.0,B0000TIIIW
This watch keeps perfect time and looks great.  The price makes it an excellent value.,"Great watch, Great Price",5.0,B0000TII8C
