asin,rating
B006X40MBY,3.0
B0077BUG18,4.0
B0077MWZSE,2.0
B007C9YX2S,3.6666666666666665
B005OVC2L0,4.0
B007HW6L84,2.0
B007KI6Y6O,3.8
B007QOKIF0,1.0
B00835WPA2,4.0
B005OVILQ0,5.0
B0050A9TNE,5.0
B002T6ZB0M,2.0
B0093IWYKE,2.0
B0099QJ52U,3.625
B009B7NYFQ,4.0
B009CMHJQA,5.0
B009CMIR4I,3.0
B009CMHWNU,3.2
B009CMIC5W,2.0
B009CMHUUU,3.0
B009CMHJVK,3.3
B009CMI5HC,4.0
B009CMI2YS,1.0
B009CMHO2O,4.666666666666667
B009CMI5EU,3.6666666666666665
B009CMI734,4.0
B009CMIMJ8,5.0
B009CMI2ZM,5.0
B009CMHWO4,4.0
B009DU9J8W,3.5
B009DU9D4C,4.333333333333333
B009DU9GNU,4.0
B009E24LAA,4.333333333333333
B009F7KTHS,5.0
B009F7L2TC,3.888888888888889
B009HK7SO0,5.0
B009SK5BHU,4.75
B009SK5CU6,3.3333333333333335
B009VPD930,4.666666666666667
B009VOJCUA,5.0
B009Y0S2CA,5.0
B009YCZFHS,5.0
B009ZLNF02,5.0
B009ZLSIEU,5.0
B009ZPXJCW,5.0
B009ZQ894Y,5.0
B00A3EL0T8,1.0
B00A63LDE8,5.0
B00A63LF00,4.0
B00A63LDFC,5.0
B00AAIG4UC,5.0
B00AAIG2J0,5.0
B00AAIG4H0,3.3333333333333335
B00AAIGDXU,1.0
B00ACYZ2GG,3.0
B00AF4PEUM,5.0
B005OVBY9G,5.0
B00AH4HR82,5.0
B00AH5XVZE,5.0
B00AH46UYE,5.0
B005OVG95A,4.5
B00ALN70KO,2.6666666666666665
B00ATAH478,2.0
B00BAIFP06,1.0
B00BFYE614,1.0
B00BWUYM92,1.5
B00C1PRSG6,4.3
B00C1WHC6K,4.0
B00C1WH2AG,5.0
B00C8LGRQ0,5.0
B00CL3LOBS,5.0
B00COPUMLQ,5.0
B00CREB45C,5.0
B00D4L6AXS,2.5
B00D6CSTXY,5.0
B00D6CTD52,3.0
B00D6CTP1O,4.5
B00D6CTD02,4.0
B00D6DAN7S,5.0
B00D6D9O4Q,4.333333333333333
B00D6DAKL2,4.0
B00D872K7S,3.3333333333333335
B00DD689NS,5.0
B00DD68BRM,1.0
B00DD68AHS,1.0
B00DD688B6,5.0
B008LQHOUE,2.5
B00DT5JXJC,4.0
B00DU7RKXU,4.5
B00DVTD16W,4.833333333333333
B00DVTDG4E,3.3333333333333335
B00DVTECJ2,3.0
B00DVTDD06,3.0
B00DVTCUTG,2.0
B00DVTE6CA,4.5
B00DVTDJEG,3.5
B00DX6TQX0,5.0
B00D4L6AW4,1.6666666666666667
B00E9SNLGO,3.8333333333333335
B005OVDZBQ,4.0
B00AH4M6PG,5.0
B00D6CSX2Q,5.0
B005OVITUI,4.0
B00DVTCYBA,2.0
B005OVBK9K,2.0
B005PKZF96,5.0
B005OVE11O,5.0
B009SZWUCY,3.0
B000NIGBTS,5.0
B0093IWKOO,5.0
B005OVE4U2,3.0
B009YCS10Q,3.0
B002UU0AM6,5.0
B005OVI99E,4.5
B009CMHUVY,5.0
B00AAIG45M,5.0
B00815VR62,5.0
B00E9SNO4S,1.0
B00BFYGCAW,2.6666666666666665
B009CMI306,3.0
B002LAR1LS,5.0
B007QOKJMM,5.0
