reviewText,summary,rating,asin
They fit good I really like the way they look and fit.,Five Stars,5.0,B000087S01
Good fit,Good,5.0,B000087S01
perfect,Five Stars,5.0,B000087S01
The fit and style,Five Stars,5.0,B000087S01
"Ordered toddler boots and got young men sized boots, other than that they were great but had to go elsewhere to buy them for my toddler",other than that they were great but had to go elsewhere to buy them for ...,3.0,B000087S01
These are very well made and fit perfectly. They ate also heavier than her usual shoes and it was incredibly funny to watch her walk in them the first time.,They ate also heavier than her usual shoes and it was incredibly funny to watch her walk in them the first time,5.0,B000087S01
Super nice. the quality is good they are light and support my feet. fit as expected!,fit as expected!,5.0,B000087S01
They fit very snugly so get a 1/2 size up for you little one if you don't want them growing out of it to soon. My son never complained when wearing them and they are so cute.,They fit very snugly so get a 1/2 size up ...,5.0,B000087S01
"Recently bought these for my 8 yr old who plays football at recess everyday - last school year we went through about 5-6 pair of tennis shoes; I needed sturdy, but stylish, affordable but not cheap...and they had to be all white for his uniform. These K-Swiss are all that. The styling and stitching of the toe make them perfect for a pounding. ...and my boy says they're really comfortable. Price is decent too!  #winning",Can't go wrong!,4.0,B0000A50X8
"I ordered some k Swiss for my daughter and I love them, they look so cute on her and the price was even better!!!!",Love them,5.0,B0000A50X8
Love these shoes.  They are so comfortable that my kids do not want to wear any others.  Last a long time too.,K-Swiss Leather Tennis Shoe Kids,5.0,B0000A50X8
Love KSwiss but this product proved to be a big dissapointment.  Glue showing all over the sneaker and when you walk in them there is a horrible squeaking noise.  Kept the sneakers thinking once they were broken in it would be better but unfortunately it was not.,dissapointing.,1.0,B0000A50X8
"Thank you K-Swiss for making this shoe for decades.  I remember wanting a pair in the 1970's and now my kids are wearing them.  My children's school has a dress code with all white tennis shoes, which are hard to find.  In addition, I have tried to buy cheaper shoes and have ended up replacing them every 1-2 weeks - I'm not sure how my kids destroy them but it's downright frightening to my wallet.  So I invested in the K-Swiss and have not been sorry.  I literally bought 7 pairs of other shoes between September and December, then bought the K-Swiss and they lasted for over a year until my daughter grew out of them.  I do recommend printing out the size chart and making sure you get the right size.",Solid and Kid-Proof,5.0,B0000A50X8
Love them!!!,Five Stars,5.0,B0000A50X8
"Gave them a rating of 4 stars because they ran rather big and not true to size..ordered a size 5.5M and had to send them back. However, the process was quick and I will be reordering them for a smaller size-5M. These have always been my favorite pair of casual sneakers as a kid.  I'm an adult with teenager children and they still feel the same as when I wore them 20 years ago!",Still my favorite casual sneakers!,4.0,B0000A50X8
The shoes fit very snug even though I ordered a wide fit,Three Stars,3.0,B0000A50X8
My daughter love her sneakers,Five Stars,5.0,B0000A50X8
The fit was a bit big and the shoes came in looking a bit worn and misshaped,Three Stars,3.0,B0000A50X8
Shoes made well and worth the price,Worth the price,4.0,B0000A50X8
Ordered a size 4 for my 8 year old daughter I Love Them!!! I just love K-Swiss especially these ones cause it doesn't have the thick sole like the other K-Swiss,... size 4 for my 8 year old daughter I Love Them!,5.0,B0000A50X8
Perfect,Prefect,5.0,B0000A50X8
Nice sneakers,Two Stars,2.0,B0000A50X8
Bought these two years in a row.  They fit good and I love the easy cleaning of the leather.,They fit good and I love the easy cleaning of the leather,5.0,B0000A50X8
been looking for these  shoes  the original kswiss  for along time. glad I found them. fit great . will buy again from the shosbuy from amozon.com,love the original K-Swiss,5.0,B0000A50X8
"This is the third time I have purchased this pair of shoes, in progressively larger sizes, for my growing son.  We are very happy with this product and will buy them AGAIN when he grows out of this pair!",We are very happy with this product and will buy them AGAIN when ...,5.0,B0000A50X8
"My son love these shoes, they are comfortable and easy to clean. The size was perfect!",Five Stars,5.0,B0000A50X8
Love them!!!,Five Stars,5.0,B0000A50X8
Great,Five Stars,5.0,B0000A50X8
"These were purchased for my then 10 year old son who loves them and wants his THIRD pair so they must be comfortable!  They are very durable, much more so than other similarly priced brands.  His first pair was worn by a friend first so withstood the wear and tear of 2 rough and tumble boys.  His second still looks great and he is about to outgrow them.  He had a few pairs of a competing brand (two words, first word starts with N) that wore out so fast he went through three pairs of the same size.",... and wants his THIRD pair so they must be comfortable! They are very durable,5.0,B0000A50X8
they go with almost anything you wear but in that case they didn't last as long ( as we all know) classic k-swiss just come undone in stitching after a couple weeks..  I just wanted to have white shoes for an occasion and just today they will be tossed out--glad I waited for the price to drop.. (knowing in advance from prior purchases) they would not last--,for one purpose and not for lasting purpose,3.0,B0000A50X8
My son has to wear only white gym shoes for gym. Hard to find kids shoes in white only. This classic pair was perfect and won't get worn out as quickly because he only goes to gym twice a week.,Classic Shoes,4.0,B0000A50X8
"Comfortable, durable and good looking.",Only choice my picky daughter likes.,5.0,B0000A50X8
Quality shoes at a good price,Four Stars,4.0,B0000A50X8
A+,Five Stars,5.0,B0000A50X8
Love em!!!,Five Stars,5.0,B0000A50X8
I have bought these shoes for my daughter for years.  They are the only tennis shoes she will wear.  They hold up all school year and wipe clean easily.,They hold up all school year and wipe clean easily.,5.0,B0000A50X8
"I need to exchange them..
My son grew 2 shoe sizes over the summer!",Four Stars,4.0,B0000A50X8
"Awesome shoes, great price!",Five Stars,5.0,B0000A50X8
excellent.,Five Stars,5.0,B0000A50X8
"No complaints, exactly what I expected",Perfect Sneaker,5.0,B0000A50X8
Great shoes for my son! Quick delivery!,Five Stars,5.0,B0000A50X8
"Favorite shoes ever!! They don't sell them in stores over here anymore so when I saw them on Amazon for less than half of the original price, I had to hurry up and grab them!! They came in good timing and fit exactly the way I was hoping. Quality is perfect, they weren't fake, no loose thread, rubber soles, great quality. Love them!",Favorite shoes ever,5.0,B0000A50X8
"These shoes were delivered on July 7th, 2015 so they are shy of a week old. I love the look and the fit is perfect. I got a 4.5W, ideally I'm a 5.5 boys.  Unfortunately, the line design on the shoe has fallen apart. It was not sewed in, just glued on. That is the black stuff that looks like dirt. Love the shoe. Hopefully it stay intact.",I love the look and the fit is perfect,3.0,B0000A50X8
Perfect fit. Used for female hula hoop team.,Great active shoe,5.0,B0000A50X8
I have been wearing these since I was a teenager and i still love them. I have always loved the way they fit me and how they look with jeans. Just perfect!,Still in love,5.0,B0000A50X8
Arrived on time. Can never go wrong with K Swiss this is my fourth pair I have ordered and have not been disappointed.,Great Product,5.0,B0000A50X8
I love K-Swiss use to wear them all the time as a kid. And decided to buy me a pair,I love K-Swiss use to wear them all the time as ...,5.0,B0000A50X8
"Bought this for my son. I buy k Swiss for my boys for a school shoe. All white . They support their feet very well. And I have boys that are hard running, hard playing, go through some.shoes boys. And the k Swiss general last an entire school year  I wore them as a boy and as I can tell their quality has not.diminished. very happy with k Swiss.",LOVE THESE SHOES.,5.0,B0000A50X8
Great,nice shoes,5.0,B0000A50X8
I like them they are just a little big :),love kswiss,5.0,B0000A50X8
"Shoe is very comfortable, but fit too big. I usually wear a size 6 or 61/2 in women, & a size 5 in kids.","Shoe is very comfortable, but fit too big",5.0,B0000A50X8
My k Swiss fits perfectly. Very comfortable for a great price.,Perfect Fit,5.0,B0000A50X8
"Still same great classic design made with real leather. I wear an 8 in women, ordered a 6 in boys, was too large, had to switch and reorder a 5.5.",great classic white sneakers,5.0,B0000A50X8
"Fit perfect. Passed all the ""fake"" test you read about. Good quality.","Great pair of boots, seem real to me.",5.0,B0000AFSX4
Son loves them,They look good,4.0,B0000AFSX4
Good,Five Stars,5.0,B0000AFSX4
"I bought these from the store Whats Hot and they were shipping by amazon. They are absolutely not authentic. Several flaws in the boots. Biggest being the inside. Tags inside aren't stitched as it should be. Shoe tag is so thin is practically see through and its on a flimsy plastic chain. And No Timberlands are made in Vietnam. Anyone who has owned a pair can tell the difference immediately. I will go down to the store and spend the extra $10 to get an authentic pair. The pictures of the black boot are the same size and style from a authorized Timberland dealer. While they are decent looking fakes, there are several flaws in the way they were made. Not nearly as quality as a real pair of timberlands feel. Whatever material this is made with wouldnt last a day. And my timbs last me years. And the puffy tree on the outside should be flush with the boot.",decent fakes,1.0,B0000AFSX4
Great quality and thankfully both my girls fit into the kids sizes still so we can order them a little cheaper.,Great quality and thankfully both my girls fit into the ...,5.0,B0000AFSX4
FAKE FAKE FAKE!!!! Dont buy,One Star,1.0,B0000AFSX4
"I kept wanting timberland boots for so long but I always found them very expensive in the store. I am so glad I ran into this affordable kids version.

I am a 7.5 women's size, and I got 5.5. They fit somewhat  a little bit bigger than women's 7.5 but they're still good, I bet 5 would fit too.
Great quality",AMAZING,5.0,B0000AFSX4
I ordered the boots in a boys size 6.5 however they were too big. I am a womens size 8.5 or 9 medium in shoes. I reordered the boots in a boys size 5.5. The boot fit was great. I don't wear heavy socks so the length and width was fine. If you wear heavy thick socks you should go up to a boys size 6.,Awesome Boot Ladies,5.0,B0000AFSX4
"Great, and real but they are shorter than a lot of timberlands",Four Stars,4.0,B0000AFSX4
Son loves his boots,Five Stars,5.0,B0000AFSX4
Great product!!,Five Stars,5.0,B0000AFSX4
"One is real while the other one is fake. The colour is  different, the print is light. No original packing, Amazon should have a better quality control!",Amazon should have a better quality control,1.0,B0000AFSX4
got these for myself for the winter and they are a little big but still do the job perfectly!,Five Stars,5.0,B0000AFSX4
My son loves them,Five Stars,5.0,B0000AFSX4
Super cute!! And not terrible hard to get on. Great colors / style.,Five Stars,5.0,B0000AFSX4
Great quality. Keeps her warm,"Tims, cant go wrong",5.0,B0000AFSX4
Nice shoes. Wrong size.,Five Stars,5.0,B0000AFSX4
Much cheaper that retail..Great Purchase,Real not Fake,5.0,B0000AFSX4
"I've always loved this boot, now our Son has a pair like his Dad!! Big boy style!  Thank you!!",Five Stars,5.0,B0000AFSX4
"Listen: I don't know WHAT kind of witch craft is going on here, but I wore these all over New York in the rain. I got back and they were splashed black and brown. I just KNEW I had ruined my boots. I woke up and they were 100% clean with no stains!!!! Waterproof = the stains didn't dry on my boots. Very pleased.",Very pleased.,4.0,B0000AFSX4
True to size!,Five Stars,5.0,B0000AFSX4
Waterproof,Five Stars,5.0,B0000AFSX4
Perfect!,Four Stars,4.0,B0000AFSX4
High quality,Five Stars,5.0,B0000AFSX4
"This is an excellent boot. My daughter is so happy with it and the breaking in time was much shorter, and less painful, than she thought! And we love Timberland's social mission.",This is an excellent boot. My daughter is so happy with it ...,5.0,B0000AFSX4
"my 13  year old son loves these boots!  And I'm pretty happy, because as soon as he grows out of them, they'll be mine!  So comfortable and well made.  I bought him a 6 and he usually takes a 7, so they do run a tad big.","And I'm pretty happy, because as soon as he grows out ...",5.0,B0000AFSX4
,Nice,5.0,B0000AFSX4
,Five Stars,5.0,B0000AFSX4
Just as expected!,Five stars!,5.0,B0000AFSX4
Runs about half size bigger,Five Stars,5.0,B0000AFSX4
I love this shoe it's really warm and waterproof,Five Stars,5.0,B0000AFSX4
These were a gift and my grandson loved them.  Didn't take them off from the time he got up 'til the time he went to bed!!,These were a gift and my grandson loved them. Didn't take them off from the time ...,5.0,B0000AFSX4
Everyone be asks me about these boots everywhere I go beautiful color and it comes with extra laces also looks great with my camp jacket,... be asks me about these boots everywhere I go beautiful color and it comes with extra laces also looks ...,5.0,B0000AFSX4
my wife loved it! she wears a 7.5 in womens and the 6y in boys fit her just right!,wife loved it!,5.0,B0000AFSX4
Son still loved these even though they fit kind of big,Five Stars,5.0,B0000AFSX4
"my son loves this boots a little big but I order like that so he can wear for a little longer, great quality nice color",... loves this boots a little big but I order like that so he can wear for a little longer,4.0,B0000AFSX4
I do not believe what i received were even real timberland boots. They were supposed to be waterproof and they got wet immediately when i wore them in the snow. After that they were trash as the moisture never seemed to dry out and cause fungus to grow in them and on my feet! I will not recommend ever buying this product to anyone. Terrible. What a waste of money.,Horrible. Do not waste your money,1.0,B0000AFSX4
Christmas gift for our granddaughter. She loves them!,Four Stars,4.0,B0000AFSX4
My son loves his Timberland boots! great price and fast shipping!,great price and fast shipping,5.0,B0000AFSX4
Fits perfectly,The Fit is Great,5.0,B0000AFSX4
,Five Stars,5.0,B0000AFSX4
You can definitely tell these are not authentic if you've ever owned a pair of timbs before. Not worth it for the price. Could have bought real kids ones for the same price and better quality.,Could have bought real kids ones for the same price and better quality.,2.0,B0000AFSX4
"This review is for adults buying the big kid shoe

I am an 8-8 1/2, and I ordered the 6. WAY too big, I felt like my feet were floating around in them. I am sad to say goodbye, so I ordered two more sizes smaller to see what works. Also note that these might feel/look a little bigger than an adult timberland because kids shoes provide MORE room at the TOE. I am hoping that with the proper size, this won't matter so much. Will update review based on that!

Note: my true foot size is probably in between an 8 and 8 1/2, if that helps at all. I normally just have to go with a different size depending on the brand of shoe.","Adult size 8-8.5, ordered 6, too big",4.0,B0000AFSX4
Fits perfectly! Comfortable!,Comfortable!,5.0,B0000AFSX4
The real deal bought these for myself I'm a 7.5  women's comfy and fit great ..will be buying more in the future,5 women's comfy and fit great.. will be buying more in the future,5.0,B0000AFSX4
"Bought these boots for my grandson who is 11, just loved them! He wears them to school, and at home. Really nice boots! Thanks for making my grandson a happy one!",Now these are cowboy boots!,5.0,B0001YJ0YC
"My son received this boots as a Christmas present.  All I can say is, he loves them.",Boots are Great,5.0,B0001YJ0YC
grandson thinks he is the best cowpoke ever!!! Wears them everywhere!,Five Stars,5.0,B0001YJ0YC
My Granddaughter Loves her  Hot Pink  Cowgirl Boots.  Very cute and well made.,My Granddaughter Loves her Hot Pink Cowgirl Boots. Very ...,5.0,B0001YJ0YC
Easy transaction. Love the little boots!,Five Stars,5.0,B0001YJ0YC
These boots are awesome,Five Stars,5.0,B0001YJ0YC
"The boots were a birthday gift for my eight year old granddaughter, she loves them. the fit was perfect.",the fit was perfect.,5.0,B0001YJ0YC
"Bought for my granddaughter,  She loves them.",Four Stars,4.0,B0001YJ0YC
Beautiful for my little cowgirl. Still holding up almost a year later...though only used with dresses.,Well made,5.0,B0001YJ0YC
Loved them!,Five Stars,5.0,B0001YJ0YC
Great Boots! The red is slightly darker then the picture but they are perfect for my little one who loves them!,Great Boots!,5.0,B0001YJ0YC
My 8 year old niece loved them. Big hit,Five Stars,5.0,B0001YJ0YC
"Very cute boots! My 6yr old loves them. They appear to be made well. She wears a size 13, I bought a 1 to give her plenty of room with socks. The seller is great. I love doing business with Vets, my son is in the Marines.",Too cute to pass up,5.0,B0001YJ0YC
I bought these for my 5 year old granddaughter and she absolutely loves them! They are made very well and the fit is fantastic! I would definitely buy more products from this seller!,They are made very well and the fit is fantastic! I would definitely buy more products from this ...,5.0,B0001YJ0YC
Perfect,Five Stars,5.0,B0001YJ0YC
"While I ordered the hot pink boots, what I received was light pink. Very disappointed. Ran a little small too.
Other wise, boots ok and I'm sure my granddaughter will like them.",Disappointed,3.0,B0001YJ0YC
My niece just loves her red boots wears them almost every day,Five Stars,5.0,B0001YJ0YC
"I was very pleased when these boots came in. They are good quality and my daughter absolutely loves them. As soon as she grows out of them I'm planning on buying another pair, they were definitely worth every cent.",Great boots!!!!!,5.0,B0001YJ0YC
"My seven year old granddaughter LOVES her new boots. She called to say she loves, loves, loves everything about them,  especially the silver and the heels.  She sent a photo. Lets give her a couple of months then check to see how well they withstand her never-still-for-a-second lifestyle.","Love, Love, Love These Boots!",5.0,B0001YJ0YC
"Fantastic!  Good quality, perfect for daughter",Five Stars,5.0,B0001YJ0YC
Great boots! I bought them to be part of my 11 year old son's Halloween costume and they were perfect. A bit large (he wears a 6-7 in shoes) but now he can continue to wear them. Received in 2 days which was perfect!,Great boots! I bought them to be part of ...,5.0,B0001YJ0YC
These boots are of very good quality and almost upstaged the flower girl's dress for my son's wedding.,Five Stars,5.0,B0001YJ0YC
Very cute! My 3yo loves it! True to size,Five Stars,5.0,B0001YJ0YC
My granddaughter (6) going on 16 picked them for horse riding lessons.  She loves them.  The red is not a candy apple red as I thought but more or a dark red.  They seem to be made well.,My granddaughter (6) going on 16 picked them for horse ...,5.0,B0001YJ0YC
Bought for a friends daughter and she loved them.  They were just as described and they were a great buy!,Bought for a friends daughter and she loved them. They were just as described and they ...,5.0,B0001YJ0YC
Grand-daughter LOVES it!!,Love!!!,5.0,B0001YJ0YC
My granddaughter loves her boots. The toddler wants the same boots. They are so pretty.,These boots are made for walking,5.0,B0001YJ0YC
Order size larger fit perfect,Four Stars,4.0,B0001YJ0YC
very cute my great granddaughter loves them,Five Stars,5.0,B0001YJ0YC
Great service; good quality.,Five Stars,5.0,B0001YJ0YC
I wanted to love them and so did my daughter but no way. We purchased these for riding and they were so sloppy on the foot there was no way. Perhaps if you want them just for dress maybe but they are not well put together and we're not going to hold up to the barn yard.,Horrible quality,1.0,B0001YJ0YC
I love my boots!,Five Stars,5.0,B0001YJ0YC
They're beautiful boots!! Awesome quality.... I highly recommend them!!,Five Stars,5.0,B0001YJ0YC
My granddaughter loves them. Fit her perfectly.,Beautiful boots.,5.0,B0001YJ0YC
"Cute boots, but not exactly the color as shown. More of a burgundy than a red.",Three Stars,3.0,B0001YJ0YC
great boots,Five Stars,5.0,B0001YJ0YC
I wear these everywhere and no one has white boots so I look extra cute! exactly as pictured and arrived on time with no damage,I wear these everywhere and no one has white boots ...,5.0,B0001YJ0YC
"Nice for the price.  You aren't getting leather, but they are quite cute on.",Five Stars,5.0,B0001YJ0YC
Very cute and good quality!,Five Stars,5.0,B0001YJ0YC
They were perfect! My little granddaughter just loves them!,Perfect Pair of Boots!,5.0,B0001YJ0YC
Excellent quality!,Five Stars,5.0,B0001YJ0YC
"My 9 y.o. wore a pair of red ones similar to these out completely because she wore them everywhere, and was heartbroken when we couldn't find another pair like them at the store we had gotten them at originally. I found these and we gave them to her for her birthday. She LOVES them and wears them constantly. We ordered a 13 1/2 because she is just about out of a size 12 and we wanted her to be able to wear these for a while. They fit a little big but its not enough to bother her and she does not trip over the toes. Will no doubt be ordering again when she wears this pair out too. 

*Update* January 2018: My daughter got these boots at the end of June 2017. They fell apart by October 2017. Her last pair of boots (the red ones i mentioned) were a similar style and price range but were purchased at a farm implement store and she wore them for 2 years, almost every single day and they lasted. These are cheaply made and sadly, if you want a quality pair for your child, these are not it.",If you want boots to last...order something else,2.0,B0001YJ0YC
Granddaughter loves them!!!,Five Stars,5.0,B0001YJ0YC
"This was not a kids size 7, it was a woman's size 7. Very disappointed. It was suppose to be a birthday gift",Little girl biits,1.0,B0001YJ0YC
Darling!!,Five Stars,5.0,B0001YJ0YC
"The quality is good,size was perfect for my daugther good description of product.",Please with porduct,5.0,B0002USBB8
"They fit great, our daughter thinks they rock.  They are easily adjustable with the ties.  You might want to double knot them.  Great for the price!",Love them..,5.0,B0002USBB8
The first pair that I got didn't fit and they were the wrong color.  I sent them back and had the correct one within days.  Perfect service and great product.  Thank you!  They made my 5 year old's day!,Ballet Shoes,5.0,B0002USBB8
The elastic ribbon broke after two toddler ballet classes! Pity because I liked the fit of these. Gonna try a different brand now,Elastic broke after two classes,1.0,B0002USBB8
