reviewtext,summary,rating,asin
Is this a joke? To spent $50 on a fake converse? Very disappointed. Bought this for a friend as a gift. This was the worst gift ever.,Very disappointed. Bought this for a friend as a gift,1.0,B00006XXGO
"The item pictured is an off white canvas. Although the description matches the item not the picutre. Shoes are unique and fit well, seems to be authentic converse as well. Happy with them, just not as pictured.",Item not as pictured,4.0,B00006XXGO
"I love the classic look of Chuck Taylors, but wow, these are legitimately the most uncomfortable shoes I've ever worn. I wore them recently to my work where I'm on my feet for 10 hours and am moving around a lot and lifting stuff, climbing up and down ladders, and by the end of the night I was limping and my feet were throbbing. I have another pair of Chuck Taylors, mid tops, and those have some padding in the sole and I can wear them all night and feel fine. I guess I'm going to have to get some inserts for these if I want to wear them longer than an hour.",I love the classic look of Chuck Taylors,3.0,B00006XXGO
Shoe came in timely manner and look great as expected. Exchanging for different size.,Four Stars,4.0,B00006XXGO
Perfect,Five Stars,5.0,B00006XXGO
A bit wider than needed. The main gripe is after a short while these shoes start squeaking like crazy. Will not buy again.,The main gripe is after a short while these shoes start squeaking like crazy. Will not buy again,3.0,B00006XXGO
"These are good, but just might be knock offs. Since Im not sure, they did something right. Not bad for $30",Real? Still work well,4.0,B00006XXGO
I have wanted some of these shoes for years and I finally got them and I love them. They fit amazingly and they look great!,I love them.,5.0,B00006XXGO
"Go to spot to buy your Chucks
Love them",Five Stars,5.0,B00006XXGO
"nice shoes, like the color",Four Stars,4.0,B00006XXGO
"I ordered, what I assumed was, an 8.5 mens. The shoe was so big once it arrived. Amazon was great on refunding my money!",Fit big for mens sizes,2.0,B00006XXGO
"I received what is obviously a pair of shoes straight from the display shelf. These shoes are dirty from all the customer handling, have scuff marks all around the side white rubber area and the laces are a mess. In addition, the rubber over the toe area is yellow.",These shoes are dirty from all the customer handling,1.0,B00006XXGO
is not at all the right fit. too big by 1/4 inch. I had to return them so I do not know why they are too big and I compared the size to my other pairs,is not at all the right fit. too big ...,1.0,B00006XXGO
A classic. Arrived quickly.,A classic shoe,5.0,B00006XXGO
Love them,Great shoes,5.0,B00006XXGO
"These shoes don't fit my foot at all, they are way to big and I will never in life buy converse from you people again!!!!!","These shoes don't fit my foot at all, they ...",1.0,B00006XXGO
"Fit as expected. Bought for my wife a few months ago. I based the size off the other pairs of ""chucks"" she owns. They were exactly the same. Color almost exactly as pictured. Shipping and all that jazz was fine. - If I buy these Converse through Amazon again, I'll use this seller",Fit is perfect.,5.0,B00006XXGO
They are decent shoes.  Material quality is good but the color fades very quickly.  Not as black in person as shown.,Color fades quickly,3.0,B00006XXGO
The shoe labeled as black with a picture of a solid black shoe will show up as the Black and White Version. Also these sizes are completely whack. How is a shoe and 8.5 in men's and a 10.5 in women's? Having to return. Whole thing seems sketchy.,The shoe labeled as black with a picture of a ...,1.0,B00006XXGO
"Converse will tell you that the shoe runs about a 1/2 size larger than what you normally wear and that is true with these sneakers. Disappointed though that these aren't the original ""vintage"" Chucks that I wore in the late 60s and early 70's...for the original Chucks, you have to go to Nike/Converse's website and they'll run you $80 retail. Limited colors but you can definitely tell the difference in material and craftsmanship when you compare this model of the Converse All Star to the 70's Vintage Chucks. I have 6 pairs of the vintage Chucks and they're incredibly comfortable and never go out of style.","This is the economy version of the All Star, not the original Chucks from the 70's",4.0,B00006XXGO
"Shoes fit a bit narrow in the toes, but may loosen.  Shoe were  old school style",Four Stars,4.0,B00006XXGO
Love,Love,5.0,B00006XXGO
"They are to large , I really need to go down a size",Four Stars,4.0,B00006XXGO
"Love this shoes! Classic, never disappoints!",Five Stars,5.0,B00006XXGO
Perfect ! My daughter wore these to prom. So cute !!,Perfect! My daughter wore these to prom,5.0,B00006XXGO
Black lining started to peel,Look good but peeled a little,4.0,B00006XXGO
"Real Classic Converse, a must have !
It fits too large, but I knew that before buying, I ordered a 5.5 size for my 6.5 regular size, and fits great !",Must have Converse,4.0,B00006XXGO
Fit great absolutely love them,Five Stars,5.0,B00006XXGO
They run big so i had to exchange them. No biggie. But i ordered the all black. Twice. I got the wrong color,They run big so i had to exchange them. ...,1.0,B00006XXGO
"The product purchased, delivered in an exceptional time! Thank you!!!","The product purchased, delivered in an exceptional time! Thank you!!!",5.0,B00006XXGO
Ordered a pair of off whites last week they were extremely too big. Sent them back ordered a smaller pair and recived a pair that fit but they were the wrong color. Done with this seller!!,Ordered twice NEITHER WERE CORRECT,1.0,B00006XXGO
Fit fine although due to the packaging there were minor scuffs on shoes. Box was crushed and destroyed. Very disappointed in the quality of this shipment.,Good fit. Horrible packaging.,1.0,B00006XXGO
Love them! Worked great for my Patty Outfit.,Five Stars,5.0,B00006XXGO
"I have never bought chucks from on Amazon before and it's difficult to find an 8.5 in them anywhere as it is. So I was thrilled to find these. However, THESE ARE NOT AN 8.5. They are most definitely a 9. And honestly, I don't even believe they are truly Converse. I believe they are KNOCKOFFS. I have had TONS of pairs of Converse. They all have tags sewn onto the inside of the tongue of each shoe and they are fabric tags. The tags on these are some sort of rubber. Never ever had rubber tags before, and I've been buying Converse since high school and I'm now 34. I would have just bought a size 8. Now I have to return them and play the waiting game all over again. What a shame.",I have never bought chucks from on Amazon before and ...,3.0,B00006XXGO
A little big but comfortable.,Fit and appearance,4.0,B00006XXGO
"Exactly as advertised the famous Converse Chuck Taylor All Star Sneaker is a great buy!  Looks great, fits great and is super comfortable.  I highly recommend it!",Great Deal - Great Fit,5.0,B000072UML
"How can you go wrong with traditional Chuck's?  I've got several pairs and wear them everywhere from weddings, to school, work and shopping.  Jeans and shorts.",Converse Converse Chuck Taylor All Star Shoes Navy,5.0,B000072UML
"After seeing the popularity of this shoe, I decided to test it out myself and I am impressed.  Although its not too comfortable, they hug your feet and don't slip off even when loose, which is exactly what I was aiming for.",What can i say? chucks rock,5.0,B000072UML
"The product itself was fine but because the item was the wrong size, I had to return for a credit or an exchange.  It cost almost ten dollars to return the item after originally spending about six or seven dollars for shipping and handling.  If I understand your policy, and you have the correct size and ship that, I will pay another six or seven dollars for shipping.  That means for a purchase of about forty dollars, I have paid almost twenty four dollars extra.  I would never purchase another clothing item from [...].",Not satisfied,2.0,B000072UML
excellent product,Five Stars,5.0,B000072UML
This is the most comfortable shoes around.. I can keep this on all day long.. They are stylish yet simple design. I am going to order another soon.,Best non running shoes,5.0,B000072UML
They run a little too big so I gave them to my sister. I will just purchase another pair a half size smaller. Love the shoes though!,Converse,4.0,B000072UML
tif you have not worn cons before go to a store and try them on to find the correct size.  they run about one size large.  10=11,chucks,5.0,B000072UML
These fit great and feel great to walk around in. I highly recommend these shoes to anyone for a great shoe for the summer.,Best shoes ever,5.0,B000072UML
"REPEATED TIMES ARE SENDING ME A WOMAN SIZE SIZE WHEN A MAN ASK. IN THIS CASE I NEED A NUMBER SIZE US12.

PLEASE MAKE EVERY EFFORT SEND THE CORRECT SIZE.

EMIT PURCHASES ALWAYS THE MAN IN THE AIR.

PLEASE SEND THE TENNIS WITH THE CORRECT SIZE.

Offsetting DEMAND AN ALL MY CASES ESPECIALLY THIS",PLEASE CONFIRM THIS E-MAIL,1.0,B000072UML
I have to say that I have been an converse user for years and to be honest these are the only snickers I have use since I started and I have no complaints.,I will always say the same... they're awesome!!!,5.0,B000072UML
I love these shoes. I still have them. Use to use them everyday. I want another in a different color.,I love these shoes.,5.0,B000072UML
"Always perfect, my son adores All Star, since they are the most comfortable ever, he says. Have tried with cheaper brands, but he won't use them.",can`t go wrong with All stars!,5.0,B000072UML
Great shoes for kicking around this summer.  Fit great. Love to wear them without socks.  Get lots of compliments everytime I wear them.,comfort and style,5.0,B000072UML
"I couldn't be happier. These shoes are so comfortable and fit perfect! I purchased mine a couple weeks ago and I didn't have to break them in like I have had to with all my other shoes. They're extremely light weight and affordable. Another nice thing is that the laces actually stay tied! Many of my other shoes would come untied every 5 minutes so I stopped wearing sneakers for a while. But these stay in tact and keep you comfortable all day. Plus, they never go out of style.",Perfect!,5.0,B000072UMN
"With Christmas looming, I ordered these blue Converse Lo Tops.  They arrived immediately!  Crisp, new and perfect fit for my daughter.
The extra pair of navy shoelaces arrived two weeks later, separately.  No problem, we all had a good laugh over the arrival of one
pair of shoelaces, amidst all the flurry of Christmas packages.  Thank you!",Navy Blue Chuck Taylor's a big hit,5.0,B000072UMN
"I just got these in the mail today, and I am unsure as to whether or not these shoes are legit. Although they came in a box, the shoes did not come with the ""Converse Chuck Taylor"" tags that usually come with the product.  There are also some minor cosmetic issues (the stitching near the toe area of the shoes are uneven). Also, the label inside the tongue says that these shoes were made in Indonesia. The Converse that I used to wear were either made in China or Vietnam.",Unsure,3.0,B000072UMN
i had a converse b4 but it was getting really old so i decided to buy a new one! it was just how i wanted it to be.,great,5.0,B000072UMN
"The shoes arrived in perfect condition,  true to size (10.5) fabulous bright red color, not a problem at all.  Would definitley do business with the seller again.  Thank you!",Perfect transaction!,5.0,B000072UMN
"I LOVE THESE CONVERSE! THEY ARE CLASSIC, COULDN'T FIND THEM ANYWHERE ELSE. THEY'VE RECEIVED MANY COMPLIMENTS!",FREAKIN' SWEET :D,5.0,B000072UMN
"Although the shoes were exactly what I wanted, I think the price is considerably high for canvas-topped shoes.",Worth the $?,4.0,B000072UMN
"I haven't worn converse for years! I forgot how wonderful they felt and how much fun it is to wear them. I'm a stay at home mom and want to get ""dressed to shoes"" every morning in some lace up shoes. I don't really like the look of white athletic type shoes unless I'm exercising. I love my new converse shoes!",Love them!,5.0,B000072UMN
"I love these shoes - they're classic, versatile and comfortable. They wear into the shape of your foot and become like a favorite pair of jeans - worn in all the right places, fitted to your form and reliable. I have two pairs of these and I just bought another pair for my boyfriend (who is now hooked).",Favorite pair of shoes,5.0,B000072UMN
Chucks are the perfect shoe. They came quickly and it was easy. The shoes fit perfect and they've been great!,Perfect As always!,5.0,B000072UMN
They fit a little big but are super cute and well made. Very easy to work with and return for smaller size,They fit a little big but are super cute and well made,5.0,B000072UMN
My husband loves them they fit great! He was so happy I bought them for him,Five Stars,5.0,B000072UMN
These are the only shoes my son ever wears. He loves them.,Fits as expected,5.0,B000072UMN
Great,Five Stars,5.0,B000072UMN
"Too big...I went back and forth with ordering these shoes because I really needed a pair of blue sneakers.  I wanted to make them work but even with lightweight/invisible breathable socks and they were still too big but again, I tried to make them work..even though they were scuffed on the toe of one foot, I wanted to make them work.  I guess Converse sneakers are just not right for me.  I may try again...",I tried....,2.0,B000072UMN
They are perfect!,Five Stars,5.0,B000072UMN
Very comfy and cute,Five Stars,5.0,B000072UMN
Im in love with Converse! Theyre the perfect shoe that goes with pretty much anything. I wear a size 9 and hey fit perfectly. I also have a white pair that I love. The bottom has some cushion too.,Love them,5.0,B000072UMN
I love them. Have not pulled them  off.  Except for bed since I got them...,Loving my Converse,5.0,B000072UMN
Solid. Wife loved them.,Wife loved them.,5.0,B000072UMN
Great,Five Stars,5.0,B000072UMN
Im loving it cacan't wait to wear it. Its just that I have been complaining about back pains so just need to buy comfortable insoles for it to walk around.,Its just that I have been complaining about back pains so just need to buy comfortable insoles for it to walk around,5.0,B000072UMN
"As always, love my chucks! They fit as expected, most people think they run big, but it's only bc all chucks are a med. Width. Some say these are not real, I got real ones.",Mine are real,5.0,B000072UMN
Not really for basketball as the shoe has no ergonomic fit to your foot.  They're horrible to play basketball in.  Good for style but that's about it.,Definitely not for basketball....,2.0,B000072UMN
Very Happy,Five Stars,5.0,B000072UMN
Love these,Five Stars,5.0,B000072UMN
"While I haven't worn the shoes yet, they fit well like all of the other properly sized Converse I own. I wanted this color and was glad to find them at a reasonable price.

The customer service follow up after receipt of purchase was nice. I'd order from them again. Thanks Brand Name Beat.",Perfectly pleased.,5.0,B000072UMN
My daughter loves these and wears them all the time.,Five Stars,5.0,B000072UMN
Great shoes with an even better price tag,Five Stars,5.0,B000072UMN
Fits a little big. Perfect for designing my Chicago Bears sneakers!,Perfect for designing my Chicago Bears sneakers,4.0,B000072UMN
Love me some Chuck Taylors!! Would have been better if I had gotten the navy that I ordered rather than maroon....but still love them.,Love me some Chuck Taylors,3.0,B000072UMN
I wear a 9.5 in most shoes but these are a tiny bit to big so they slip and rub my heel.,Runs slightly large,4.0,B000072UMN
"I returned these.  They did not feel right on my feet.  The tongues in the shoe slipped out of place and one had a crinkle at the base which hurt my foot.  I suspect that these were seconds or irregulars, but I could be wrong.  I tried them on at a Converse store and they felt a lot more comfortable.",Not for me,2.0,B000072UMN
Nice shoes but sizes run big,Three Stars,3.0,B000072UMN
Just got them the fit true to size and very comfy.,Love them!,5.0,B000072UMN
Comfortable and 'chic',Five Stars,5.0,B000072UMN
Fit as expected because I know they run big. I normally wear a 7. I buy men's 4-6 for ladies. I'm a big fan of Converse sneakers. This is my 7th pair. I absolutely love this navy blue! It's my new favorite!,Love them!,5.0,B000072UMN
Gorgeous.,Five Stars,5.0,B000072UMN
we buy all his shoes on amazon great prices great  style and quality,Five Stars,5.0,B000072UMN
Wore a multicolored Converse as a kid  and thought I was the coolest thing ever!  I i'm so glad to have another pair.  They are the same as I remember.  I'm loving them.,I i'm so glad to have another pair,5.0,B000072UMN
Perfect and pretty,Five Stars,5.0,B000072UMN
Excellent purchase. I received a lot of compliments.,Happy customer,5.0,B000072UMN
Excelente.,Five Stars,5.0,B000072UMN
Bought these for my daughter to replace worn out pair.  She loves her Chucks.,Five Stars,5.0,B000072UMN
"Love, love, love them!",Five Stars,5.0,B000072UMN
"My son loves Chuck Taylor Converse All Stars, and these are so durable! He wanted the high tops this time, so I got these for him.  He loves them, and they came so quickly even though it was during Christmas season rush.",Converse,5.0,B000072UPN
I wish the price hadn't gone up or I would be buying another pair.  My son loves these shoes over the more expensive propular ones because of the comfort.,Can't ask for a tennis shoe that pleases more,5.0,B000072UPN
"Love these converse shoes. They are a great shade of red, have already got a lot of comments on them. Thanks Chuck!",Great Shoes,4.0,B000072UPN
very uncomfortable,Two Stars,2.0,B000072UPN
Been wearing these shoes all my life. Amazon hooked me up with a great price & excellent quality.,Amazon hooked me up with a great price & excellent quality,5.0,B000072UPN
"Thr item was delivered as expected, fits well and gives that ""old school"" look with jeans.",Five Stars,5.0,B000072UPN
"Really love this type of shoes, they add that something that's missing from my wardrobe.",Five Stars,5.0,B000072UPN
awesome!,Four Stars,4.0,B000072UPN
Too narrow. Uncomfortable. Probably won't risk ordering any kind of shoes in the future.,Two Stars,2.0,B000072UPN
Just your average Chuck Taylors.,Yep,5.0,B000072UPN
Great shoes,Five Stars,5.0,B000072UPN
I've owned many pairs of these shoes over the years.,Classic Sneakers,5.0,B000072UPN
Love chucks love the fact that I don't have to got to the mall to get them,Five Stars,5.0,B000072UPN
Awesome,Four Stars,4.0,B000072UPN
Excelente,Excelent buy,5.0,B000072UPN
"Great snickers, too bad I ordered the wrong size",Five Stars,5.0,B000072UPN
I love my shoes! These are the only shoes I wear!,Five Stars,5.0,B000072UPN
Love these,Five Stars,5.0,B000072UPN
My father in law loves them!,Five Stars,5.0,B000072UPN
Nice Shoes.,Nice Shoes.,5.0,B000072UPN
This was seriously the best deal around. Looked at multiple different stores and they were all atleast $10+ more.,Five Stars,5.0,B000072UPN
Just as described!,Five Stars,5.0,B000072UPN
"Crap, they fell apart in less than a month just wearing them to school. Awful product for the price, cheaply made. Quite annoying.",Poor so Very Poor,1.0,B000072UPN
These shoes were a gift and they are well worn and loved,Five Stars,5.0,B000072UPN
I expected that,Five Stars,5.0,B000072UPN
They are PERFECT!! I am extremely happy with my purchase. They even came way earlier than expected!,PERFECT!!!,5.0,B000072UPN
"What else can I say? Well I guess I can say...for as much as the cost, they sure should last longer. There.",They are Chuck Taylors...yes they are.,5.0,B000072UPN
"She loves the shoes even though they are listed as a size 6, they fit more like at least a 7.  I can not get them off of her feet though.",She loves them even though they are too big,4.0,B000072UPN
"Great product, price & speedy delivery!",Five Stars,5.0,B000072UPN
They were for my daughter and she loves them.,Five Stars,5.0,B000072UPN
My son loved these. He said they fit perfectly and he loved the color.,Five Stars,5.0,B000072UPN
Great,Five Stars,5.0,B000072UPN
I bought wrong size but still cute,Five Stars,5.0,B000072UPN
Converse all-stars don't last like they used to. The soles wear out in just under a year,Two Stars,2.0,B000072UPN
I lije everythink,Five Stars,5.0,B000072UPN
"Any discomfort in the shoe comes from the toe area where the cloth gives way to the rubber. Other than that, great shoe for lifting. Nice and flat, good grip, good ankle support.",great shoe for lifting,4.0,B000072UPN
My son loves it!  He will not wear any other shoes.  Great quality and is exactly as described.  We are very happy with the purchase!,Rockin those shoes!,4.0,B000072UPN
They fit and are real nice,Five Stars,5.0,B000072UPN
my daughter loves them!  exactly what you want in a Chuck Taylor,my 12 year old loves them,5.0,B000072UPN
great,Five Stars,5.0,B000072UPN
comfortable fit and very light.  has enough support to wear all day,Five Stars,5.0,B000072UPN
As expected,Five Stars,5.0,B000072UPN
True to size,Five Stars,5.0,B000072UPN
"I've never owned a pair of Converse before; I was surprised at how comfortable these are. Since they haven't been broken in-- they're brand new-- I don't think I could wear them all day, but then again, I haven't tried yet. I got size 8 B(M) US women/ 6 B(M) US men, and they fit perfectly. I was nervous about the size since I don't really know my shoe size, but the results were above satisfying. They came in a very short amount of time-- a couple days. I'm really happy I bought these.",Great Shoes!!,5.0,B000072UPN
"Quick Shipping
great packaging
Brilliant colors
Everything as expected",Satisfied Customer,5.0,B000072UPN
"Llegaron perfectos, bien embalados, conel color exacto al del anuncio. Mi hija quedo feliz y no se los quita. Altamente recomendado. saludos","Buenos zapatos, r&aacute;pida entrega !!!",5.0,B000072US4
I love the great quality of this shoe. It was a gift for my husband and he likes the retro look of Chuck Taylors. He wears them everyday because they are durable and fashionable; I need to buy myself a pair!,Great Chucks,5.0,B000072US4
These shoes are the perfect pink! I can't wait to wear them everywhere. They make and adorable statement. I just love them.,Totally cute,5.0,B000072US4
"My son wanted either red or green Chuck Taylors which are fairly difficult to find.  The shoes I bought arrived quickly, were good quality, and were priced very reasonably.",Chuck Taylor Converse Shoes,5.0,B000072US4
was bought for my daughter! she wore them under she prom dress. She has many pairs of converse shoes! She loves them!,great shoes,5.0,B000072US4
"They're Chucks, what more needs to be said. There is a reason they are still around after all these years.",Classic cool,5.0,B000072US4
The ordering process was easy. The wait was not long. The product was perfect!!!,great chucks,5.0,B000072US4
"Originally went for 15s as I usually wear a 14 1/2 or 15, but this was way way too big.  Got the 14's instead and they are actually a little long in the toe.  Absolutely no support in these shoes at all, not that I was really expecting any.  Just wanted to try them out.  They are great as far as outfitting goes...they go with anything.  But, do not plan on doing any major hiking in them.  They are casual shoes and are for just that...being casual!  Overall not a bad shoe though!","Ok Fit, no support, nice for loafing around",4.0,B000072US4
No complaints for this gift.  They get worn a lot and so need to be replaced occasionally.,good sneakers,5.0,B000072US4
"This was the second time we ordered Pink Converse Shoes for my daughter, the first time I didn't get the size right. I returned them to ""Shoes R Us"" I think it was called and they took care of my mistake very quickly. Unfortunately they didn't have the size I needed so I ordered a replacement pair from Last Pairs. They came quickly, fit perfectly and were reasonably priced, the same as our local mall, without the hassle! Very good experience overall, would recommend.",Converse Shoes Just Right!,4.0,B000072US4
"These old-school sneaks are definitely for the nostalgia, not the comfort. Look good, but no pleasure to wear; a little narrow, a lot hard and flat. I remember now...lol. The things we overlooked for style....",Ssss....,3.0,B000072US4
Last name is Converse.  Nuff said.,Five Stars,5.0,B000072US4
"Came in a little big. Might just be me, but next time I'll order a half a size smaller.",A little big tbh,4.0,B000072US4
"No issues, as described.",Five Stars,5.0,B000072US4
classics,Five Stars,5.0,B000072US4
I already returned/replaced a pair because they ran too big.  Received my replacement pair today and my size 9 is actually a size 10 and way too big.  (Made in India.)  I also purchased a size 9.5 (red) that was shipped by a different supplier and I compared the two and they are identical!  So the size 9.5 and size 9 are the same.  I bet the size 10's are the exact same size too - just put on a different sticker.  For the higher price I'd like to have a pair that fits.,Sizes are inaccurate!,1.0,B000072US4
"Whats not to like, they're Converse.",Five Stars,5.0,B000072US4
I love my shoes the color is exactly what is pictured. Amazon was the only store that had these high tops. I have always been told converse run big so I went to the mall to try on converse figured out the size I wanted. I ended up needing to go down one half size. (Normally 6.5 ordered size 6) one half size down fit perfect,I love my shoes the color is exactly what is pictured,4.0,B000072US4
"My high school son had a swing choir show where they performed songs from the movie Grease. I bought these to match the wardrobe. Most girls in our area wear the low top Chucks, but none of the guys really wear them. Well apparently we started something because several other boys now have high top Chucks!!!  #TrendSetter",These are great Chucks!,5.0,B000072US4
Great product!,Five Stars,5.0,B000072US4
Order the high tops but got low cut shoes,Four Stars,4.0,B000072US4
Sizing was perfect.  Nothing was bad,Five Stars,5.0,B000072US4
Child loves these shoes.,Five Stars,5.0,B000072US4
Exactly as advertised. Love these shoes!,Love these shoes,5.0,B000072US4
These shoes arrived in a timely fashion.  They fit well and look great. My son LOVES them.,They fit well and look great. My son LOVES them,5.0,B000072US4
Oh man these are great. Takes me back to my teens. Will buy them again.,Just what I was hoping for.,5.0,B000072US4
I would recommend ordering a half size down,Order half size down,4.0,B000072US4
Theyre the real thing for not an outrageous price. Gonna keep me stocked in fresh chucks for a while .,Theyre the real thing for not an outrageous price. ...,5.0,B000072US4
"Chuck Taylor Converse Tennis Shoes --- I've found them great since 1963 or so.  No problems.,",No problems.,5.0,B000072US4
"Couldn't find this size locally, fit my wife perfectly",Five Stars,5.0,B000072US4
Fit and look great! Thanks!!!,Five Stars,5.0,B000072US4
Amazing. Good quality and fast delivery.,Five Stars,5.0,B000072US4
"These appear more green in person than gray. I still like them, but they just weren't the color I was looking for.","I still like them, but they just weren't the color I ...",3.0,B000072US4
cool as usual,Five Stars,5.0,B000072US4
"Awesome shoes, like them a lot and they fit great",Amazing,5.0,B000072US4
"Black Chucks.
They go with any outfit, and will never go out of style.
I don't know why I'm writing this. You already own a pair or several.

Ok, It does suck that Nike bought Converse, moved the factories from the US to China, and nearly tripled the price, but that's the world we live in now. Canvas sneakers are not the soapbox on which I want to bear my cross.

Besides, they go with any outfit, and will never go out of style.",Just buy them.,5.0,B000072US4
"Got my package on time and in good condition. Shoes look clean and nice, and are actually more comfortable than what I thought Canvas material and rubber sole feels of a durable quality, inner sole is comfortable, and shoe laces are soft quality material. I haven't found any negatives so far..",Got my package on time and in good condition. Shoes look clean and nice,5.0,B000072US4
Nice shoes! Fast shipping! Highly recommended!,Five Stars,5.0,B000072US4
Love the color and quality!,Cons in sky blue! These are sick!!!,4.0,B000072US4
LOVE,Five Stars,5.0,B000072US4
"Shipped quick. They're converse, not much to add. They've been around long enough to speak for themselves.",Five Stars,5.0,B000072US4
They run a little large. Getting half size smaller did it for me.,Get half size smaller,3.0,B000072US4
"clasic shoe, i need inserts cuzz they are very thin",Four Stars,4.0,B000072US4
A++++,Five Stars,5.0,B000072US4
"Great shoes but they run a half size large. Im a womens 7.5 and I ended up giving those to a friend and ordering the size 7, which fit my 7.5 feet absolutely perfect. Not much arch support but my orthotic fits inside.",Runs a half size too large for women but otherwise great!,3.0,B000072US4
Awesome pair of shoes! Very classy!,Five Stars,5.0,B000087VAL
Still breaking them in but comfortable nonetheless,Four Stars,4.0,B000087VAL
"These shoes came in today and like all of my Stacy Adams products, they didn't disappoint. The leather is nice and comfy, but has real quality. The sole is actually firmer than I thought (I expect a rubbery feel) and the detail of the wingtips are second to none. I wear these with my suits and look so professional, but also dress them down wtih some jeans and a cardigan or v-neck sweaters. If you're in the market for a great shoe with excellent quality, and an affordable price...PURCHASE A PAIR!",Great Value for your money...,5.0,B000087VAL
Good looking but the leather is very poor quality. No waste your money in this brand.,Poor quality,2.0,B000087VAL
"These are great shoes, very classy look. I like how they fit. great color, very rich and goes with most brown belts I own. The only thing I would fix about these shoes is that the front of the shoes is a little round, I'd prefer is they were a little pointier. Also, the shoes came horribly laced, I had to completely re-lace them in order to wear them.

Altogether, these are fantastic shoes, especially for the price.",Great shoe for the price,4.0,B000087VAL
"I got it with a faulty shoelace, apart from that all is good.",Good shoes,4.0,B000087VAL
They feel great after a few days of breaking them in. The awkward phase could easily be attributed to my unfamiliarity with shows with a raised heel. 5 stars,comfortable,5.0,B000087VAL
Beatutiful shoes but somewhat narrow,Three Stars,3.0,B000087VAL
good for price.,Four Stars,4.0,B000087VAL
OK,Four Stars,4.0,B000087VAL
I love these shoes for the price. They look very nice and have held up well thus far. They are very prone to scratch marks.,I love these shoes for the price,4.0,B000087VAL
Had to return them to narrow.,Three Stars,3.0,B000087VAL
"nice shoe, priced right.",Four Stars,4.0,B000087VAL
Love them!! Best and most comfortable shoe Ive ever worn. Definitely will continue to order more.,Five Stars,5.0,B000087VAL
"I have doubt whether it is Stacy shoes or not. i usually wear 9 which is always comes fit to my feet but this shoes is too hard and too short i couldn't even put my feet inside the shoe. another thing there is no clue over the shoes what size is it.
completely disappointed.",completely disappointed.,1.0,B000087VAL
Very good!,Five Stars,5.0,B000087VAL
Better off buying a pair of shoes from Payless!!!!,Fake feel and look!,1.0,B000087VAL
