asin,title,summary
B000NFCFVO,Gildan G185B Youth Heavy Blend 50/50 Hood,"Gildan's affordable G185 hooded sweatshirt offers versatility (sizes up to SXL), exceptional printability (air jet yarns), pill resistance (7.75 oz cotton/polyester blend), and durability (double-needle stitching, lined hood)."
B000O310WU,Levi's Boys' 505 Regular Fit Jeans,"Levi's 505 jeans offer comfort and style with a straight fit, low waistline, five pockets, zip fly, and classic seat and thigh. Made with cotton and polyester, they feature an arcuate stitch on the rear pocket and some washes include an adjustable waistband."
B000O3112Y,Levi's Boys' 505 Regular Fit Jeans,"Levi's 505 Regular Fit Jeans featuring distressed detailing, classic 5-pocket design, and adjustable waistband for a comfortable and stylish American classic fit."
B000O6Z00U,Marmot PreCip Kids' Waterproof Rain/Hiking Pant,"Kids' rain pants with Waterproof/breathable NanoPro fabric, taped seams for leak prevention, ankle zippers for easy on/off, inseam gussets for mobility, and zippered hand pockets."
B000OBPUB4,"Heavy Blend Youth Hooded Sweatshirt, Color: Irish Green","50/50 cotton/polyester hoodie with pill-resistant yarn, double-needle stitching, double hood, pouch pocket, and no drawcord for safety."
B000OBT4Z2,Gildan 18500B Heavy Blend Youth Hooded Sweatshirt,"Cozy hoodie with soft, pill-resistant cotton/polyester blend, double-lined hood, and ribbed cuffs and waistband for durability."
B000OBPUU0,Gildan 18500B Heavy Blend Youth Hooded Sweatshirt,"Durable, 8oz cotton/polyester hoodie with pill-resistant yarn, double-lined hood, and ribbed cuffs and waistband with spandex."
B000OLCRB0,Dickies Boys' Long Sleeve Oxford Shirt,"Long sleeve boys' oxford shirt with button-down collar, single chest pocket, and 60% cotton-40% polyester blend."
B000OOEV52,DC Apparel Boys' Fade Out Block Short Sleeve Crew Neck Tee,DC crew neck tee for boys featuring a screen print graphic and soft fabric. Made from 60% cotton and 40% polyester. Machine washable.
B000OOJC5Q,DC Apparel Boys' Prime Crew Short Sleeve Tee,Boys' short-sleeve cotton crew neck t-shirt with screen print graphic and fade detail.
B000OWZRUW,Dickies Boys' Flat Front Short With Extra Pocket,"Flat Front Short with extra pocket, easy care stain release, wrinkle and fade resistant, 65% Polyester/ 35% Cotton, 10.5"" inseam, Sits slightly below waist."
B000OY8F0O,Hanes Youth ComfortBlend Fleece Sweatpant- p450,"Hanes Comfortblend Sweatpants:
- Elastic waistband for comfort and safety
- Double-needle cuffs and high stitch density fleece for durability
- 50% cotton, 50% polyester blend for softness and warmth
- 7.8 ounce material weight"
B000OZZ84E,Dickies Boys' Flat Front Short,"Easy-care flat front shorts with stain release, wrinkle and fade resistance, in a classic 9-inch inseam."
B000P215Q6,Dickies Little Boys' Classic Flat Front Pant,"Easy-care Dickies boys' flat-front pants offer durability, comfort, and value with no-iron, stain-release, and fade-resistant features. Reinforced knees ensure durability, while the metallic closure, hook-and-eye closure, and buttoned left back pocket provide convenience."
B000P215RA,"Dickies Boys' Classic Flat Front Pant (Little Boy, Big Boy, & Slim Sizes)","Dickies boy's flat front pants, sizes 4-20, offer durability, comfort, and value. Features include easy care, stain release, and fade resistance. Reinforced knees up to size 14. 65% Polyester, 35% Cotton, with metallic closure and hook-and-eye closure. Machine washable. Sizes 4-7 have elastic back."
B000PFC54Y,Classroom Big Boys' Uniform Pique Short Sleeve Polo,"Youth-sized unisex polo with short sleeves, pique knit, 3-button placket, and banded sleeve. Durable 60% cotton/40% polyester blend is machine-washable and dryer-safe."
B000PGQJ4A,Wigwam F2323 Kids' Merino Kid's Comfort Hiker Sock,"Luxury Merino wool socks for children, featuring:

* 57% Merino wool for softness and odor resistance
* Durable and itch-free
* Full cushion for comfort
* Made in the USA"
B000PZQQ30,Gildan 18500B Heavy Blend Youth Hooded Sweatshirt,"Comfortable hoodie made with soft, pill-resistant material and a double-lined hood for warmth and durability."
B000Q54OR4,Claiborne Big Boys' Navy Blazer,"Classic navy blazer with gold button closures, 3-button design, lower flap pockets, and a blend of polyester and wool. Dry clean only."
B000QMJD4Q,CLASSROOM Boys' Uniform Pull On Short,"Easy-care pull-on shorts with a triple-stitched elastic waist, side pockets, and knee-length design, made from soil-resistant polyester/cotton twill."
B000QU1UAI,Dickies Boys' Flex Waist School Uniform Short,"Dickies boy's flat-front shorts feature an adjustable waistband, zip fly, and off-seam front pockets. With 73/4 ounce twill and a 65% Polyester, 35% Cotton blend, they are stain-resistant, wrinkle-resistant, and fade-resistant for easy care. No exterior logo."
B000QU3LCS,Dickies Boys' Flex Waist Flat Front Short,"Boy's Dickies flex waist short with adjustable waistband, stain release, and wrinkle/fade resistance. 73/4 ounce twill. 100% cotton or 65% polyester/35% cotton. Machine washable and made in Nicaragua."
B000RAQ0SE,"Santa Cruz Skateboards Classic Dot Hooded Pullover Sweatshirt (Large, Black)","Santa Cruz Classic Dot Hooded Sweatshirt:
- 52% cotton, 48% polyester
- Regular fit with pullover style
- Small chest print and large back print
- Black color"
B000SAEI64,Polarmax Unisex Youth Double Base Layer Pant,"Versatile and comfortable mid-weight layering piece for outdoor activities and warmth, featuring moisture-wicking and breathable polyester, flat seams for comfort, and easy care including machine wash and dry."
B000TGQ9OQ,Calvin Klein Steel Micro Boxer Briefs,"Microfiber Calvin Klein boxer briefs with wide logo waistband, soft metallic fabric, tagless design, and durable construction."
B000TYJ0B2,Duofold Varitherm Midweight Stretch Long Sleeve Crew-Youth Unisex Size - 472a,"Duofold's Varitherm Long Sleeve Crew provides thermal protection and moisture management. Made from stretchy polyester/Lycra, it retains heat, wicks away moisture, dries quickly, and features a no-pill finish."
B000U60N6U,Soffe Big Boys' Mesh Short,"Stylish and comfortable Soffe Birds Eye Mesh Short with a longer, baggy cut, featuring a 6"" inseam and comfortable fabric blend of cotton, poly mesh, and poly tricot."
B000V5CXXG,Wigwam F2323 Kids' Merino Kid's Comfort Hiker Sock,"Luxurious Wigwam Merino Comfort Hiker socks offer warmth, odor resistance, and durability with over 50% soft Merino wool. Made in the USA, they feature no itch or shrink, medium weight, full cushion, and a blend of materials including nylon, spandex, polyester, and Tencel."
B000V6VPWU,Hanes Boys 5.2 oz Playwear T-Shirt (T120),"Durable cotton tee for toddlers, featuring reinforced stitching, a lay flat collar, and a variety of colors."
B000VAWTB2,Charlie Rocket - Little Boys Twill Pants,"Brown/olive twill pants with camouflage print, fringed bottom, side elastic waist, 3 front/2 back pockets, zipper/button closure; 100% cotton."
B000VUFNI8,Smartwool Kids' Hike Light Crew,"Merino wool hiking socks designed for kids with anti-stink properties, flat toe seam, and elasticized arch brace for comfort."
B000VUL062,Smartwool Kids' Hike Light Crew,"Kids' Hike Light Crew socks feature anti-stink Merino wool, a flat toe seam for comfort, and are designed to fit perfectly in kids' shoes without bulk, ideal for adventures."
B000VUL05S,Smartwool Kids' Hike Light Crew,"Kids' Hike Light Crew socks made with Merino wool for comfort and anti-odor protection, featuring flat toe seams, arch support, and sizing clearly marked."
B000W1TFFS,Smartwool Kids' Hike Light Crew,"Comfortable kids' hiking socks with anti-odor Merino wool, designed for comfort and fit in kids' shoes. Knit in the USA with flat toe seam and arch support."
B000WMLL5E,Key Boys' Industries Denim Overalls Denim 10,"100% cotton overalls for children in youth and toddler sizes with button side closures, adjustable shoulder straps, bib pocket, hook suspenders, and reinforced stress points."
B000WNIZCU,Walls Boy's Big Smith Youth Washed Denim Bib Overalls,"Medium-weight cotton denim overalls with bib pocket, front pockets, adjustable suspenders, zippered fly, hip pockets, and snap crotch for infants."
B000XH8CUA,College Street - Little Boys Long Sleeve Coat Style Pajamas,"Boys' long-sleeve football-style pajamas with gray polyester coat and elastic-waist sweatpants, machine-washable, tumble-dryable, and flame-resistant."
B000XRGVYO,Smartwool Kids' Hike Light Crew,Kids' Hike Light Crew socks: Merino wool and nylon blend for comfort and odor control; flat toe seam and arch brace for fit; machine washable.
B000XRG27K,Indera Youth Union Suit,"Thermal underwear and winter weight rib underwear for all ages and genders, offering warmth and comfort in various climates."
B000XRI0NY,Indera Youth Union Suit,"Thermal and winter rib underwear in various colors and styles for all ages and genders, ensuring comfort in all weather conditions. Made with 100% combed cotton, these garments are shrinkage-controlled, trap body heat, and are rated for medium activity in cold weather."
B000XRTCHW,Millenium Little Boys' Toy Story Heavy Jacket,"Disney's Toy Story heavy hooded jacket with full screen printing, ideal for keeping children warm."
B000XRVF5E,Disney Cars Little Boys' Nothing but Speed Jacket,Warm and stylish Disney Cars heavy winter jacket with 100% polyester construction and vibrant screen printing.
B000XSH00W,Fruit of the Loom Little Boys' Fruit Of The Loom Boys Spongebob Briefs Prints,Trendy 100% cotton briefs with full-color character graphics on both sides.
B000XSH00C,Fruit of the Loom Little Boys'  Diego Briefs(Pack of 3),"Cotton briefs with full-color character art printed on both sides, boasting superior graphics."
B000Y00YPM,Wrangler Big Boys' Twenty X No. 41 Xtility Jeans,"Mid-weight 100% cotton denim utility jeans with a loose fit, adjustable waistband, and extra pocket, available in vintage indigo finish."
B000Y3DH3U,Wrangler Big Boys' Twenty X No. 41 Xtility Jeans,"Loose-fitting utility jeans with adjustable waistband, extra pocket, vintage indigo finish, and mid-weight 100% cotton denim."
B000YI7CDG,Elegant Boys Three Piece Suit,"High-quality three-piece boy's suit with pinstripe design, matching vest, and free tie, made from durable poly rayon, perfect for all occasions with a garment bag included for easy maintenance and travel."
B000YI8XPW,Elegant Boys Three Piece Suit,"Stylish navy pinstripe boy's suit with matching vest for all occasions, made from durable poly rayon fabric with an Italian-inspired design."
B000YI9TRS,Elegant Boys Three Piece Suit,"Three-piece boy's suit features a stylish pinstripe design on durable poly rayon fabric, perfect for various occasions. Includes a matching vest and free tie, providing an elegant and sophisticated look. Each suit comes with a convenient garment bag for easy storage and travel."
B0010T73FK,"Premium Flat Front Pants for Boys with Adjustable Waist – Khaki, Navy, Black, Grey","Stylish and comfortable flat front pants with adjustable waist, providing a perfect fit for anyone. Made from high-quality, breathable fabric, these pants remain soft and new-like after multiple wash cycles. With slanted side pockets and flushed back pockets, they offer a trendy design. Backed by a 100% satisfaction guarantee for risk-free purchase."
B00110CETI,Grandma Pajama Pants - Big Boys Polar Fleece Baseball Pajama Pant,"Boys' polar fleece pajama pants with baseball design, drawstring waistband, side pockets, and varying sizes."
B00112B8BQ,Hatley Big Boys' Moose On Red Polo Pajama Set,"Snug-fitting 100% cotton children's pajamas with allover print, contrast cuffs, and elastic waistband on bottoms."
B00112HX06,adidas Big Boys' Youth Sereno Short-Sleeve Jersey,Boys' Climalite jersey with embroidered adidas brandmark.
B00113LSQ0,Millenium Little Boys' Toy Story Heavy Jacket,"Hooded, fleece-lined Toy Story jacket for children, featuring screen prints on front and back; machine washable."
B0011CW3OW,Boys 2T/3T/4T Indigo Denim/Stripe Denim Embrodiery Overall 2-PC Set,2T/3T/4T boys' denim overalls set featuring embroidered details and stripe accents.
B0011CZKB0,"Boys 2T, 4T, Indigo Denim / Stripe Denim Embrodiery Overall 2-PC Set",Indigo and stripe denim overall 2-piece set for boys in sizes 2T and 4T.
B0011EEAJG,Hanes Boys' B841WF,"Plush-lined, roomy, plaid boxers with an assortment of colors chosen randomly upon purchase."
B0012FPQ42,Port & Company Boys' Sweatpant,"7.8-ounce 50/50 cotton/poly fleece sweatshirt with air jet yarn for a soft, pill-resistant finish. Features a four-needle waistband, no drawstring at waist, and side seams for durability."
B0012FR7D0,Port & Company Boys' Sweatpant,"Sporty 7.8-ounce fleece sweatshirt in 50/50 cotton/poly with air jet yarn for softness and pill resistance. Side seamed with double-needle cuffs, four-needle waistband, and no drawstring."
B0012FQUV0,Gildan Dryblend Youth T-Shirt,"Youth-sized, moisture-wicking tee made with 50% cotton and 50% polyester jersey knit, featuring DryBlend technology, a seamless collar, taped neck and shoulders, and double-needle hems."
B0012FSXTC,Gildan Youth Ultra Cotton T-Shirt,"100% cotton, preshrunk t-shirt with double-needle collar, sleeves, and hem."
B0012FT19S,Port Authority - Youth R-Tek Fleece Vest. YJP79,"Superior-loft R-Tek Fleece Vest featuring anti-pill protection, twill-taped neck, Lycra-trimmed armholes and waistband, and zip-close pockets. Available in youth and adult sizes."
B0012N0DH4,"French Toast Unisex Long Sleeve Pique Knit Shirt By (Size 10, Navy)","Youth long sleeve polo with a buttoned placket, flat knit collar, ribbed cuffs, reinforced shoulder seams, and extended tail. Made from 60% cotton and 40% polyester, it's suitable for school uniforms."
B0012N34QG,Cool Island - Little Boys Short Sleeve Tee Shirt,"Cool Island kids' short sleeve tee in yellow with ribbed neck and sleeve bands, and an unfinished shirt hem. Made from 100% cotton, it features unique western-inspired designs for boys of all ages. With bright colors and whimsical graphics, these durable and stylish tops come with a 30-day no-questions-asked guarantee."
