reviewtext,summary,rating,asin
"I have had this watch for 4 years now and I still have the original battery in it! I honestly cannot believe it hasn't died. I wear a watch every single day, and I've had this watch on my wrist for AT LEAST 90% of the time, over the last 4 years. Been with me countless times in the oceans of Latin America, Mexico, California coast and Hawaii (yes I know it's the same ocean, just wanted to emphasize how it's been in the water a lot). Never had any issues with it, in relation to water. Great watch that tells the date, day of the week, time, and has a stopwatch. The band is just now beginning to crack, but if the band breaks, I can just buy another one because it is so cheap!

**Update (04/13/2018): The band finally broke all the way after almost 5 years, and the battery never died. Bought a brand new one for the price of a battery replacement, or new band, and expect the same lifespan out of a quality product.","4 Years Strong, Love This Watch!",5.0,9792252916
"Watch face will migrate to the side of the wrist for most people because you'll be using one of the last few holes in the band to buckle the strap, even if you have skinny wrists like mine. That issue should be familiar to people who've had old school Casios before. Otherwise it's pretty much your bog-standard Casio, with a bit more water resist. Doesn't stick up enough to interfere with garden/sporting activities. May not be bulky enough for those into the big-watch thing. The light doesn't do much, so if you need to use the watch much at night, check out some of the more recent Casio designs.",A good beater watch.,5.0,9792252916
"This is my husband's favorite watch. At least this style. It does everything he wants it to, is waterproof and is a good fit. He is always having to put his hand and wrist in tight places for work, this fits snugly and doesn't hang up on the sheet metal. Recommend highly.",Casio fav,5.0,9792252916
It's the best fork I've ever gotten my whole life.,Five Stars,5.0,9792252916
Similar to the F-91W -- just a bit thicker with rounder edges.  Can't decide which I like more.  Highly recommended!,A square Casio for minimalists -- do you really need a G-Shock?,5.0,9792252916
"Difficult to remember, which button combination does what, otherwise a great value.",otherwise a great value.,4.0,9792252916
"This is a small, inexpensive digital watch that's water-resistant to 50m. At ~10 bucks, you can go wrong.","great watch, superb value.",4.0,9792252916
Alarm was softer than other watches of this model I have owned.  Perhaps the batter was weak/old.,Alarm soft,3.0,9792252916
"The LED lighting on this thing is awful but hey, it's a super cheap watch.  If you just want a watch to wear that you don't have to be careful about banging up, it does the trick.",Poor LED night light,3.0,9792252916
"I must ""love it"" as I have been buying this same watch for over 20 years. The truth is that I am hard on watches and I have a large wrist. This watch fits my wrist, it is cheap enough that I don't worry about abusing it, it lights up when I need it to and it lasts about two years before the band breaks (from the large wrist) and I need to buy another. In case anyone wonders what I do with all of the watches with broken bands, I trim the band to a nice rounded shape and give them to my grandchildren to use. The grandchildren get about another two years out it (if they don't lose it first) before the battery gives out.","Reasonably Durable, Cheap Watch with a Large Wrist Band",5.0,9792252916
"This is an inexpensive watch and for the money it's an good buy.  I have a different model of a Casio watch that has been through a lot and is still running after 15 years.  The battery has never been replaced.  Really!
The only possible problem with the W59-1V watch is that the band seems a  bit on the small side.  I'm not an huge guy, but it's necessary to have the strap buckled a couple holes from the end.  A longer band would be an improvement.  By the way - the older watch has a longer, wider band.","A good, inexpensive watch.",4.0,9792252916
"25 years waiting to own 1, , , awesome!!!",casio#1,5.0,9792252916
"This watch is tiny!  The strap is too small for my wrist so is unwearable for me.  The strap on my Casio MRW-200W is perfect as it is a good inch longer than on this new watch.  It looks like this watch is suitable for children but not adults of average size.  I think I will stick to buying watches in the store in future where I can at least try it for size.  Also, the crystal feels more like acrylic than mineral. I'm not sure what I will do with it at the moment.  Maybe keep it for a time reference for my mechanical watches providing it is reasonably accurate?  I'm glad in a way that it cost less than $12.",Lilliputian dimensions.,2.0,9792252916
Good product. Watch light is a little dim though.,Four Stars,4.0,9792252916
Alarm does not seem to work !,Alarm,1.0,9792252916
Looks and works great. I had a watch like this for the last 30 years only had to change the battery every 5 years or so. I hope this one is just as good.,Very Nice,5.0,9792252916
A solid watch. Very subtle and goes with a lot of outfits. I haven't bought a watch with a light in a while so I was surprised to find out this has a pretty bad frontlight. It shines a very dim green light from the middle-left of the face. You can only see the first digits of the time in total darkness. It's a shame they cheap out on something so essential.,What is the DEAL with the front light?,3.0,9792252916
This is a great watch. I have been buying Casio watches like this one for decades and have never been disappointed.,Great watch,5.0,9792252916
A simple and reliable watch :),Five Stars,5.0,9792252916
"Classic, efficient",Five Stars,5.0,9792252916
"Casio makes great, simple digital watches for a cheap price when all you care about is telling the time.",Five Stars,5.0,9792252916
"A simple, inexpensive watch that works.  Costs little enough to use in hostile environments and throw away if it gets damaged.  It's water resistant enough to not worry about splashes or storms. I use it when developing film and prints in a dark room where I wouldn't want to expose my dress watch to the chemicals.  I haven't had any problems.","Simple, inexpensive, and works well.",4.0,9792252916
"I was looking for a man's watch.  This watch is small, in fact I gave it to my wife.  Casio makes good watches.  The description was just not accurate.",Casio makes good watches. The description was just not accurate,3.0,9792252916
A little disappointed in the overall quality. The buttons feel like dollar store squirt guns. I've had it for a few months now and so far everything works fine. The alarm is loud enough.,A little over priced,4.0,9792252916
Great price for a great watch! This will be the third of this kind my dad has had in the last 36 years. He loves this watch,Great price for a great watch,5.0,9792252916
"Have had quite a few of these over the years. Used to be bvery happy with them.
Last 3 broke due to condensation getting under the display making it unreadable. Will not buy again.",Not water resistant.,3.0,9792252916
"This is such a cool watch.  It is unbelievably thin, weighs practically nothing, and has very classic, understated graphics that feel retro and fresh all at the same time.  It is also unbelievably inexpensive.  It is rather small, but as an unobtrusive sport watch, I much prefer this minimalist, classic aesthetic over a chunky ""g-shock"" offerings.  The stopwatch only counts for 1 hour, the light is a bit dim (which is fine, actually) and I cannot figure out how to remove the wrist strap pins.  But overall, and unlike most digital watches, this is a watch that makes me smile.","Thin, modest, classic.",5.0,9792252916
"I've worn this classic Casio watch or other similar models virtually everyday for casual and sports purposes for over 30 years. It is reliable, lightweight (can't even feel it when wearing), inexpensive, chock full of useful features that are easy to use, and lasts for years. It's the lowest price watch of its kind and the best at any price in this category. Couldn't ask for anything more.",Best watch of its kind in this category,5.0,9792252916
"While wearing it only for the third or fourth time after purchase (through Amazon), the plastic protusion which holds the pin that holds the watchband in place snapped off.  Cleanly broke off the watch itself.  I was simply reaching down to pick up a shoe off the floor...did not bump it against anything at all!  I contacted Casio, but their one-year warranty does not cover any of the plastic parts...only the electronic ""guts"" of the watch.  What a waste!  My last Casio runner's watch lasted over a decade of nearly daily use...",Buyer Beware,1.0,9792252916
"Keeps accurate time, easy to read.",Well made,5.0,9792252916
Men's watch?  It's so small its should be listed for a toddler!,Men's watch? It's so small its should be listed ...,1.0,9792252916
I love how small and simple this watch is. It is easy to work and easy to read. I love it. It would be nice if the light stayed on instead on having to hold it down.,Great watch.,5.0,9792252916
This is the second time getting this as a gift for the same person. First one last about a year and half but then the face got all cloudy and the strap broke. The receiver keeps wanting this specific make and model though. Hopefully this one lasts a bit longer.,This is the second time getting this as a gift ...,4.0,9792252916
"I believe Casio is one of the few companies in the world producing digital devices/electronics where you actually get more than what you pay for. It's incredible to sell a product with these specs for $12. This is a very simple, no BS wrist watch that: tells time (day date time), a few basic functions (alarm, stopwatch, light), solid water resistance/durability... and that's it. The particular W59 that I received runs about +1 to +1.5 seconds per month so far, which is simply astonishing. I could literally wait a few years before the time was far enough off to feel like I had to adjust it (for my standards anyway). Not all W59 out there will run that well, standard spec should be within 30 seconds per month. So, I'm pretty lucky to get one that is that good. I have done lap swimming with it many times for over an hour each time and no leaks so far (don't push the buttons while wet or underwater though... and ymmv). Keep in mind, the watch is extremely small by today's standards, the strap kind of sucks and the light is terrible compared to an illuminator back light. I don't mind the small size, and actually appreciate the light weight and fewer knocks on things. I swapped the strap to a tan nato (18mm fits, it is a very tight fit between case and pins, if you try this you'll need to be patient and have the right tools to avoid beating up the lugs/pins). The light is acceptable for me from a functionality standpoint... you can tell the time in the dark. Overall, it's a great value, and if I was traveling overseas, or doing any kind of outdoor activity I'd be wearing this.. or an F91... or a 5600... or.. well you get the point. If you don't like it, it was 12 bucks, so not the end of the world for most people. For the money, I can't think of a better value proposition.",I could literally wait a few years before the time was far enough off to feel like I had to adjust it (for my standards anyway),5.0,9792252916
Does the job,good,5.0,9792252916
"This watch is a great value for the price. If your like me and don't like huge watches but want something nice looking in a men's watch, Skagan has found a niche. Had mine for over 4 years and not one problem. Been running fine since the day I bought it. I am not the most careful guy with my things so scratch resistence is a must on a watch. Not a scratch yet. All in all a great simple, elegant looking watch.","Thin, lightweight, and sleek.",5.0,B0000643Q8
"First thing you'll notice about this watch is its incredible weight.  It's super light compared to those big clunky stainless steel watches.  I had this watch for over 5 years, and I got scratches on the crystal from normal use.  So don't expect this thing to be completely scratch resistant.

Well the low ratings has to due with the poor service and build quality.  The ""chrome indicators"" that mark the hours actually came loose inside my watch.  I sent it to Skagen under their lifetime warranty to repair it.  Guess what, it happed THREE times already...same exact problem.  I've spent over 30$ just shipping the watch back and forth.

Again, I really like the watch, but the problems with things falling out, and poor repair service, I can only rate this watch a 3 star.",Great design..but quality is terrible,3.0,B0000643Q8
"This is the second version of this watch that I have owned.  The first one got some water in it after wearing it in a jacuzzi so the water resisitant is pretty liberal.  This watch has a very classic look and I frequently get comments on it.  I also own the same one in Black and both are pretty much identical.

Skagen was one of the first brands to go titanium in both the watch and bands and more and more companies are switching.  Titanium is lighter and stronger than regular steel and once you go Titanium, you won't go back.

This watch has a small face so its perfect for people with average to small wrist sizes.  Some of these watches have faces that are so big its like wearing a tea saucer on your wrist and it's an eysore.  This watch is a revelation to smaller wrists everywhere.  Also the band on this watch does not grab your wrist hair (VERY IMPORTANT!).

One disadvantage of this watch is the lack of features.  Its got the date and thats about it.  Also the ticking from the watch is loud enought that you sometimes notice it if the watch is within about 2 feet of your ears and the room is silent.  I wouldn't normally go to bed with this watch or store it nearby while sleeping.

Bottom Line:  A classy and durable dress watch appropriate for any non athletic situation.  I highly recommend it and well worth the money.",A beautifull watch but not for everyone...,4.0,B0000643Q8
"Wife and I were out shopping for a watch for her one day when she coaxed me into looking at the men's watches, even though I told her I had decided there weren't any men's watches out there in the world that appealed to me, having seen my fill of big ""boat anchor"" watches and many others that were just plain boring. Then lo and behold, my eyes were drawn to this Skagen. At last, I had found a sleek watch with classic styling that didn't cost a fortune, and that you don't see everywhere! I was excited. And you know what? After three years, I still love it! It still looks great (it shrugs off hard knocks very well), keeps fantastic time, and draws the occasional compliment to boot! I couldn't have asked for more from a watch.",Functional Elegance,5.0,B0000643Q8
"I love this watch.  I got it in July and man it is awesome!  It's so light that you wouldn't believe you're wearing it.  I worked at Starbucks for 6 months and banged it around and no scrathes at all on the hard mineral crystal.  It's not scratch resistent, but i've never gotten any nicks at all.

People from various age groups (teenager, mom, yuppies) have asked about the watch because it's a subtle classy elegant watch.  This would make a great present for that special someone or for yourself.

If you want to adjust the chain, go to a local watch shop.  It should take less than 5 minutes and cost about $6.  Don't do it at a major brand name store.  They charge $15 and you may have to wait.

By the way, the numbers and dials do glow in the dark.  Crazy!",Best watch in the world!,5.0,B0000643Q8
Son's had his for 3-4 years. My 18 yr old son liked his so much. He even got compliments on it. Just bought another as a gift. It arrived in a frosted plastic display cube - looks nice. Good price for this watch.,"Light weight and sophisticated.. had 1, bought a 2nd as gift",5.0,B0000643Q8
"Keeping this review as short as possible I'll try to be as objective as possible.

I purchased this watch from Amazon in 2006 and and had to change the battery six months ago. Still looks and works like new.

Pros:
Inexpensive quality time piece.
Very lightweight and hardly noticeable when on my wrist.
Tough titanium band/casing doesn't scratch or blemish.
Crystal still scratch free.
Extremely accurate never needs setting (unlike the clock in my Toyota).

Cons:
The stem for setting the time and date is smooth, small and difficult for me to use, especially when setting the date. The date window is so teeny I can't read it anyway so that's no biggie -  My iPhone, computer, and coffee cup have legible date & time displays.

Summary;
If you want to own an energy efficient, super lightweight, super tough, super accurate  wrist watch -=>GET THIS WATCH.",The best watch ever after six years,5.0,B0000643Q8
I was pleased about the weight of the watch and the way it looks.  The band is only so so but the price and quality make it a good buy.,Nice watch,4.0,B0000643Q8
I just purchased the Skagen Men's 105LTX Titanium Grey Dial Watch and was very surprized at how weightless it is. It's very attractive looking and so far keeps good time. I'm very happy with my purchase.,Skagen Watch,5.0,B0000643Q8
"Bought this for my husband-great watch.  However, we had to take to a jeweler to remove links.  Lightweight-goes with everything.",skagen Titanium Watch,4.0,B0000643Q8
"The Good: The first thing I noticed when taking it out of the box was that the Titanium is really light weight. I like that you barely notice that you are wearing it most of the time. The face is easy to read and I like that the numbers ""glow"" in the dark.

The No So Good: I don't care for the clasp. It's very easy to catch it on things and have it pop open. I ended up bending it a tiny bit so it didn't open so easily. The directions that came with with the watch to adjust the band were printed so small, I actually needed a magnifier to read. When I did, I found the band this watch comes with, was not the same type in the directions to re-size it. I finally gave up after and hour and brought the watch to a jeweler and paid 5 bucks to have the band re-sized to fit my wrist.

Over all, I like the watch and am happy with my purchase.",Nice watch at a decent price.,4.0,B0000643Q8
"I've had this watch for 12 years!  Still works great, has some scratches but have had no problems with the clasp or band like others have described.  I can't wear any watch that's not made of steel or titanium (I corrode the case backs). Steel is way to heavy so titanium is the way to go.  I have only had to replace the battery a couple of times and adjust the band for size.  Great watch for a great price.",Great & Lightweight for Years,5.0,B0000643Q8
"I purchased this watch in 2002. Ten years later I'm still wearing it, and have done so for everyday since purchase. It still looks great and keeps the best time of any timepiece I've ever owned.  It's a classic look that will stay fashionable for years to come. It is super-light, and after all this time I have never had to replace the band. You cannot buy a better watch for the value and appeal of this product. Buy. it. now.",Awsome watch!,5.0,B0000643Q8
"I hated at first, now I love it.  Friends say it is a dress watch. The band is thin!  It is very light, the glass has scratched pretty quickly.  The hands do not glow in the dark.  Overall I got it at a great price on here.  Its a classy thin watch.",Thin band,5.0,B0000643Q8
"I used to hate wearing a watch, either the weight annoyed me or the plastic ones just looked cheap.

When I saw this in the store and found how light and small it was I had to have it. I hadn't worn a watch in 10 years before buying this one, and have owned it over 4 years now, wearing it most days, and love it.

I don't see any scratches in on my watch. I'm not a very careful person, and tend to scratch up just about everything I own (cell phones, cars, wedding ring) so not being able to see scratches on it after 4 years surprises me.

It just so clean, functional and elegant, and I forget it's there until I need to know the time.",I love this watch,5.0,B0000643Q8
"Ownership period: I have had this watch for 8 years (mine has grey face instead of black).  I got it for $100 at a Sunglasses Hut.

Ticking: The watch ticks louder at the 9-2 position, inaudible otherwise.  Since I sleep in absolute quiet, I can hear it by my bedside.  I often pick it up off the nightstand and toss it across the room.  Can't hear it unless it is dead quiet and within a few feet.

Clasp: After a few years, I had to adjust the catch on the clasp, since it started coming loose (I wear it pretty tight).  I was worried about breaking it off, but I was careful and it worked out fine.

Links: When I took the links out initially, I used a safety pin. No biggie.  I've adjusted it easily a few times since using the holes for quick adjustment on the clasp.

Activities: I've worn this watch almost every day doing almost anything from working outside to swimming.  I replaced the battery twice, I figure I'm due for another battery change soon. Last time, I did the change myself at Wal-Mart using their tools.

Accuracy: I set the watch EXACTLY to my phone every stupid time change.  I think it loses a second or two every few months.

Finish: Scratches from working outside show up under close scrutiny, but the grey hides it very well.  I never notice it. (we are not talking big scratches... hairline)

Weight: I thought I lost it, and then found it on my wrist a few hours later.  No joke. (in my defense, I was wearing a long sleeve shirt)

If I lost it: I'd flip my lid.  It is just one of those things that are a part of me.

Reports of quality issues: I just bought a second one (just wanted a little variety).  Mine was made ~2001, so they may have had better quality almost a decade ago.  We'll see with the new one.",8 year review,5.0,B0000643Q8
"I bought my Skagen 105LTX back in late 2000. Ten years I have worn this watch, and it has held up better than I could have ever hoped. It has seen ocean water, chlorinated swimming pools, motor oil, gasoline, solvent, sweat, and extreme cold. It has only ever needed two batteries, a new crystal, and a new clasp.

The scratch I got on the crystal was from a bolt on the bottom of an engine block, and without the watch I would've needed stitches on my wrist, without a doubt. The clasp wore out after eight years from having taking the watch on and off several thousand times, and was easily replaceable with a nearly identical Seiko clasp. Everything else is still in exactly the shape it was when I got it. This watch does not 'wear out'.

If this ever comes back to the Amazon store, or if you're interested enough to shop around for it, Skagen 105LTX definitely won't disappoint. It's a great timepiece for those who value simplicity, class, and functionality over 'bling' factor.

My only qualm with the watch is that it has a second hand. It's nearly silent, but I sleep with my arm over my face and the subtle ticking of the watch wakes me up if I fall asleep with it on. Obviously that won't apply to/bother normal people.

One thing to note though - the face on mine is the same titanium gray as the body... Not black like in the image. I don't know if they have updated the model, or if that's just a weird picture of it, but the face is definitely not black.",Lasting Investment,4.0,B0000643Q8
excellent watch.  very light weight and durable.  sleek design.  I thoroughly enjoyed this watch for the time I had it.  I wore it every day for about a year before I left it at a scene.  I am not easy on my watches and this one held up under the most demanding of circumstances.  Skagen has an excellent reputation and this watch is no exception.,very nice watch,5.0,B0000643Q8
"This is a nice work watch.  It's super light and most of the time you forget you're even wearing it.  If you're looking for a nice dress watch, this probably isn't it since it is a grey titantium and doesn't have much bling factor.  If you're looking for a watch to wear after dark, this probably isn't your watch either since it has no illumination.  And if you're looking for a sports watch, I'd keep looking.  I accidentally took a shower with it and got water inside the watch and had to take it to a watch repair to get it dried out.  So, it's a good day watch that is very comfortable, but lacks many features that are standard on less expensive watches today.",Nice everyDAY watch,3.0,B0000643Q8
"Bought it for my ex husband as a present. He used to destroy anything, but this one surprisingly held up real well and did not get scratched. It was light in weight. I was very impressed with this brand. And he took it with him after we split up!!! (just in case you wondered)",Great watch,5.0,B0000643Q8
"As have others, I have enjoyed the design and weight. Fortunately, mine seems sturdier than others have found. However, the date indicator is not only too tiny to read easily, but it rarely is accurate, no matter how many times I correct it within the same month.",forget the date indicator,3.0,B0000643Q8
"Great watch, looks great and works great.

I had one of these before, and I lost it. I liked it so much that I got the exact same thing again.

This is an attractive and very lightweight watch. It's ""low profile""--the face is only about 1/4 inch thick. It's so light you almost don't feel it.

I got this primarily because it's one of the cheaper watches that doesn't cause me to break out--it's all titanium, so there's no nickel to irritate the skin. Works well in the regard.

The only drawback is that you have to go to a jeweler to shorten the band, but that's hardly a big deal. It cost about $5 at a discount jeweler.",Great,5.0,B0000643Q8
"This is my third Skagen watch.  It's quality is far below the other two which, by the way, were significantly less expensive.
The band is a total pain to re-size and has an unfinished, rough-edged feel.  Can't return under Amazon's watch policy or I surely would.
Stick with a model with a woven or leather band and you'll be far more satisfied.",Quality is Below Par,2.0,B0000643Q8
I like the watch but after about two years of use the clasp stopped functioning and is not repairable.,Attractive but not durable,3.0,B0000643Q8
"I bought this watch a year ago and have yet to find a fault with it.  The case is very slim and the watch is so lightweight it's easy to forget that you're wearing it.  As for the scratch resistance, I put a scratch in it the first week I had it, but haven't had any more since then.  Overall, a great value for a watch that looks sleek and professional and gets the job done!",Two Thumbs Up!,5.0,B0000643Q8
"Wow!  I paid $67 for this exact watch on Amazon just a few weeks ago! I was shocked to see that the current price is $112.50.  It's a great watch at $67, not quite as good at the higher price - note that CostCo sells them for $69.95.  The links are truly a bear to remove.  I suspect that the link removal device sold on Amazon may not work due to the particular design of these links.  You have to push the linking device out from inside the band rather than from the outside edge of the band.",Price Jump!!,4.0,B0000643Q8
"Great watch, extremely light, nice sinister metal color. I'd rate it as more than acceptable for dress wear.  My friends are green eyed envious and want one.  My only question is why doesn't the secondhand click evenly on the numerals on the watch face?  I can't believe that one reviewer was upset that the watch crystal wasn't as bullet proof as the titanium watch case and band.",I love everything about the watch but why...?,4.0,B0000643Q8
"This is one of the best watches I have ever owned. Its light weight, sexy, and reliable. I've own Seikos that have gone dead in less time. Plus, because it titanium, it is incredibly cratch resistent. Owned for about 2 years.",Great Watch!,5.0,B0000643Q8
"It's a great watch and extremely light weight which makes it comfortable and convenient.  However, getting the links out was a challenge.  I finally gave up and took it to a jeweler.  He thought it was a bit of a challenge as well - though he commented that most titanium watches have that problem.  It cost $10 to get the links out, but the watch was still a great value. I didn't see a single titanium watch in the jewelry stores for less than $100.","Great value, only one down side",4.0,B0000643Q8
"I have had my Skagen for 7 or so years and loved it from the moment I bought it.  I am on line looking for a new watch.  After 7 years of everyday wear,its time for a new one. I may just buy this same one again.",Excellent for the $$,5.0,B0000643Q8
"After owning several complicated-to-use watches, I wanted to try one with no bells and whistles. This watch fills the bill. It's simple, extremely light, and very attractive. My only criticism is that the date display is too small. I do recommend this watch for people that don't need or want alarms, altimeters, etc.",Excellent Watch,5.0,B0000643Q8
The watch is as described.  It is not high quality but niether is the price.  Appears to keep time well.  The clasp might be a problem down the road as its latch sticks out.,Skagen titanium watch #105LTX,4.0,B0000643Q8
"The watch color does not correspond exacrly to the web photo.
The case and bracelet is in fact graphite color and not steel, as it appears in the photo.",The watch appearance is not the same as the photo,2.0,B0000643Q8
"I love the way the watch looks and feel, but it was not built to last.  The indicators mark did come loose inside the watch. I sent it to Skagen to get it repaired for $30.","Yep, it's one of the feel good, look great watch, but it was not built to last",3.0,B0000643Q8
"I originally found out about Skagen when I went shopping at a Dillard's with my wife for a watch and fell in love with it because I found it to be ultra-light and slim. Since I don't like heavy or bulky watches, I thought that it would be a great buy but hated the price (which was $124 and NOT on sale).

So I turned to the Internet and came across the exact same watch on Amazon for $74. At first, I was excited about this bargain but then I read some of the reviews and started to rethink my pending purchase. There were a decent number of reviews where people said that the watch was cheap and that it basically broke down within two years so I was started to second guess my intention to purchase it. But after speaking with a family member about his Skagen watch, I learned that these watches are actually decently made. The family member had his Skagen watch for three years and loved it -- he got the battery replaced at his local mall without a hitch (this was one of the complaints).

So, I've taken the plunge and bought this one and I love it! So far, so good (I've had it for a couple of months and no issues!). I hope that it lasts like my Citizen watch did (I had my previous watch for 7+ years).",Don't Believe the Bad Reviews!,5.0,B0000643Q8
"i really dig the light weight of this watch, but it seems to scratch easily.  it has also managed to somewhat mangle the finish on my MBP under normal typing conditions.","lightweight, scratches easily",4.0,B0000643Q8
"An excellent watch in general.  Very light and incredibly classy looking.  The one flaw is that the second hand is quite loud.  Not everyone will experience this as I'm sure it varies between watches, but it's out there.","Excellent, but loud",4.0,B0000643Q8
"I have three Skagen watches. They are beautiful. However here are the issues I have with them:

Most importantly, everything about this watch is propriatery. Changing batteries is a pain as you can't find them locally and it costs $14.95. Bands are $34.95. Also you better keep your sales receipt even though they have lifetime warranty.

I sent in my replacement band and battery with payment for two watches in July and they cashed the check and didn't receive anything until January.  I called them and they promised to send a free battery, but when I received the items finally in March, no battery was included (let alone a free one).

Other issues:

a) Wire mesh bands: The clasp is not always tight and over time will slide and get a little loose. Also the titanium mesh is made of tiny small circles of metal interlocked and if one of them gets open (say you hit something), it starts unraveling slowly but surely.

b) Leather band: The one I have fell apart so quickly it is surprising. It also started smelling bad due to sweat (I do not sweat that much and I owned other watches with leather bands). This seems to be a very bad quality.

c) Water - my watch started fogging after 2 years of light usage.

I will NOT buy another Skagen watch. Their customer service and business practices are shady. They are great watches when they work.

I am now an owner of a Citizen watch.",Stay away from Skagen,1.0,B0000643Q8
"Bought this watch as a gift which was well received, but my friend ran into problems when he tried to adjust the band length to fit his wrist.  No department store could deal with these types of links and he had to go through a couple jewelry stores before finding one that was able to work with the band.  Just a heads up, which we didn't have.  Otherwise the watch itself is great.","Beautiful watch, some difficulty with adjusting band",4.0,B0000643Q8
"I've had this for a year and a half.  I wish it had been a better watch -- I wasted $70.

It's a very attractive watch.  BUT -- the clasp is useless.  I had to adjust it several times in order to keep it clamped shut, and now the little holding-tab is so soft that I can move it with my thumbnail.

Also, the ""super hardened mineral crystal"" (that's what it says on the case) is all scratched up.

Skagen has a limited lifetime warranty on its watches -- but it doesn't cover the strap or the crystal.

What good is a watch that you can't wear?  One star, and that's being generous.","A pretty face, but it doesn't hold up",1.0,B0000643Q8
This watch is thin an light which I really like.  The glass has already cracked in less than 6 months of normal wear. I got it repaired which cost over 40$ with shipping and a moth later it cracked again!  I have never had a watch this fragile before.,Not a durable watch,3.0,B0000643Q8
"On the positive side, this is a very lightweight watch and most of the time I don't even realize I have it on, it also has a very stylish look and I think you can be proud to wear it on the job, on the golf course or out on the town.  Let's face it as Men, we don't wear much jewelry and so I think it's important to make a good choice with your watches.  On the negative side, the calender date is too small for almost anyone to see, the adjustment knob is very hard to pull out, and the clasp sticks out a little even when it's closed.  But all in all it's a great watch for the price.  One last thing, having the band adjusted should cost $5 to $10 and make sure they take links from both sides.",Stylish and Lightweight but...,4.0,B0000643Q8
"I purchased this as replacement gift for my partner as his previous watch got stolen. I had given him this same model a few years back and he loved it because it's extremely lite. You sometime forget that you have a watch on.

I looked at other models but this had a better and easier to manage band than the newer models, and they are not as lite as this one.

It works beautifully and it's quite stylish.

Plus it is a well respected brand.",Great Watch,5.0,B0000643Q8
"Inexpensive, nice-looking, lightweight. It is also quiet, contrary to other reviewers' impressions. Maybe this varies for each particular watch? In that case, I am lucky. Generally it is a great watch.

 The only small but annoying thing about this watch has to do with its metal link strap. As you wear the watch, the links move against each other and lock on the hairs on your wrist, pulling on them. Ouch! I have had this watch for about a week and this happens once or twice every hour. It is not unbearable, but it is mildly annoying. Maybe I will get used to it over time.

I have always worn leather straps and so I am not experienced in link straps. Maybe all of them do this?",Very nice watch. One small flaw,4.0,B0000643Q8
