asin,rating
B003WIZD4U,5.0
B0006U6B6Q,5.0
B000GBS84I,5.0
B000GBV7PU,5.0
B000GBV7UK,3.0
B0006U6AC6,4.0
B0006U6BO8,5.0
B0006U6CE2,4.75
B000VWSDAG,5.0
B0013F9AIO,3.6666666666666665
B0006U6AFI,4.666666666666667
B0042RLBTG,4.25
B0006U6AMG,3.75
B0006U6990,5.0
B0006U697M,5.0
B0006U68UA,4.0
B0006U6ACG,5.0
B0006U68U0,5.0
B0006U6A4E,5.0
B0006U6BF2,5.0
B0006U6AEY,4.666666666666667
B0006U68QE,5.0
B0006U6CFG,5.0
B0006U691I,4.0
B004CVGT1C,3.0
B004IWRSCE,4.0
B000E1ZWAS,4.0
B0006U69J0,5.0
B004226R4K,1.0
B008KGS5JO,5.0
9789887116,5.0
B009PU6WVM,5.0
B000GBV7TG,4.5
B0002MAWAO,3.0
B00DUS6X2S,5.0
B000MX0Z6O,4.0
B00E93ZSU6,5.0
B00E93Z62Q,4.6
B00E940X2I,3.6666666666666665
B00E940H9W,3.3333333333333335
B00E941VQU,4.5
B00E940JF4,4.0
B00E941QQK,5.0
B00E93Z87E,5.0
B00E93ZQ8A,5.0
B00E940O04,4.5
B00E93Z3GA,4.0
B001D1D188,3.0
B0002NZ5MS,5.0
B0002DCT5Y,4.5
9830031918,5.0
B00I8I06PK,5.0
B00IALLIKC,3.0
B00IALKQK0,5.0
B00IALIR92,5.0
B00IALOHNM,4.25
B00IALOWEQ,5.0
B00IALNSZU,3.0
B00IALK78G,5.0
B00IALK9GG,4.5
B00IALL7D0,3.0
B00IALP8YO,5.0
B00IALO6WY,4.0
B00IALKZ4C,3.0
B00IALQ96U,4.0
B004DD4IP8,5.0
9789881223,5.0
B00JY7GDW4,5.0
B00JY7J9PM,5.0
B00JY7JZ8S,4.0
B00JY7P08W,4.2
9789882343,5.0
B000G1KDQE,5.0
B00K3BUBKA,5.0
B00K3E0D2I,2.0
B00LVRHOLY,5.0
B00LVRJIZY,4.666666666666667
B00LVRIMV0,5.0
B00LVRFRQ8,4.0
B00LVRJ6UQ,4.0
B00LVRIULW,5.0
B00LVRPL8M,5.0
B00LVRUKLK,4.5
B00LVRP4IE,5.0
B00LVS33TK,4.0
B00LVRYDOA,5.0
B00LVS1EGY,1.0
B00LVS8H6O,5.0
B00PIUEH7E,4.75
B00PIUDJ64,4.75
B00PM14UR6,5.0
B003VCXRTA,5.0
B00LVRM3BK,1.0
B00LVRHCNY,1.0
B00TUE19WU,4.0
B00TUE3JK0,5.0
B00TUE3UPY,4.5
B00TUE8EIM,4.0
B00TUE2VVI,5.0
B00TUE3PMW,3.0
B00TUEBBVO,4.0
B00TUE6X4O,5.0
B00TUE4YBS,3.3333333333333335
B00TUEAJ58,4.75
B00TUEFNLS,5.0
B00TUE6O1G,5.0
B00TUEB03I,4.0
B00IALLLYA,5.0
B00JY7HM5G,5.0
B00E0UR1N0,1.0
B00LVRK21I,4.0
B0113NV2GS,5.0
B0113NGIT4,3.0
B00LVRSR10,3.0
9830031616,4.0
