reviewText,summary,rating,asin
"I have bought several pairs of these tights in the past year, and bought a pair of pink and tan to tuck away for my daughter's dance recital.  I have had pairs that washed and held up well through many washings, and a few that I had to toss after a few times because they got a run very quickly.  I just pulled out a brand new pair yesterday for dress rehearsal.  The pink pair ripped RIGHT OUT OF THE PACKAGE.  The manufacturing of these tights are inconsistent.  I won't buy them again.",Inconsistent manufacture,1.0,B0002QVAAG
Fit and looked great for her dance recital!,Five Stars,5.0,B0002QVAAG
"I order the 4/6 but the tag listed 4/5.  My child is very petite so trust me when I say the tights run small.  Luckily, I had an extra pair that I bought at the ballet school.  I purchased the 6x/7 for my other child but it is more like a 6/6x with no extra room for growth.",Too small!!!,1.0,B0002QVAAG
As described.,Five Stars,5.0,B0002QVAAG
Way smaller then expected,Five Stars,2.0,B0002QVAAG
"Perfect fit for my 4 year old. Love the look to them. And they look durable, as they are not thinly made.",Perfect fit for my 4 year old,5.0,B0002QVAAG
"They are a smidge too small, but that's ok, I think they'll work. I really like the quality of the material. My tall 4 year old has not danced a lot in them yet, but they seem like they'll hold up for the long haul.",I really like the quality of the material,4.0,B0002QVAAG
"In the toddler size, the feet and ankles are too wide and bunch up.",Too wide in feet and ankles,3.0,B0002QVAAG
The only dance tights my daughter hasn't managed to tear after a single wear.,Four Stars,4.0,B0002QVAAG
Cute shimmery nude color for a superhero costume. We're perfect.,We're perfect.,5.0,B0002QVAAG
Both my girls have ballet and these are high quality tights that have lasted six weeks without a snag.  I'm very impressed!,High quality tights!,5.0,B0002QVAAG
"Good fit, seems like they will last. Will buy again.",Good tights.,5.0,B0002QVAAG
"Great tights for my 5yo daughter! Threw them in the wash, air dried and they still look fab.",Great Tights!,5.0,B0002QVAAG
Durable.,Five Stars,5.0,B0002QVAAG
Fit  well. Just wish the color spectrum was more diverse for darker AA girls.,Fit well. Just wish the color spectrum was more ...,4.0,B0002QVAAG
Good tights,Good tights,4.0,B0002QVAAG
Fits my daughter fine,Four Stars,4.0,B0002QVAAG
"These stockings rip very easily, but they fit very well.",Five Stars,5.0,B0002QVAAG
"Beautiful shimmer!  I originally tried to save these just for performances, but my daughter wants to wear them for every practice.  Good quality, no rips, despite the rough treatment they get every week for months so far.",Beautiful shimmer! I originally tried to save these just ...,5.0,B0002QVAAG
Item arrived with a HUGE black stain on it that I couldn't get off. Unfortunately I couldn't send it back because we were in a time crunch and my daughter has to have them. So we covered it with a long dress.  Disappointed.,Black stains,1.0,B0002QVAAG
"These tights are fine, but the foot part isn't shaped like a foot, so the toe and heel area is quite bulky. I would not purchase this style again.",Not my first choice,3.0,B0002QVAAG
Will be ordering more soon!! Like the thickness and shimmer of the stockings!!,Perfect!!,5.0,B0002QVAAG
Solid tights!,Five Stars,5.0,B0002QVAAG
Was the perfect color. Fit great.,Five Stars,5.0,B0002QVAAG
"Adorable dress! I purchased this for my 6th grader to wear to a dance. Well made, fits perfectly and is a little grown up but not *too* grown up. Age appropriate.",Really cute and well made,5.0,B0009DK8ZU
Fit just right length was perfect my daughter loved it. Was a last minute buy but worked out great .,very cute,5.0,B0009DK8ZU
"Beautiful dress, the only complaint I have is the rhinestone belt was loose in a couple of places. Otherwise it's very nice and a good quality.",Beautiful!,5.0,B0009DK8ZU
Looked so nice on my flower girl for our wedding. She loved the dress and said she felt pretty (7 years old). Would highly recommend!,Looked so nice on my flower girl for our wedding,5.0,B0009DK8ZU
This dress is even more spectacular in person! My daughter can't wait to wear this dress for her cousin's Communion!!,Coral Gorgeous!,5.0,B0009DK8ZU
Absolutely beautiful,Five Stars,5.0,B0009DK8ZU
Absolutely beautiful,Five Stars,5.0,B0009DK8ZU
"I ordered this dress in the Ivory color for an 8 year old girl. She's about four feet tall, 60lbs. I ordered the size 8.
Very cute dress!",Cute!,5.0,B0009DK8ZU
Not even close to the dress I received. The dress I received was all lace and had no waist strip. I ordered this specifically for pictures and It's. Or what I wanted.,Not what I ordered,1.0,B0009DK8ZU
Great looking dress and true 2 size!,Five Stars,5.0,B0009DK8ZU
"the dress was too large, but beautiful none the less.",but beautiful none the less,5.0,B0009DK8ZU
Super cute dress!! I bought a size 7 for my 8 yr old and shes thin but has a little bit of tummy. It fit snug but it fit comfortably. If your daughter is a little bigger in the mid section I'd go a size up. Fast delivery!,Super cute dress,5.0,B0009DK8ZU
We bought this for out pre-teen granddaughter to wear to church and Christmas parties. She loved it.,Great Holiday dress.,5.0,B0009DK8ZU
Beautiful dress but runs small. We purchased 3 of these. 2 did not fit. The one that did fit was damaged. Amazon would not match the price I paid for a size exchange or the damaged dress. We will be returning all of these dresses and finding new ones. To get the same dress I will be paying for 1 dress what I had paid for all 3. No thanks.,Runs small and they will. OT honor the price I paid,3.0,B0009DK8ZU
Dont put on a chubby little girl,Three Stars,3.0,B0009DK8ZU
Very pretty dress!,Great holiday dress!,5.0,B0009DK8ZU
gorgeous dress. My daughter is so beautiful i nit.,beautiful,5.0,B0009DK8ZU
Nice for the price but somewhat smaller and shorter than expected.,Pretty dress,4.0,B0009DK8ZU
"Oh, my, I'm Speechless. This dress is so pretty, and fits my daughter so well.  It will be perfect for special occasions. She adores it too.","This dress is so pretty, and fits my daughter so well",5.0,B0009DK8ZU
"Beautiful pice,  my daughter absolutely loves it!","Beautiful pice, my daughter absolutely loves it",5.0,B0009DK8ZU
"My daughter looks beautiful in this dress! I'd been looking for something that was more modest, which is hard to find. It comes to her knees. She is between a 12 & 14, the 12 was a little too tight but the 14 is perfect.",Beautiful,5.0,B0009DK8ZU
"Great shirt, but ended up being too small for our daughters so we had to return them. :(  Excellent quality for the money.",Great shirt!,5.0,B0009YL20E
My daughter loves this rash guard. It's a perfect fit for her. It's great quality and a great look. I will buy it again next year. Highly recommend.,Great quality and great look,5.0,B0009YL20E
"This did a great job of keeping my daughter covered and protected from the sun - she wore it all day on the beach. It dries easily and the colour looks cuter in real life. My daughter is 20months so the sleeves were long on her, but she'll grow into them. Great price too!",Great sun coverage,5.0,B0009YL20E
Looks exactly as in the photo and matched the sunhat perfectly.  So far has held up well against chlorine.  Sizing seems right.,Beautiful,5.0,B0009YL20E
I bought this because we were going to be on the water in the mountains outside of Jackson Hole. We have a family history of melanoma so I really try to be proactive. My granddaughter wore this while fishing in the mountains and floating down the Snake River. It was comfortable and she was totally protected from the effects of the sun.,It worked,5.0,B0009YL20E
"LOVE this sun shirt!  My daughter has used this shirt for two summers and I am purchasing another only because she has outgrown it.  The quality is superior and the fabic has not faded or broken down over two summers of use.  I've had less expensive sun shirts but they barely survive the season.  You definitely get what you pay for and knowing the fabic is holding strong gives me comfort that the sun isn't getting through to my daughters sensitive skin.
I originally bought the two piece with the matching shorts but the waist band on the shorts are not adjustable or elastic so they were always falling off.  I will only be buying the shirt this time.",Get what you pay for!,5.0,B0009YL20E
"My kids ""live"" in these when we spend a week, in the sunshine, at the lake.  They just wear it over their suits and under their life jackets when we spend a week at the houseboat and I don't have to worry about missing a spot of sunscreen or having to reapply - at least for on their arms, tummies, or necks.",Perfect for vacations in the sun.,5.0,B0009YL20E
"Very good product. I was wondering why a swim shirt would cost so much. (note: it costs $29-$31 just for the top). Had there been similar products at walmart, they would have sold it in the range $7.99 - $9.99. It surely turned out to be of very good quality. I am very satisfied with with quality of the product, though it is still priced on the higher side :( $17.99 - $22.99 would be and ideal (worth) price for the product.",Nice (but pricey),4.0,B0009YL20E
I got this at the beginning of the summer for my granddaughter. She loved the colors and patterns. She wore it all summer with no sunburns. It held up beautifully!,She loved the colors and patterns,5.0,B0009YL20E
Love it!!,Five Stars,5.0,B0009YL20E
Fits better than expected! My kid has a long torso and it stil fit,Five Stars,5.0,B0009YL20E
My grand child loved it!!!!,Five Stars,5.0,B0009YL20E
Worked great on my little girl this summer.  We spent an entire week outside in FL and not one bit of sunburn!,Great little shirt,5.0,B0009YL20E
My daughter loved it and is comfortable whenever she wears it.,Five Stars,5.0,B0009YL20E
"Daughter loves this shirt, bought short sleeve version also, Mom loves the fact she's protected in the sun, win-win",Daughter loves this shirt,5.0,B0009YL20E
Love. Great bathing suit. I buy for my daughter with the matching shorts.,Five Stars,5.0,B0009YL20E
"I love it, its high quality and sure to last a long time unfortunately my child hates it because the neck is too restrictive and refuses to wear it. My child doesn't like anything on the neck.","A great deal, great fit, covers well.",5.0,B0009YL20E
very comfy.,Five Stars,5.0,B0009YL20E
Quality product,Perfect for toddler who loves the beach,5.0,B0009YL20E
very nice durable swim shirt. great value,Five Stars,5.0,B0009YL20E
Fit a bit snug and I ordered 1 size up. Great quality product and its adorable.,Not as described size wise.,3.0,B0009YL20E
"This provided really good coverage for my daughter while out in the beach for an extended period of time. The size 6/7 fit her well for a slim, average height 8 yr. old.",Good quality,5.0,B0009YL20E
Nice and light.,Nice and light.  Fits just right.,5.0,B0009YL20E
"Neck opening was too small, had to cut in a V neck for baby's head to fit.",Three Stars,3.0,B0009YL20E
Great fit!,Five Stars,5.0,B0009YL20E
Great for outdoors and swimming,Will buy again,5.0,B0009YL20E
Nice quality.,Four Stars,4.0,B0009YL20E
"The opening for the head is too small.  We can't even get it on her.  Otherwise, the size looks about right.",The opening for the head is too small. We ...,2.0,B0009YL20E
Great shirt and seller,Five Stars,5.0,B0009YL20E
The quality is excellent! Nice product.,Four Stars,4.0,B0009YL20E
"I hate this shirt. We put it in our wet bag with the other suits and it bled pink all over everything. What is the point of a swimsuit that bleeds dye when it is wet? Sand got trapped in the white parts which made it look gray and dirty. And after a few hand washings it faded terribly. Buy a cheaper, better suit at Target or Costco.",I hate this shirt,1.0,B0009YL20E
Good swimwear for a conservative 11 year old.  We found some others but were confused on sizing before we settled on this one.  Fit perfectly. - Dad.,"Great fit, great swimwear.",5.0,B0009YL20E
For my daughter and she wore this in the ocean at Maine and it protected her against sunburn which is a huge plus.,For my daughter and she wore this in the ocean ...,4.0,B0009YL20E
It was nice for this summer but It was faded very soon.,Three Stars,3.0,B0009YL20E
Very small.  Sent back.,Two Stars,2.0,B0009YL20E
The quality of the material and cut is better than I had expected.  Beautiful color.  Just runs a bit large for my skinny kid but my child loves it anyway.  Thanks for a nice product!,The quality of the material and cut is better than I had expected,5.0,B0009YL20E
"We will buy many more of these!  They are great for sun protection, and they are very cute!",Wonderful sunshirt!,5.0,B0009YL20E
"Looks nice and fits as expected, but pricey for a swim shirt that will be outgrown in one season, especially when buying the matching shorts to go with it.",Expensive swim shirt,4.0,B0009YL20E
It's exellent option for protect our childrens.,Five Stars,5.0,B0009YL20E
My girl loves it.,Five Stars,5.0,B0009YL20E
Beautiful! And bright colors!,Five Stars,5.0,B0009YL20E
Fabulous find!  No more sunburns for my fair-haired grandaughter!,Fabulous find! No more sunburns for my fair-haired grandaughter ...,5.0,B0009YL20E
Very cute and dries quickly,Five Stars,5.0,B0009YL20E
"I am allergic to sunscreen, it's so bad I can't even put it on my daughter because if she hugs me, it rubs off. I bought this shirt and short set to ride our bike outside in the hot 110 degree Arizona sun. We frequently bike around 40-50 miles, and are in the sun for many many hours. This outfit not only prevented sunburns, but it also helped keep her cool. We are planning a beach vacation with a large family group next year, and I am sure these will work great!",Prevented sunburns and kept wearer cool,5.0,B0009YL20E
"We bought Tuga swim shirts and a pair of shorts two years ago. They have worn well enough in terms of construction and seams, but they have faded more with every single wash. They always bleed on the other laundry so I have to wash separately. They even stained the towel they were wrapped in after the pool last week -- after two years of swimming and washing!",Color bleeds and bleeds and bleeds,2.0,B0009YL20E
"I purchased those for my newly minted ballerina girl. She's one of those children who hate tags or anything that feels uncomfortable on the skin, so I was a bit apprehensive about the open foot feature bothering her, but she really likes them and tells me they are soft and comfortable. The only - probably inevitable - downside is that they are wearing out a bit sooner than I expected. She only takes ballet once a week and despite gently laundering and hanging them out to dry they are looking a bit worse for wear. Time to buy a second pair.",Soft and comfortable ballet tights for girls,4.0,B000A0LRCK
"These are great tights. If your girl is chubby on the waist i think you should order a number up. they are a strong tihgts. My daugther has it for more than 4 months and hasn't broken them. She only complains some days about the waist, just when she has had a lot of milk or food recently. she's 3 years old.",Great!,5.0,B000A0LRCK
These ended up being very durable and the perfect size for my little three year old.  Very good quality tights.,Perfect!,5.0,B000A0LRCK
"It is easy borken, only 3 times and there was a big hole,  don't buy",Two Stars,2.0,B000A0LRCK
When I bought these my girls were 5-6 years old. Lets just say I don't know how these were going to fit an 8-12 year old. But they fit perfect for them at the time.,Runs small,3.0,B000A0LRCK
good quality product.,Four Stars,4.0,B000A0LRCK
"They are good at first but didn't last very long. We dance once a week, and they started falling apart in about 6 weeks of use.",They are good at first but didn't last very long,3.0,B000A0LRCK
The band around her middle is tight and I wish I had chosen a different band at the waistline. But they are thick and well made.,The band around her middle is tight and I wish ...,4.0,B000A0LRCK
"Order larger than usual as the sizes run small in my opinion. I have also noticed that the light suntan seems dark when opening the package, but after some research apparently it is the correct color and simply darker for stage lighting. Sincerely, a former hockey player now dance mom ",Order larger than usual as the sizes run small in ...,5.0,B000A0LRCK
Fit as expected!,I would buy again,5.0,B000A0LRCK
Size is too small for my daughter.,Four Stars,4.0,B000A0LRCK
sizing is off.,Three Stars,3.0,B000A0LRCK
"great quality,recommend",Five Stars,5.0,B000A0LRCK
Very nicely made and heavy. Fit just as expected with room to grow for my average size 6 year old.,Very nicely made and heavy,5.0,B000A0LRCK
Happy with product. Just what I wanted and needed.,Great!!!!!,5.0,B000A0LRCK
My child loves them!!!  She is 5 so I bought the 8-12 as she is tall for her age and they fit perfectly. Being able to slide the tights off her foot is great so she doesn't ruin the bottom of her tights when getting home.,Tranistion tights are the best!,5.0,B000A0LRCK
nice fit,Five Stars,5.0,B000A0LRCK
Dancer loved the color the feel & the fit!,Five Stars,5.0,B000A0LRCK
"We have purchased these tights before, but this time it seems as if Capezio has changed them slightly and they are running slightly smaller.","We have purchased these tights before, but this time ...",4.0,B000A0LRCK
I bought these for my son because he was the dancer from Sia's videos.  They fit will.  He wears a size 6.,I bought these for my son because he was the ...,4.0,B000A0LRCK
Cozy fit.,Five Stars,5.0,B000A0LRCK
"These are great dance tights. The only reason I didn't give five stars is because I think the sizing for 2-6x is completely bogus. My daughter is 4 and tall for her age, but she certainly isn't bigger than 6x. These tights BARELY fit her. If you have a tall daughter like I do, and you are looking for something for age 4 and up, I would size up. Don't buy the 2-6x size.",Size up if you have a tall daughter.,4.0,B000A0LRCK
Excellent buy.  The quality is great. Looks like she'll get a lot of wear out of this!,Great Item!,5.0,B000A0LRCK
Daughter loves it.  Works well for her dance class.,Daughter loves it. Works well for her dance class ...,5.0,B000A0LRCK
Bought for my 5 year old daughter. Size I bought 8-12 and it fit just right.,Four Stars,4.0,B000A0LRCK
Fit great,Five Stars,5.0,B000A0LRCK
"We love these tights and keep repurchasing them. They are incredibly soft and comfortable, and the when my daughter pulls the tights to cover her toes, the hole at the bottom of her foot doesn't bug her. The tights fit well and the color is lovely. Best tights we have owned.",Best tights we have owned,5.0,B000A0LRCK
LOVE them!  They are perfect!,LOVE them! They are perfect,5.0,B000A0LRCK
"These are by far the best dance tights out there! They are durable, do NOT run easily, and no odd lines on the thighs! These are the only tights I buy my girls!",Fantastic!,5.0,B000A0LRCK
Capezio Little Girls' Ultra Soft Transition Tights fit perfect.,Capezio Little Girls' Ultra Soft Transition Tights fit perfect.,5.0,B000A0LRCK
The best ever!! Go capezio!!,Five Stars,5.0,B000A0LRCK
Best tights!!!!,Five Stars,5.0,B000A0LRCK
Tights are thick and sturdy. They take the wear and tear of dance practice. Theyre soft and well made,Quality tights,5.0,B000A0LRCK
These were perfect! My daughter is 7 but I read the reviews and went with the size 8-12. They were a perfect fit.,These were perfect! My daughter is 7 but I read the ...,5.0,B000A0LRCK
Seems very high quality.  My daughter loves them for switching between dance shoes.  Has worn them several times with no runs or holes.,Seems very high quality. My daughter loves them for ...,5.0,B000A0LRCK
The holes at the bottom are very bothersome.. they ripped after 3 uses.,One Star,1.0,B000A0LRCK
"Nice quality, just be sure to go a size or 2 up. My daughter is 5 and I ordered 8-10 and they fit her like her smaller sized tights do.",Go a size or 2 up.,4.0,B000A0LRCK
"I bought these for my 8 year old expecting them to be on the larger size for her to grow into.  She wears a size 7/8 clothes and these were actually a little snug.  They do fit her but, there is definitely no room to grow",I bought these for my 8 year old expecting them ...,4.0,B000A0LRCK
These are perfect for my 3 year old as transition tights. Works great! Nice quality.,Five Stars,5.0,B000A0LRCK
My daughter is wearing 5T pants now. These were a little too small for her. I recommend buying the 8-12 (but they don't have them in stock right now) for 4T or bigger. She has a pair now that I purchased on amazon and they have lasted 1 1/2 years. I am only buying a new pair because she outgrew the ones she has now. Capezio tights (the ones she has) seem to be very durable. I see a lot of littles in the class who have torn their tights a lot. I always recommend these to other parents. I will be checking the local stores to see if I can find them. Highly recommend capezio!,Run small,5.0,B000A0LRCK
These are a must for any dancer in multiple classes. It makes it very easy to transition between ballet/tap to Acro and other dances where tights need not cover the toes.,It makes it very easy to transition between ballet/tap to Acro and other dances ...,5.0,B000A0LRCK
Less expensive than the tights I buy at the Capezio store.,Five Stars,5.0,B000A0LRCK
The size 8 and 10 and got the Fordyce 6X would fit was that was just not quite big enough,The size 8 and 10 and got the Fordyce 6X ...,3.0,B000A0LRCK
"I read another review where the person advised that these tights ran small. I'm glad I heeded the advice. My daughter is 6yo, and normally wears a size 7/8; sometimes a size 6. I purchased these tights in a size 8-12 and they were an exact fit. I'm paying forward the advice to order a size larger.",I'm glad I heeded the advice,4.0,B000A0LRCK
"Comfy, good quality, reasonably priced.","good quality, reasonably priced",5.0,B000A0LRCK
"I bought this brand / style of tights for my daughter when she started dance class at 3 years old. Back then, she wore the Toddler size. I love these tights so much that every time she outgrows a pair, I simply buy the same brand / style in the next bigger size. She's gone through sizes Toddler, Small, and Intermediate, and we're now on Medium. The sizes seem to run true-to-size. My daughter is currently a size 8, and the Medium (8-10) fits perfectly.

These tights are super soft and stretchy, and my daughter has been able to put them on all by herself since she was 6 years old, wearing size Intermediate (6X/7). (Back then, she had trouble putting on ""regular"" tights by herself, I guess because they're usually not as stretchy.)

None of my daughter's tights have ever ripped. I think the Toddler or the Small got a small ""blemish"" (a little discoloration, and the material felt thinner in that area) from when my daughter fell on her knee, but it never opened up into a run or a hole. Her current tights do have a couple snags in them around the knees, but again, they haven't opened up into runs or holes. Overall, I am very satisfied with the quality.

As an aside, I'll mention that one year, when I hadn't bought these tights yet, the salesperson who sold us ballet shoes talked me into buying Capezio 100% Nylon tights. (I think the store only carried Capezio brand tights.) After a few weeks of classes, both my daughter and I found we didn't really like them, compared to the Danskin UltraSoft Microfiber tights. They weren't very stretchy, so they were difficult to put on, and within a couple weeks, they had several snags. I quickly switched back to our trusted brand and style. I know this isn't the place to review OTHER tights, but just having that experience actually made me appreciate these tights even more.",Great Tights,5.0,B000B5U75C
"I bought these tights for my 3 year old granddaughter who wants to be a ballerina. They fit great, are really sturdy and she loves them. Very good quality, not cheaply made and great for the price.",Excellent tights,5.0,B000B5U75C
I've bought these tights 3 times for my daughter to use in her 3/4 year old ballet class. After picking and running all 3 pairs with once a week use (usually on the 2nd or 3rd wear) I've resorted to buying the 1.99 tights at target and wouldn't you know it... they hold up. She has yet to run those. These are very nice looking but they seem to run faster than the cheaper tights.,Not durable for the price,3.0,B000B5U75C
"These are by far the best tights. I throw these in the washing machine and dryer on a regular cycle with all my clothing and they don't pill. Other tights I have purchased at Target do. I won't waste my money on any other tights, these are the best!",Great Quality,5.0,B000B5U75C
Exactly what I ordered and needed and arrived on time. Soft micro fiber tights for dance but we used for Halloween costume. Run true to size. I bought 4-6x for my five year old.,Perfect. Exactly what I ordered,5.0,B000B5U75C
I ordered and PAID for two pair and only received one pair. Thank goodness she did not rip her tights at the ballet performance as I did not have an extra!,Ripped off,1.0,B000B5U75C
These tights seemed to run easily.  I'm not sure if it was my daughter or the tights. The capezio seemed a little better IMO.,Ran Easily,1.0,B000B5U75C
Performqnce quality. Exactly what we needed. Just a little smaller than expected. For an average 9 year old I would recommend the 10-12 range.,Great Quality - size slightly smaller than expected,4.0,B000B5U75C
I've ordered these from Amazon before and had better results.  I think this most recent pair is not legit.  There is no label on the inside saying Danskin.  The waistband is horrible and very obvious under a leotard.,I've ordered these from Amazon before and had better results. I think this most recent pair is ...,1.0,B000B5U75C
These tights are nice quality. Not too thick but not too thin either that they will rip quickly. My daughter is a very rough and tumble kind of kid and these held up well for the wedding she was in.,Good quality tights and not too thick,5.0,B000B5U75C
Great quality! Nice and thick.,Five Stars,5.0,B000B5U75C
Very soft.,Five Stars,5.0,B000B5U75C
These tights are excellent. I did not buy them for dance but for dressy outfits during the Holiday season. Love them because they look nice but they also are thick and durable enough that they do not rip! The alternative was buying sweater tights but those usually discolor after a few washes and then I found these! Used them for Halloween costume and all through the Holidays and they are still in great shape!,These tights are excellent. I did not buy them for dance but ...,5.0,B000B5U75C
"For being used by a 6 year old, the product is durable. It looks good and fits well",It looks good and fits,5.0,B000B5U75C
Great fit !!! Very happy,"Craftsmanship, Danskin name reliable",5.0,B000B5U75C
I love Danskin products for my granddaughter.,Five Stars,5.0,B000B5U75C
"The color is good, but the waistband is stiff.  Good enough for dance class.",Four Stars,4.0,B000B5U75C
"Despite being labeled a three pack, only one pair of tights included. Prepare to be cheated or get time wasted having to return and buy something else.",Inaccurate description. One pack not three,1.0,B000B5U75C
soft to wear yet durable too,Holds up to machine washing,5.0,B000B5U75C
"The title specifically states tights and 3 packs. I have a very active daughter. No matter what advanced technology these companies say that they use, my daughter always rips her tights after just one use. I thought this came as a 3 pack. I would have never spent $11 for one time use otherwise. To say that the title is misleading is putting it mildly. Danskin has abjectly lied. They should be taken to task. Its amazing how there is no accountability anymorr nowadays.",Its amazing how there is no accountability anymorr nowadays,1.0,B000B5U75C
The description said it was a 3-pack but there was only one pair of tights.,Only one pair of tights,1.0,B000B5U75C
"They were the right color. The correct tights, meaning they had no square (dance lingo). Perfect fit too.",Tights in an emergency,5.0,B000B5U75C
Fits perfect!,Five Stars,5.0,B000B5U75C
Huge hole on first wear. V thin. Not good quality. Very disappointed. Would not order again.,Poor Quality,1.0,B000B5U75C
Good quality and good price,Five Stars,5.0,B000B5U75C
Great,Five Stars,5.0,B000B5U75C
"Nice quality for a 12 year old girl, she really likes them, and they have washed well. perfect for choir.",fits 12 year old,5.0,B000B5U75C
It came with a hole,Hole,1.0,B000B5U75C
Perfect fit for my 3 yr old granddaughter.,Will buy again,5.0,B000B5U75C
Great product at great price,Best Tights,5.0,B000B5U75C
These were worn for my little flower girls for my wedding a couple years ago. They fit well & the girls loved them.,They fit well & the girls loved them.,5.0,B000B5U75C
NIce tights - great color and thick like Danskin adult ballet tights - very happy with these,Great tights!,5.0,B000B5U75C
Returned these because they were way too small.,Too Small,1.0,B000B5U75C
I like it,Five Stars,5.0,B000B5U75C
"Third year ordering the same product, very happy with it. They really last long!",very happy with it,5.0,B000B5U75C
Fit well.,Five Stars,5.0,B000B5U75C
"These tights are sturdy and are resistant to pulling, but they do seem a bit small.  I have a petite 8 year old who is sensitive to the tightness of tights, and I expected them to be looser. They do fit her, but ended up being on the tight-side.  But other than that, good quality and thickness.",These tights are sturdy and are resistant to pulling,4.0,B000B5U75C
"These are very durable tights, especially for little girls.  They last several months.",Five Stars,5.0,B000B5U75C
My daughter loved them! She didn't even want to take them off after her first ballet class. She said they are soft mami... so pretty. Thank you mommy! I compared it with others and I like the color and the quality of this pair.,Soft!,5.0,B000B5U75C
Nice product,Five Stars,5.0,B000B5U75C
"These are good tights.  Thick enough to resist runs and holes, but not too thick.",Good Tights,5.0,B000B5U75C
"They fit well, but had snags within about 5 minutes of my daughter putting them on. After the first washing they had multiple holes.","They fit well, but had snags within about 5 ...",1.0,B000B5U75C
Very nice ballet tights.,Five Stars,5.0,B000B5U75C
My daughter is almost 6 yrs old. She's tall and thin.  These fit great,Fit well,5.0,B000B5U75C
"Fits my 6 year old daughter, and they are good quality.",Good ballet tights,5.0,B000B5U75C
